"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Wind Direction (°)","Rain Rate (in/hr)","Daily Rain (in)","Relative Pressure (inHg)","Humidity (%)","Station Battery (V)","Absolute Pressure (inHg)"
2025-07-07T12:53:00-04:00,2025-07-07 12:53:00,68.4,69.3,66.3,15.4,21,293,0,0,29.99,93,,29.99
2025-07-07T12:38:00-04:00,2025-07-07 12:38:00,68.4,69.3,66.3,11.9,19.5,289,0,0,30,93,,30
2025-07-07T12:23:00-04:00,2025-07-07 12:23:00,68.2,69.1,66.1,10.1,15.9,289,0,0,30,93,,30
2025-07-07T12:08:00-04:00,2025-07-07 12:08:00,68,68,66.2,9.6,14.8,290,0,0,30.01,94,4.68,30.01
2025-07-07T11:53:00-04:00,2025-07-07 11:53:00,67.8,67.8,66,11.6,17.2,292,0,0,30.01,94,,30.01
2025-07-07T11:38:00-04:00,2025-07-07 11:38:00,67.8,67.8,66,12.3,20.1,298,0,0,30.01,94,,30.01
2025-07-07T11:23:00-04:00,2025-07-07 11:23:00,67.5,67.5,65.7,11.2,17,298,0,0,30.01,94,,30.01
2025-07-07T11:08:00-04:00,2025-07-07 11:08:00,67.1,67.1,65.3,13.4,17.9,294,0,0,30.01,94,4.7,30.01
2025-07-07T10:53:00-04:00,2025-07-07 10:53:00,67.3,67.3,65.2,13,18.8,293,0,0,30.01,93,,30.01
2025-07-07T10:38:00-04:00,2025-07-07 10:38:00,67.3,67.3,65.2,13.4,19,293,0,0,30.01,93,,30.01
2025-07-07T10:23:00-04:00,2025-07-07 10:23:00,66.4,66.4,64.3,13.6,19.7,295,0,0,30.01,93,,30.01
2025-07-07T10:08:00-04:00,2025-07-07 10:08:00,66.9,66.9,64.2,14.5,20.8,292,0,0,30.02,91,4.65,30.02
2025-07-07T09:53:00-04:00,2025-07-07 09:53:00,66.7,66.7,64,12.8,17.4,294,0,0,30.01,91,,30.01
2025-07-07T09:38:00-04:00,2025-07-07 09:38:00,66.7,66.7,63.7,13.4,18.1,295,0,0,30.01,90,,30.01
2025-07-07T09:23:00-04:00,2025-07-07 09:23:00,66.9,66.9,63.5,11.6,15.9,298,0,0,30.01,89,,30.01
2025-07-07T09:08:00-04:00,2025-07-07 09:08:00,66.9,66.9,63.5,11.4,15,294,0,0,30.02,89,4.55,30.02
2025-07-07T08:53:00-04:00,2025-07-07 08:53:00,66.7,66.7,63.4,11.6,15.4,295,0,0,30.02,89,,30.02
2025-07-07T08:38:00-04:00,2025-07-07 08:38:00,66.6,66.6,63.3,10.5,14.3,292,0,0,30.02,89,,30.02
2025-07-07T08:23:00-04:00,2025-07-07 08:23:00,66.4,66.4,63.4,11.9,15.9,293,0,0,30.02,90,,30.02
2025-07-07T08:08:00-04:00,2025-07-07 08:08:00,66,66,63,10.7,14.3,291,0,0,30.02,90,4.4,30.02
2025-07-07T07:53:00-04:00,2025-07-07 07:53:00,65.8,65.8,62.8,8.5,11.2,295,0,0,30.02,90,,30.02
2025-07-07T07:38:00-04:00,2025-07-07 07:38:00,65.5,65.5,62.5,7.8,10.7,291,0,0,30.02,90,,30.02
2025-07-07T07:23:00-04:00,2025-07-07 07:23:00,65.8,65.8,63.1,8.9,11.4,290,0,0,30.02,91,,30.02
2025-07-07T07:08:00-04:00,2025-07-07 07:08:00,66,66,63,7.6,11.4,283,0,0,30.02,90,4.27,30.02
2025-07-07T06:53:00-04:00,2025-07-07 06:53:00,65.7,65.7,63,5.8,9.6,277,0,0,30.01,91,,30.01
2025-07-07T06:38:00-04:00,2025-07-07 06:38:00,65.5,65.5,62.8,6.3,9.4,278,0,0,30.01,91,,30.01
2025-07-07T06:23:00-04:00,2025-07-07 06:23:00,65.5,65.5,62.8,5.6,9.6,266,0,0,30.01,91,,30.01
2025-07-07T06:08:00-04:00,2025-07-07 06:08:00,65.3,65.3,62.9,3.1,7.2,261,0,0,30.01,92,4.26,30.01
2025-07-07T05:53:00-04:00,2025-07-07 05:53:00,65.1,65.1,62.7,4.7,8.7,274,0,0,30.01,92,,30.01
2025-07-07T05:38:00-04:00,2025-07-07 05:38:00,65.5,65.5,63.1,4.5,10.3,265,0,0,30.01,92,,30.01
2025-07-07T05:23:00-04:00,2025-07-07 05:23:00,65.3,65.3,62.9,2.2,5.1,262,0,0,30.01,92,,30.01
2025-07-07T05:08:00-04:00,2025-07-07 05:08:00,65.7,65.7,63,2.5,6.7,259,0,0,30,91,4.27,30
2025-07-07T04:53:00-04:00,2025-07-07 04:53:00,65.8,65.8,63.1,4,7.2,257,0,0,30,91,,30
2025-07-07T04:38:00-04:00,2025-07-07 04:38:00,65.8,65.8,63.1,2.9,8.7,283,0,0,30,91,,30
2025-07-07T04:23:00-04:00,2025-07-07 04:23:00,65.8,65.8,63.1,6.7,8.9,283,0,0,29.99,91,,29.99
2025-07-07T04:08:00-04:00,2025-07-07 04:08:00,65.7,65.7,63.3,4.7,7.8,263,0,0,29.99,92,4.28,29.99
2025-07-07T03:53:00-04:00,2025-07-07 03:53:00,65.3,65.3,63.2,2.2,5.6,258,0,0,30,93,,30
2025-07-07T03:38:00-04:00,2025-07-07 03:38:00,65.3,65.3,62.9,2.5,5.6,258,0,0,30,92,,30
2025-07-07T03:23:00-04:00,2025-07-07 03:23:00,65.5,65.5,63.1,3.8,6.5,249,0,0,30,92,,30
2025-07-07T03:08:00-04:00,2025-07-07 03:08:00,65.7,65.7,63,3.1,5.6,248,0,0,30,91,4.28,30
2025-07-07T02:53:00-04:00,2025-07-07 02:53:00,66,66,63.3,4.9,7.4,265,0,0,30,91,,30
2025-07-07T02:38:00-04:00,2025-07-07 02:38:00,65.8,65.8,63.1,6.5,8.9,281,0,0,30,91,,30
2025-07-07T02:23:00-04:00,2025-07-07 02:23:00,65.8,65.8,63.1,7.4,10.5,280,0,0,30,91,,30
2025-07-07T02:08:00-04:00,2025-07-07 02:08:00,66,66,63.3,6.3,9.8,277,0,0,30,91,4.28,30
2025-07-07T01:53:00-04:00,2025-07-07 01:53:00,66,66,63.3,7.6,10.5,279,0,0,30,91,,30
2025-07-07T01:38:00-04:00,2025-07-07 01:38:00,66,66,63.3,8.9,12.1,285,0,0,30,91,,30
2025-07-07T01:23:00-04:00,2025-07-07 01:23:00,66.2,66.2,63.8,9.2,13.2,287,0,0,30,92,,30
2025-07-07T01:08:00-04:00,2025-07-07 01:08:00,66.4,66.4,63.7,8.9,13,287,0,0,30,91,4.29,30
2025-07-07T00:53:00-04:00,2025-07-07 00:53:00,67.3,67.3,64.3,8.7,12.1,283,0,0,30,90,,30
2025-07-07T00:38:00-04:00,2025-07-07 00:38:00,67.5,67.5,64.5,8.1,13.6,278,0,0,30,90,,30
2025-07-07T00:23:00-04:00,2025-07-07 00:23:00,68.4,69.1,65,9.8,15.7,273,0,0,30,89,,30
2025-07-07T00:08:00-04:00,2025-07-07 00:08:00,68,68,65,8.3,10.7,275,0,0,30,90,4.29,30
2025-07-06T23:53:00-04:00,2025-07-06 23:53:00,68.2,69,65.1,9.6,13.2,287,0,0,30,90,,30
2025-07-06T23:38:00-04:00,2025-07-06 23:38:00,67.8,67.8,65.1,9.2,12.3,286,0,0,30,91,,30
2025-07-06T23:23:00-04:00,2025-07-06 23:23:00,67.8,67.8,65.1,9.2,13.2,285,0,0,30,91,,30
2025-07-06T23:08:00-04:00,2025-07-06 23:08:00,67.8,67.8,65.1,9.4,13,279,0,0,30,91,4.29,30
2025-07-06T22:53:00-04:00,2025-07-06 22:53:00,67.5,67.5,64.8,10.1,14.5,289,0,0,30,91,,30
2025-07-06T22:38:00-04:00,2025-07-06 22:38:00,67.6,67.6,64.9,9.8,13.4,282,0,0,30,91,,30
2025-07-06T22:23:00-04:00,2025-07-06 22:23:00,67.5,67.5,65.1,9.4,11.2,285,0,0,30,92,,30
2025-07-06T22:08:00-04:00,2025-07-06 22:08:00,67.5,67.5,65.1,9.8,13.9,290,0,0,29.99,92,4.29,29.99
2025-07-06T21:53:00-04:00,2025-07-06 21:53:00,67.3,67.3,64.9,9.2,14.1,285,0,0,29.99,92,,29.99
2025-07-06T21:38:00-04:00,2025-07-06 21:38:00,67.1,67.1,64.7,8.3,12.1,285,0,0,29.99,92,,29.99
2025-07-06T21:23:00-04:00,2025-07-06 21:23:00,67.1,67.1,64.7,8.9,12.1,291,0,0,29.98,92,,29.98
2025-07-06T21:08:00-04:00,2025-07-06 21:08:00,67.3,67.3,64.9,9.6,13.6,294,0,0,29.98,92,4.29,29.98
2025-07-06T20:53:00-04:00,2025-07-06 20:53:00,66.9,66.9,64.5,7.8,14.3,278,0,0,29.97,92,,29.97
2025-07-06T20:38:00-04:00,2025-07-06 20:38:00,66.4,66.4,64.3,6.5,11.9,286,0,0,29.97,93,,29.97
2025-07-06T20:23:00-04:00,2025-07-06 20:23:00,66.7,66.7,64.3,6.5,11.6,293,0,0,29.97,92,,29.97
2025-07-06T20:08:00-04:00,2025-07-06 20:08:00,67.1,67.1,64.4,8.3,12.5,293,0,0,29.96,91,4.32,29.96
2025-07-06T19:53:00-04:00,2025-07-06 19:53:00,67.3,67.3,64.6,6.7,10.5,293,0,0,29.96,91,,29.96
2025-07-06T19:38:00-04:00,2025-07-06 19:38:00,67.6,67.6,64.6,7.8,12.8,293,0,0,29.96,90,,29.96
2025-07-06T19:23:00-04:00,2025-07-06 19:23:00,68.2,68.9,64.8,8.3,13.2,292,0,0,29.96,89,,29.96
2025-07-06T19:08:00-04:00,2025-07-06 19:08:00,68.9,69.6,65.2,9.4,13.2,288,0,0,29.95,88,4.53,29.95
2025-07-06T18:53:00-04:00,2025-07-06 18:53:00,69.4,70.1,65.4,9.2,12.3,286,0,0,29.94,87,,29.94
2025-07-06T18:38:00-04:00,2025-07-06 18:38:00,69.8,70.5,65.4,11,15.9,294,0,0,29.94,86,,29.94
2025-07-06T18:23:00-04:00,2025-07-06 18:23:00,70.2,71,65.8,10.3,15.2,297,0,0,29.94,86,,29.94
2025-07-06T18:08:00-04:00,2025-07-06 18:08:00,70.2,71,65.8,10.1,15.7,294,0,0,29.94,86,4.38,29.94
2025-07-06T17:53:00-04:00,2025-07-06 17:53:00,70.7,71.4,65.6,9.8,13.9,294,0,0,29.95,84,,29.95
2025-07-06T17:38:00-04:00,2025-07-06 17:38:00,70.7,71.4,65.6,9.4,13.4,295,0,0,29.94,84,,29.94
2025-07-06T17:23:00-04:00,2025-07-06 17:23:00,70.5,71.2,65.8,9.4,15,290,0,0,29.94,85,,29.94
2025-07-06T17:08:00-04:00,2025-07-06 17:08:00,70.2,71,65.8,9.8,14.5,292,0,0,29.95,86,4.49,29.95
2025-07-06T16:53:00-04:00,2025-07-06 16:53:00,69.8,70.5,65.4,11.6,15.7,289,0,0,29.95,86,,29.95
2025-07-06T16:38:00-04:00,2025-07-06 16:38:00,70.2,71,65.8,12.5,17.4,291,0,0,29.96,86,,29.96
2025-07-06T16:23:00-04:00,2025-07-06 16:23:00,70.5,71.2,65.8,12.8,18.8,291,0,0,29.96,85,,29.96
2025-07-06T16:08:00-04:00,2025-07-06 16:08:00,70.5,71.2,65.8,11.4,17.4,296,0,0,29.96,85,4.66,29.96
2025-07-06T15:53:00-04:00,2025-07-06 15:53:00,70.5,71.2,65.8,12.1,19,300,0,0,29.96,85,,29.96
2025-07-06T15:38:00-04:00,2025-07-06 15:38:00,70.9,71.7,66.2,12.1,16.8,296,0,0,29.97,85,,29.97
2025-07-06T15:23:00-04:00,2025-07-06 15:23:00,70,70.7,65.6,9.6,15.7,291,0,0,29.97,86,,29.97
2025-07-06T15:08:00-04:00,2025-07-06 15:08:00,69.8,70.5,65.4,9.4,14.3,298,0,0,29.98,86,4.66,29.98
2025-07-06T14:53:00-04:00,2025-07-06 14:53:00,70,70.7,65.3,11.4,17,302,0,0,29.97,85,,29.97
2025-07-06T14:38:00-04:00,2025-07-06 14:38:00,70.3,71,65.6,13,17.4,298,0,0,29.97,85,,29.97
2025-07-06T14:23:00-04:00,2025-07-06 14:23:00,70.2,70.9,65.1,11.4,17,296,0,0,29.98,84,,29.98
2025-07-06T14:08:00-04:00,2025-07-06 14:08:00,70.7,71.4,65.6,11.9,18.1,300,0,0,29.98,84,4.65,29.98
2025-07-06T13:53:00-04:00,2025-07-06 13:53:00,70.7,71.4,65.6,8.9,14.3,303,0,0,29.98,84,,29.98
2025-07-06T13:38:00-04:00,2025-07-06 13:38:00,70.3,71,65.2,11,15.4,297,0,0,29.98,84,,29.98
2025-07-06T13:23:00-04:00,2025-07-06 13:23:00,70.9,71.5,65.1,10.7,16.1,298,0,0,29.99,82,,29.99
2025-07-06T13:08:00-04:00,2025-07-06 13:08:00,71.4,72,65.3,8.5,13.6,297,0,0,29.99,81,4.65,29.99
2025-07-06T12:53:00-04:00,2025-07-06 12:53:00,70.9,71.5,64.8,4,7.4,284,0,0,30,81,,30
2025-07-06T12:38:00-04:00,2025-07-06 12:38:00,70,70.6,64.6,6.5,11,293,0,0,30.01,83,,30.01
2025-07-06T12:23:00-04:00,2025-07-06 12:23:00,70.3,70.9,64.5,8.5,14.3,285,0,0,30.01,82,,30.01
2025-07-06T12:08:00-04:00,2025-07-06 12:08:00,70.5,71.1,64.4,2.5,8.3,257,0,0,30.01,81,4.67,30.01
2025-07-06T11:53:00-04:00,2025-07-06 11:53:00,69.6,70.2,64.2,3.4,8.7,276,0,0,30.01,83,,30.01
2025-07-06T11:38:00-04:00,2025-07-06 11:38:00,68.7,69.2,63.7,7.6,11,300,0,0,30.02,84,,30.02
2025-07-06T11:23:00-04:00,2025-07-06 11:23:00,69.4,69.9,64,6.5,10.1,285,0,0,30.02,83,,30.02
2025-07-06T11:08:00-04:00,2025-07-06 11:08:00,68.7,69.2,63.7,5.8,11.2,272,0,0,30.02,84,4.68,30.02
2025-07-06T10:53:00-04:00,2025-07-06 10:53:00,68.2,68.7,63.5,4.5,8.3,245,0,0,30.02,85,,30.02
2025-07-06T10:38:00-04:00,2025-07-06 10:38:00,68,68,63.3,6.3,9.6,288,0,0,30.02,85,,30.02
2025-07-06T10:23:00-04:00,2025-07-06 10:23:00,66.6,66.6,62.6,8.1,11.6,293,0,0,30.02,87,,30.02
2025-07-06T10:08:00-04:00,2025-07-06 10:08:00,65.8,65.8,62.5,9.6,13.2,292,0,0,30.02,89,4.62,30.02
2025-07-06T09:53:00-04:00,2025-07-06 09:53:00,66.2,66.2,62.5,9.6,13.2,296,0,0,30.03,88,,30.03
2025-07-06T09:38:00-04:00,2025-07-06 09:38:00,65.7,65.7,62,9.4,13.2,297,0,0,30.03,88,,30.03
2025-07-06T09:23:00-04:00,2025-07-06 09:23:00,65.8,65.8,62.1,10.3,13.2,297,0,0,30.03,88,,30.03
2025-07-06T09:08:00-04:00,2025-07-06 09:08:00,65.5,65.5,61.8,8.1,11.2,292,0,0,30.04,88,4.48,30.04
2025-07-06T08:53:00-04:00,2025-07-06 08:53:00,65.8,65.8,61.8,8.5,11.2,289,0,0,30.04,87,,30.04
2025-07-06T08:38:00-04:00,2025-07-06 08:38:00,65.7,65.7,61.7,7.4,9.8,294,0,0,30.04,87,,30.04
2025-07-06T08:23:00-04:00,2025-07-06 08:23:00,65.5,65.5,61.5,7.8,10.5,285,0,0,30.04,87,,30.04
2025-07-06T08:08:00-04:00,2025-07-06 08:08:00,64.9,64.9,61.3,6.9,10.5,297,0,0,30.04,88,4.42,30.04
2025-07-06T07:53:00-04:00,2025-07-06 07:53:00,64.9,64.9,61.3,8.3,11.4,287,0,0,30.04,88,,30.04
2025-07-06T07:38:00-04:00,2025-07-06 07:38:00,64.2,64.2,60.9,6.9,11.9,291,0,0,30.05,89,,30.05
2025-07-06T07:23:00-04:00,2025-07-06 07:23:00,64,64,61,6.9,10.3,287,0,0,30.05,90,,30.05
2025-07-06T07:08:00-04:00,2025-07-06 07:08:00,64,64,61,7.2,9.2,279,0,0,30.05,90,4.24,30.05
2025-07-06T06:53:00-04:00,2025-07-06 06:53:00,63.5,63.5,60.5,6.3,8.5,280,0,0,30.05,90,,30.05
2025-07-06T06:38:00-04:00,2025-07-06 06:38:00,63.3,63.3,60.6,6.3,10.3,281,0,0,30.05,91,,30.05
2025-07-06T06:23:00-04:00,2025-07-06 06:23:00,63.3,63.3,60.6,6.5,8.7,281,0,0,30.04,91,4.23,30.04
2025-07-06T06:08:00-04:00,2025-07-06 06:08:00,63,63,60.3,6.7,9.2,287,0,0,30.05,91,,30.05
2025-07-06T05:53:00-04:00,2025-07-06 05:53:00,63,63,60,5.8,8.3,268,0,0,30.04,90,,30.04
2025-07-06T05:38:00-04:00,2025-07-06 05:38:00,62.6,62.6,59.9,3.4,6.5,248,0,0,30.04,91,4.24,30.04
2025-07-06T05:23:00-04:00,2025-07-06 05:23:00,62.8,62.8,60.1,2.9,6.3,239,0,0,30.04,91,,30.04
2025-07-06T05:08:00-04:00,2025-07-06 05:08:00,63.1,63.1,60.1,2.9,5.6,265,0,0,30.04,90,,30.04
2025-07-06T04:53:00-04:00,2025-07-06 04:53:00,63.3,63.3,60,1.3,4.9,266,0,0,30.04,89,,30.04
2025-07-06T04:38:00-04:00,2025-07-06 04:38:00,63.7,63.7,60.1,1.8,4.5,266,0,0,30.04,88,4.25,30.04
2025-07-06T04:23:00-04:00,2025-07-06 04:23:00,63.5,63.5,59.9,1.3,3.6,266,0,0,30.04,88,,30.04
2025-07-06T04:08:00-04:00,2025-07-06 04:08:00,63.5,63.5,59.9,4.5,6.7,266,0,0,30.04,88,,30.04
2025-07-06T03:53:00-04:00,2025-07-06 03:53:00,63.5,63.5,60.2,5.1,8.1,270,0,0,30.04,89,,30.04
2025-07-06T03:38:00-04:00,2025-07-06 03:38:00,63.5,63.5,60.2,6.7,9.4,283,0,0,30.04,89,4.26,30.04
2025-07-06T03:23:00-04:00,2025-07-06 03:23:00,63.3,63.3,60.3,7.6,10.5,289,0,0,30.04,90,,30.04
2025-07-06T03:08:00-04:00,2025-07-06 03:08:00,63.5,63.5,60.5,9.4,15,288,0,0,30.04,90,,30.04
2025-07-06T02:53:00-04:00,2025-07-06 02:53:00,63.5,63.5,60.5,8.3,14.5,287,0,0,30.05,90,,30.05
2025-07-06T02:38:00-04:00,2025-07-06 02:38:00,63.5,63.5,60.8,6.5,10.1,291,0,0,30.06,91,4.27,30.06
2025-07-06T02:23:00-04:00,2025-07-06 02:23:00,63.5,63.5,60.8,6.5,8.9,291,0,0,30.06,91,,30.06
2025-07-06T02:08:00-04:00,2025-07-06 02:08:00,63.9,63.9,60.9,7.2,10.1,287,0,0,30.07,90,,30.07
2025-07-06T01:53:00-04:00,2025-07-06 01:53:00,64.2,64.2,60.9,6.3,9.8,281,0,0,30.07,89,,30.07
2025-07-06T01:38:00-04:00,2025-07-06 01:38:00,64.2,64.2,61.2,4.5,7.2,289,0,0,30.07,90,4.27,30.07
2025-07-06T01:23:00-04:00,2025-07-06 01:23:00,63.9,63.9,61.2,3.4,7.6,260,0,0,30.07,91,,30.07
2025-07-06T01:08:00-04:00,2025-07-06 01:08:00,63.7,63.7,61.6,0.2,2,212,0,0,30.07,93,,30.07
2025-07-06T00:53:00-04:00,2025-07-06 00:53:00,63.9,63.9,61.8,0.9,2.5,212,0,0,30.09,93,,30.09
2025-07-06T00:38:00-04:00,2025-07-06 00:38:00,64,64,61.6,1.3,4.3,212,0,0,30.09,92,4.28,30.09
2025-07-06T00:23:00-04:00,2025-07-06 00:23:00,64.2,64.2,61.8,3.8,6.9,212,0,0,30.09,92,,30.09
2025-07-06T00:08:00-04:00,2025-07-06 00:08:00,64.8,64.8,62.1,1.1,6.7,273,0,0,30.1,91,,30.1
2025-07-05T23:53:00-04:00,2025-07-05 23:53:00,65.1,65.1,62.1,4.3,6.7,280,0,0,30.1,90,4.28,30.1
2025-07-05T23:38:00-04:00,2025-07-05 23:38:00,65.1,65.1,62.4,5.8,7.4,280,0,0,30.1,91,,30.1
2025-07-05T23:23:00-04:00,2025-07-05 23:23:00,65.1,65.1,62.7,5.4,6.7,280,0,0,30.11,92,,30.11
2025-07-05T23:08:00-04:00,2025-07-05 23:08:00,65.1,65.1,63,6,8.1,279,0,0,30.11,93,,30.11
2025-07-05T22:53:00-04:00,2025-07-05 22:53:00,64.6,64.6,62.8,3.8,7.2,284,0,0,30.12,94,4.29,30.12
2025-07-05T22:38:00-04:00,2025-07-05 22:38:00,64.6,64.6,62.8,3.6,6,287,0,0,30.12,94,,30.12
2025-07-05T22:23:00-04:00,2025-07-05 22:23:00,64.6,64.6,62.8,2.9,5.6,286,0,0,30.12,94,,30.12
2025-07-05T22:08:00-04:00,2025-07-05 22:08:00,64.6,64.6,62.5,2.2,4.3,283,0,0,30.13,93,,30.13
2025-07-05T21:53:00-04:00,2025-07-05 21:53:00,64.8,64.8,62.7,1.8,3.8,283,0,0,30.13,93,4.29,30.13
2025-07-05T21:38:00-04:00,2025-07-05 21:38:00,64.6,64.6,62.2,3.1,5.1,283,0,0,30.13,92,,30.13
2025-07-05T21:23:00-04:00,2025-07-05 21:23:00,64.8,64.8,62.1,4.7,7.2,283,0,0,30.13,91,,30.13
2025-07-05T21:08:00-04:00,2025-07-05 21:08:00,64.9,64.9,61.9,5.4,8.1,288,0,0,30.14,90,,30.14
2025-07-05T20:53:00-04:00,2025-07-05 20:53:00,65.1,65.1,61.8,6,8.5,287,0,0,30.13,89,4.26,30.13
2025-07-05T20:38:00-04:00,2025-07-05 20:38:00,65.5,65.5,61.8,6.3,9.8,279,0,0,30.13,88,,30.13
2025-07-05T20:23:00-04:00,2025-07-05 20:23:00,65.5,65.5,61.5,6.3,9.8,288,0,0,30.13,87,,30.13
2025-07-05T20:08:00-04:00,2025-07-05 20:08:00,65.7,65.7,61.7,6,9.6,288,0,0,30.13,87,,30.13
2025-07-05T19:53:00-04:00,2025-07-05 19:53:00,65.7,65.7,61.7,5.4,7.8,279,0,0,30.13,87,4.29,30.13
2025-07-05T19:38:00-04:00,2025-07-05 19:38:00,65.5,65.5,61.8,5.8,9.6,294,0,0,30.14,88,,30.14
2025-07-05T19:23:00-04:00,2025-07-05 19:23:00,65.8,65.8,62.1,5.4,8.1,288,0,0,30.13,88,,30.13
2025-07-05T19:08:00-04:00,2025-07-05 19:08:00,65.8,65.8,61.8,6.7,9.6,294,0,0,30.14,87,,30.14
2025-07-05T18:53:00-04:00,2025-07-05 18:53:00,66,66,62,6,8.9,287,0,0,30.14,87,4.38,30.14
2025-07-05T18:38:00-04:00,2025-07-05 18:38:00,66,66,61.7,6.3,8.9,297,0,0,30.15,86,,30.15
2025-07-05T18:23:00-04:00,2025-07-05 18:23:00,66.4,66.4,61.4,6.7,8.9,297,0,0,30.15,84,,30.15
2025-07-05T18:08:00-04:00,2025-07-05 18:08:00,66.4,66.4,61.4,7.4,11.4,293,0,0,30.14,84,,30.14
2025-07-05T17:53:00-04:00,2025-07-05 17:53:00,66.4,66.4,61.4,7.2,10.3,293,0,0,30.14,84,4.51,30.14
2025-07-05T17:38:00-04:00,2025-07-05 17:38:00,66.4,66.4,61.4,7.6,11.4,297,0,0,30.14,84,,30.14
2025-07-05T17:23:00-04:00,2025-07-05 17:23:00,66.2,66.2,61.6,8.3,13.2,295,0,0,30.14,85,,30.14
2025-07-05T17:08:00-04:00,2025-07-05 17:08:00,66.2,66.2,61.2,9.8,13.6,295,0,0,30.15,84,,30.15
2025-07-05T16:53:00-04:00,2025-07-05 16:53:00,67.1,67.1,60.7,10.3,14.1,297,0,0,30.15,80,4.51,30.15
2025-07-05T16:38:00-04:00,2025-07-05 16:38:00,67.8,67.8,59.6,10.7,15,292,0,0,30.15,75,,30.15
2025-07-05T16:23:00-04:00,2025-07-05 16:23:00,67.5,67.5,59.7,10.5,15.4,291,0,0,30.15,76,,30.15
2025-07-05T16:08:00-04:00,2025-07-05 16:08:00,66.9,66.9,60.2,11.2,16.3,293,0,0,30.15,79,,30.15
2025-07-05T15:53:00-04:00,2025-07-05 15:53:00,66.4,66.4,60,10.7,15.4,297,0,0,30.15,80,4.51,30.15
2025-07-05T15:38:00-04:00,2025-07-05 15:38:00,66.4,66.4,60,10.7,15.4,296,0,0,30.16,80,,30.16
2025-07-05T15:23:00-04:00,2025-07-05 15:23:00,66.6,66.6,59.2,12.5,17.2,296,0,0,30.16,77,,30.16
2025-07-05T15:08:00-04:00,2025-07-05 15:08:00,67.1,67.1,58.9,11.4,15.9,299,0,0,30.16,75,,30.16
2025-07-05T14:53:00-04:00,2025-07-05 14:53:00,67.3,67.3,58.3,12.3,16.8,294,0,0,30.16,73,4.51,30.16
2025-07-05T14:38:00-04:00,2025-07-05 14:38:00,67.1,67.1,58.1,12.8,15.7,291,0,0,30.17,73,,30.17
2025-07-05T14:23:00-04:00,2025-07-05 14:23:00,66.7,66.7,58.5,13.2,17.9,295,0,0,30.17,75,,30.17
2025-07-05T14:08:00-04:00,2025-07-05 14:08:00,67.3,67.3,58.3,13,17.4,293,0,0,30.18,73,,30.18
2025-07-05T13:53:00-04:00,2025-07-05 13:53:00,67.8,67.8,57.7,12.1,15.7,294,0,0,30.18,70,4.51,30.18
2025-07-05T13:38:00-04:00,2025-07-05 13:38:00,68.4,68.1,57.4,11.6,16.1,302,0,0,30.18,68,,30.18
2025-07-05T13:23:00-04:00,2025-07-05 13:23:00,68.4,68.2,57.8,12.3,18.3,301,0,0,30.18,69,,30.18
2025-07-05T13:08:00-04:00,2025-07-05 13:08:00,68.4,68.2,57.8,12.3,16.8,301,0,0,30.19,69,,30.19
2025-07-05T12:53:00-04:00,2025-07-05 12:53:00,67.1,67.1,58.9,12.1,15.9,299,0,0,30.18,75,4.65,30.18
2025-07-05T12:38:00-04:00,2025-07-05 12:38:00,67.3,67.3,59.5,11.4,16.6,293,0,0,30.18,76,,30.18
2025-07-05T12:23:00-04:00,2025-07-05 12:23:00,66.6,66.6,59.9,13,17.2,291,0,0,30.18,79,,30.18
2025-07-05T12:08:00-04:00,2025-07-05 12:08:00,67.1,67.1,60,12.5,17.2,291,0,0,30.19,78,,30.19
2025-07-05T11:53:00-04:00,2025-07-05 11:53:00,67.5,67.5,60,11.9,16.8,295,0,0,30.19,77,4.65,30.19
2025-07-05T11:38:00-04:00,2025-07-05 11:38:00,68.5,68.5,59.5,11.4,14.8,292,0,0,30.19,73,,30.19
2025-07-05T11:23:00-04:00,2025-07-05 11:23:00,68.7,68.7,59.3,12.8,15.9,296,0,0,30.18,72,,30.18
2025-07-05T11:08:00-04:00,2025-07-05 11:08:00,71.8,71.7,59.4,9.2,19,309,0,0,30.18,65,,30.18
2025-07-05T10:53:00-04:00,2025-07-05 10:53:00,71.6,71.4,58.3,2.9,6.7,318,0,0,30.19,63,4.68,30.19
2025-07-05T10:38:00-04:00,2025-07-05 10:38:00,70.5,70.4,58.6,4.7,8.1,307,0,0,30.19,66,,30.19
2025-07-05T10:23:00-04:00,2025-07-05 10:23:00,71.1,70.8,57.4,5.8,9.8,2,0,0,30.19,62,,30.19
2025-07-05T10:08:00-04:00,2025-07-05 10:08:00,70,69.8,57.7,5.6,10.1,12,0,0,30.19,65,,30.19
2025-07-05T09:53:00-04:00,2025-07-05 09:53:00,69.8,69.5,57.5,4.9,8.7,344,0,0,30.19,65,4.61,30.19
2025-07-05T09:38:00-04:00,2025-07-05 09:38:00,69.3,69,57.4,4,8.1,18,0,0,30.19,66,,30.19
2025-07-05T09:23:00-04:00,2025-07-05 09:23:00,68.5,68.2,57.5,4.7,7.6,0,0,0,30.2,68,,30.2
2025-07-05T09:08:00-04:00,2025-07-05 09:08:00,68.9,68.6,57.5,3.4,6,339,0,0,30.2,67,,30.2
2025-07-05T08:53:00-04:00,2025-07-05 08:53:00,69.1,68.8,57.3,4.7,6.7,50,0,0,30.19,66,4.48,30.19
