fish_id,trip_id,site_number,site_name,sample_id,species_name,species_code,sex,field_length_mm,lab_length_mm,weight_g,notes
,4,21,Orrs Cove,,atlantic mackerel,mc,,100,,,
,4,21,Orrs Cove,,bluefish,bf,,50,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,56,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,61,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,62,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,65,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,56,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,56,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,60,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,58,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,52,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,57,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,57,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,58,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,49,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,61,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,65,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,50,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,48,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,61,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,65,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,62,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,65,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,59,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,58,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,62,,,
,4,25,Garrison Cove,,Atlantic herring,ah,,57,,,
,4,25,Garrison Cove,,green crab,gc,m,16,,,
,4,25,Garrison Cove,,green crab,gc,m,5,,,
,4,25,Garrison Cove,,green crab,gc,m,5,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,57,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,65,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,60,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,56,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,56,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,61,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,62,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,64,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,60,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,61,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,57,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,61,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,67,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,64,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,51,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,57,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,60,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,60,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,60,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,63,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,59,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,62,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,58,,,
,5,25,Garrison Cove,,Atlantic herring,ah,,59,,,
,5,25,Garrison Cove,,green crab,gc,m,20,,,
,5,25,Garrison Cove,,green crab,gc,f,10,,,
,5,25,Garrison Cove,,green crab,gc,f,5,,,
,5,25,Garrison Cove,,winter flounder,wf,,40,,,
,5,25,Garrison Cove,,sandlance ,sdl,,99,,,
,5,28,Stovers Point,,green crab,gc,m,5,,,
,5,28,Stovers Point,,Atlantic Silverside,asv,,125,,,
,5,22,Snow Island,,green crab,gc,f,34,,,
,5,22,Snow Island,,green crab,gc,f,35,,,
,5,22,Snow Island,,green crab,gc,m,49,,,
,5,22,Snow Island,,green crab,gc,m,40,,,
,5,22,Snow Island,,green crab,gc,m,50,,,
,5,22,Snow Island,,green crab,gc,f,30,,,
,5,22,Snow Island,,green crab,gc,m,40,,,
,5,22,Snow Island,,green crab,gc,m,90,,,
,5,22,Snow Island,,green crab,gc,f,42,,,
,5,22,Snow Island,,green crab,gc,m,40,,,
,5,22,Snow Island,,green crab,gc,f,39,,,
,5,22,Snow Island,,green crab,gc,m,30,,,
,5,22,Snow Island,,green crab,gc,m,59,,,
,5,22,Snow Island,,green crab,gc,f,38,,,
,5,22,Snow Island,,green crab,gc,m,20,,,
,5,22,Snow Island,,Atlantic Silverside,asv,,101,,,
,5,22,Snow Island,,Atlantic Silverside,asv,,115,,,
,5,22,Snow Island,,Atlantic Silverside,asv,,110,,,
,5,22,Snow Island,,Atlantic Silverside,asv,,90,,,
,5,22,Snow Island,,mummichog,mmg,,60,,,
,5,22,Snow Island,,mummichog,mmg,,60,,,
,5,21,Orrs Cove,,green crab,gc,f,74,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,90,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,104,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,86,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,105,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,115,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,107,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,115,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,120,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,65,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,109,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,107,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,98,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,97,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,90,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,110,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,80,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,70,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,112,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,95,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,85,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,101,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,50,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,89,,,
,5,21,Orrs Cove,,Atlantic Silverside,asv,,106,,,
,5,21,Orrs Cove,,bluefish,bf,,68,,,
,5,21,Orrs Cove,,bluefish,bf,,63,,,
,5,21,Orrs Cove,,bluefish,bf,,65,,,
,5,26,Long Point Cove,,green crab,gc,m,15,,,
,5,26,Long Point Cove,,green crab,gc,m,84,,,
,5,26,Long Point Cove,,green crab,gc,m,70,,,
,5,26,Long Point Cove,,green crab,gc,m,50,,,
,5,26,Long Point Cove,,green crab,gc,m,55,,,
,5,26,Long Point Cove,,green crab,gc,m,19,,,
,5,26,Long Point Cove,,Atlantic Herring,ah,,55,,,
,5,26,Long Point Cove,,Atlantic Herring,ah,,54,,,
,5,26,Long Point Cove,,Atlantic Herring,ah,,55,,,
,5,26,Long Point Cove,,Atlantic Herring,ah,,55,,,
,5,26,Long Point Cove,,Atlantic Herring,ah,,63,,,
,5,26,Long Point Cove,,Atlantic Herring,ah,,65,,,
,5,26,Long Point Cove,,Atlantic Herring,ah,,55,,,
,5,26,Long Point Cove,,Atlantic Herring,ah,,54,,,
,5,26,Long Point Cove,,Atlantic Herring,ah,,54,,,
,5,26,Long Point Cove,,Atlantic Herring,ah,,56,,,
,5,26,Long Point Cove,,atlantic herring,ah,,55,,,
,5,26,Long Point Cove,,atlantic herring,ah,,58,,,
,5,26,Long Point Cove,,atlantic herring,ah,,57,,,
,5,26,Long Point Cove,,atlantic herring,ah,,60,,,
,5,26,Long Point Cove,,atlantic herring,ah,,60,,,
,5,26,Long Point Cove,,atlantic herring,ah,,55,,,
,5,26,Long Point Cove,,atlantic herring,ah,,57,,,
,5,26,Long Point Cove,,atlantic herring,ah,,55,,,
,5,23,Lowell Cove,,bluefish,bf,,66,,,
,5,23,Lowell Cove,,bluefish,bf,,63,,,
,5,23,Lowell Cove,,bluefish,bf,,57,,,
,5,23,Lowell Cove,,bluefish,bf,,54,,,
,5,23,Lowell Cove,,bluefish,bf,,60,,,
,5,23,Lowell Cove,,bluefish,bf,,55,,,
,5,23,Lowell Cove,,atlantic tomcod,tom,,62,,,
,5,23,Lowell Cove,,atlantic tomcod,tom,,55,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,70,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,65,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,62,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,60,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,58,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,78,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,60,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,60,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,70,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,65,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,61,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,60,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,58,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,59,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,60,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,60,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,60,,,
,5,23,Lowell Cove,,Atlantic Herring,ah,,58,,,
,5,23,Lowell Cove,,green crab,gc,m,15,,,
,6,28,Stovers Point,,Atlantic Silverside,asv,,57,,,
,6,25,Garrison Cove,,green crab,gc,m,79,,,
,6,25,Garrison Cove,,sandlance ,sdl,,94,,,
,6,25,Garrison Cove,,bluefish,bf,,66,,,
,6,25,Garrison Cove,,bluefish,bf,,60,,,
,6,25,Garrison Cove,,bluefish,bf,,60,,,
,6,25,Garrison Cove,,bluefish,bf,,61,,,
,6,25,Garrison Cove,,Atlantic Herring,ah,,84,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,109,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,117,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,110,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,76,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,72,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,115,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,97,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,57,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,102,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,66,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,65,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,80,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,69,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,90,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,110,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,92,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,110,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,111,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,111,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,112,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,98,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,101,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,57,,,
,6,21,Orrs Cove,,Atlantic Silverside,asv,,112,,,
,6,21,Orrs Cove,,mummichog,mmg,,63,,,
,6,21,Orrs Cove,,mummichog,mmg,,58,,,
,6,22,Snow Island,,Atlantic Silverside,asv,,96,,,
,6,22,Snow Island,,Atlantic Silverside,asv,,81,,,
,6,22,Snow Island,,Atlantic Silverside,asv,,120,,,
,6,22,Snow Island,,Atlantic Silverside,asv,,95,,,
,6,22,Snow Island,,green crab,gc,f,44,,,
,6,22,Snow Island,,green crab,gc,f,44,,,
,6,22,Snow Island,,green crab,gc,m,60,,,
,6,22,Snow Island,,green crab,gc,m,65,,,
,6,22,Snow Island,,green crab,gc,f,40,,,
,6,22,Snow Island,,mummichog,mmg,,40,,,
,6,22,Snow Island,,mummichog,mmg,,39,,,
,6,22,Snow Island,,mummichog,mmg,,39,,,
,6,23,Lowell Cove,,green crab,gc,f,45,,,
,6,23,Lowell Cove,,green crab,gc,m,65,,,
,6,23,Lowell Cove,,green crab,gc,m,4,,,
,6,23,Lowell Cove,,green crab,gc,m,26,,,
,6,23,Lowell Cove,,green crab,gc,m,20,,,
,6,23,Lowell Cove,,atlantic herring,ah,,102,,,
,6,23,Lowell Cove,,bluefish,bf,,75,,,
,6,23,Lowell Cove,,mummichog,mmg,,65,,,
,6,26,Long Point Cove,,green crab,gc,m,35,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,80,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,83,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,111,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,100,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,75,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,95,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,77,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,110,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,130,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,81,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,80,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,83,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,85,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,80,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,75,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,71,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,100,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,100,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,82,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,74,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,92,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,90,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,80,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,65,,,
,7,21,Orrs Cove,,Atlantic Silverside,asv,,70,,,
,7,21,Orrs Cove,,bluefish,bf,,86,,,
,7,21,Orrs Cove,,white mullet,wm,,46,,,
,7,21,Orrs Cove,,white mullet,wm,,42,,,
,7,22,Snow Island,,green crab,gc,f,29,,,
,7,22,Snow Island,,green crab,gc,m,40,,,
,7,22,Snow Island,,green crab,gc,m,32,,,
,7,22,Snow Island,,green crab,gc,f,60,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,91,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,62,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,57,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,66,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,62,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,60,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,61,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,60,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,56,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,61,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,63,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,63,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,62,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,60,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,55,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,62,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,59,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,57,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,57,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,56,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,61,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,52,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,57,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,61,,,
,7,22,Snow Island,,Atlantic Silverside,asv,,68,,,
,7,22,Snow Island,,mummichog,mmg,,40,,,
,7,22,Snow Island,,mummichog,mmg,,39,,,
,7,22,Snow Island,,mummichog,mmg,,40,,,
,7,22,Snow Island,,mummichog,mmg,,42,,,
,7,22,Snow Island,,mummichog,mmg,,75,,,
,7,22,Snow Island,,mummichog,mmg,,72,,,
,7,22,Snow Island,,mummichog,mmg,,44,,,
,7,22,Snow Island,,mummichog,mmg,,43,,,
,7,22,Snow Island,,mummichog,mmg,,75,,,
,7,22,Snow Island,,mummichog,mmg,,48,,,
,7,22,Snow Island,,mummichog,mmg,,70,,,
,7,22,Snow Island,,mummichog,mmg,,73,,,
,7,22,Snow Island,,mummichog,mmg,,45,,,
,7,22,Snow Island,,mummichog,mmg,,40,,,
,7,22,Snow Island,,mummichog,mmg,,43,,,
,7,22,Snow Island,,mummichog,mmg,,45,,,
,7,22,Snow Island,,mummichog,mmg,,44,,,
,7,22,Snow Island,,mummichog,mmg,,43,,,
,7,22,Snow Island,,mummichog,mmg,,,,,
,7,28,Stovers Point,,green crab,gc,m,20,,,
,7,25,Garrison Cove,,green crab,gc,m,9,,,
,7,23,Lowell Cove,,green crab,gc,m,10,,,
,7,23,Lowell Cove,,green crab,gc,m,20,,,
,7,23,Lowell Cove,,bluefish,bf,,90,,,
,7,23,Lowell Cove,,bluefish,bf,,72,,,
,7,23,Lowell Cove,,bluefish,bf,,84,,,
,7,23,Lowell Cove,,bluefish,bf,,85,,,
,7,23,Lowell Cove,,bluefish,bf,,86,,,
,7,23,Lowell Cove,,bluefish,bf,,83,,,
,7,23,Lowell Cove,,bluefish,bf,,70,,,
,7,23,Lowell Cove,,bluefish,bf,,95,,,
,7,23,Lowell Cove,,bluefish,bf,,84,,,
,7,23,Lowell Cove,,bluefish,bf,,80,,,
,7,23,Lowell Cove,,bluefish,bf,,94,,,
,7,23,Lowell Cove,,Atlantic Herring,ah,,80,,,
,7,26,Long Point Cove,,green crab,gc,,65,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,68,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,61,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,59,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,60,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,57,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,58,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,113,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,75,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,58,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,113,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,75,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,74,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,16,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,60,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,64,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,62,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,55,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,70,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,58,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,64,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,67,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,66,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,65,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,65,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,69,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,59,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,57,,,
,7,26,Long Point Cove,,Atlantic Silverside,asv,,52,,,
,8,28,Stovers Point,,Atlantic Silverside,asv,,130,,,
,8,28,Stovers Point,,Atlantic Silverside,asv,,94,,,
,8,28,Stovers Point,,Atlantic Silverside,asv,,115,,,
,8,28,Stovers Point,,Atlantic Silverside,asv,,135,,,
,8,28,Stovers Point,,Atlantic Silverside,asv,,65,,,
,8,28,Stovers Point,,Atlantic Silverside,asv,,120,,,
,8,28,Stovers Point,,Atlantic Silverside,asv,,100,,,
,8,28,Stovers Point,,Atlantic Silverside,asv,,61,,,
,8,28,Stovers Point,,Atlantic Silverside,asv,,99,,,
,8,28,Stovers Point,,Atlantic Silverside,asv,,124,,,
,8,28,Stovers Point,,Atlantic Silverside,asv,,59,,,
,8,28,Stovers Point,,mummichog,mmg,,45,,,
,8,25,Garrison Cove,,winter flounder,wf,,43,,,
,8,25,Garrison Cove,,green crab,gc,m,5,,,
,8,25,Garrison Cove,,green crab,gc,m,5,,,
,8,26,Long Point Cove,,mummichog,mmg,,62,,,
,8,26,Long Point Cove,,green crab,gc,m,46,,,
,8,26,Long Point Cove,,green crab,gc,m,60,,,
,8,26,Long Point Cove,,green crab,gc,m,72,,,
,8,26,Long Point Cove,,green crab,gc,f,56,,,
,8,26,Long Point Cove,,grubby sculpin ,gs,,77,,,
,8,26,Long Point Cove,,winter flounder,wf,,79,,,
,8,23,Lowell Cove,,Atlantic Herring,ah,,75,,,
,8,23,Lowell Cove,,Atlantic Herring,ah,,70,,,
,8,23,Lowell Cove,,Atlantic Herring,ah,,82,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,86,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,80,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,75,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,62,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,68,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,82,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,77,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,70,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,77,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,70,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,72,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,76,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,65,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,70,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,71,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,91,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,88,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,62,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,63,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,84,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,62,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,71,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,70,,,
,8,21,Orrs Cove,,Atlantic Silverside,asv,,65,,,
,8,22,Snow Island,,White mullet,wm,,62,,,
,8,22,Snow Island,,White mullet,wm,,63,,,
,8,22,Snow Island,,White mullet,wm,,60,,,
,8,22,Snow Island,,White mullet,wm,,57,,,
,8,22,Snow Island,,White mullet,wm,,53,,,
,8,22,Snow Island,,White mullet,wm,,57,,,
,8,22,Snow Island,,White mullet,wm,,53,,,
,8,22,Snow Island,,White mullet,wm,,60,,,
,8,22,Snow Island,,White mullet,wm,,62,,,
,8,22,Snow Island,,White mullet,wm,,55,,,
,8,22,Snow Island,,White mullet,wm,,59,,,
,8,22,Snow Island,,White mullet,wm,,56,,,
,8,22,Snow Island,,White mullet,wm,,55,,,
,8,22,Snow Island,,White mullet,wm,,59,,,
,8,22,Snow Island,,White mullet,wm,,57,,,
,8,22,Snow Island,,White mullet,wm,,59,,,
,8,22,Snow Island,,White mullet,wm,,45,,,
,8,22,Snow Island,,White mullet,wm,,60,,,
,8,22,Snow Island,,White mullet,wm,,60,,,
,8,22,Snow Island,,White mullet,wm,,46,,,
,8,22,Snow Island,,White mullet,wm,,54,,,
,8,22,Snow Island,,White mullet,wm,,60,,,
,8,22,Snow Island,,White mullet,wm,,60,,,
,8,22,Snow Island,,White mullet,wm,,55,,,
,8,22,Snow Island,,White mullet,wm,,57,,,
,8,22,Snow Island,,green crab,gc,m,50,,,
,8,22,Snow Island,,green crab,gc,f,70,,,
,8,22,Snow Island,,Atlantic Silverside,asv,,70,,,
,8,22,Snow Island,,Atlantic Silverside,asv,,55,,,
,8,22,Snow Island,,Atlantic Silverside,asv,,60,,,
,8,22,Snow Island,,mummichog,mmg,,46,,,
,8,22,Snow Island,,mummichog,mmg,,45,,,
,8,22,Snow Island,,mummichog,mmg,,40,,,
,8,22,Snow Island,,mummichog,mmg,,39,,,
,8,22,Snow Island,,mummichog,mmg,,42,,,
,8,22,Snow Island,,mummichog,mmg,,40,,,
,8,22,Snow Island,,mummichog,mmg,,38,,,
,8,22,Snow Island,,mummichog,mmg,,42,,,
,8,22,Snow Island,,mummichog,mmg,,40,,,
,8,22,Snow Island,,mummichog,mmg,,39,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,77,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,88,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,90,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,95,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,105,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,73,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,83,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,103,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,80,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,99,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,79,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,80,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,70,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,81,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,90,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,95,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,82,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,91,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,75,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,79,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,92,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,75,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,90,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,86,,,
,9,26,Long Point Cove,,Atlantic Silverside,asv,,79,,,
,9,26,Long Point Cove,,Atlantic Herring,ah,,66,,,
,9,26,Long Point Cove,,Atlantic Herring,ah,,65,,,
,9,26,Long Point Cove,,green crab,gc,F,45,,,
,9,26,Long Point Cove,,green crab,gc,M,50,,,
,9,26,Long Point Cove,,green crab,gc,M,35,,,
,9,26,Long Point Cove,,green crab,gc,F,40,,,
,9,26,Long Point Cove,,mummichog,mmg,,71,,,
