date,Site,Oyster_ID,Oyster_length_mm,Oyster_width_mm,Whole oyster_weight_g,Wet_shell_weight_g,Wet_meat_weight_g,Dry_shell_weight_g,Dry_meat_weight_g,notes
2/7/2024,Dogs Head,DH_27E,75.01,48.25,41.286,27.918,14.368,23.653,1.37,
2/7/2024,Snow Island,SI_27A,83.27,55.94,66.791,47.704,18.429,42.405,1.304,
2/7/2024,Snow Island,SI_27B,91.13,59.81,72.301,52.753,18.178,45.088,1.76,
2/7/2024,Snow Island,SI_27C,86.65,57.49,68.363,50.809,16.919,44.412,1.266,
2/7/2024,Snow Island,SI_27D,87.82,61.99,84.106,64.006,20.979,55.66,1.518,
2/7/2024,Snow Island,SI_27E,84.33,58.99,60.584,43.6,17.093,38.603,1.394,
2/15/2024,Dogs Head,DH_28A,76.14,57.5,65.637,47.442,18.181,41.518,2.768,
2/15/2024,Dogs Head,DH_28B,84.23,65.04,92.056,68.424,21.514,62.016,3.844,
2/15/2024,Dogs Head,DH_28C,73.46,56.14,50.609,34.289,17.155,29.906,2.214,
2/15/2024,Dogs Head,DH_28D,71.46,49,46.991,34.345,14.396,30.211,1.7,
2/15/2024,Dogs Head,DH_28E,74.82,51.15,54.475,38.416,15.224,32.879,2.032,
2/15/2024,Snow Island,SI_28A,71.63,48.67,62.059,46.429,13.47,39.74,1.152,
2/15/2024,Snow Island,SI_28B,81.98,54.55,71.3,50.839,20.643,42.542,1.565,
2/15/2024,Snow Island,SI_28C,82.5,49.84,53.791,39.662,13.092,30.953,0.981,
2/15/2024,Snow Island,SI_28D,77.57,52.09,53.463,37.392,16.57,29.395,1.27,
2/15/2024,Snow Island,SI_28E,82.65,52.77,63.985,45.716,13.39,39.694,1.127,
2/22/2024,Dogs Head,DH_29A,82.76,61.65,79.984,56.696,20.174,54.732,5.434,
2/22/2024,Dogs Head,DH_29B,87.58,50.94,71.474,51.934,15.579,50.414,4.93,
2/22/2024,Dogs Head,DH_29C,78.03,49.53,51.217,35.035,12.593,33.534,3.763,
2/22/2024,Dogs Head,DH_29D,71.51,53.86,55.348,40.884,13.178,39.781,4.067,
2/22/2024,Dogs Head,DH_29E,76,46.43,40.533,27.393,12.355,26.97,4.106,
2/22/2024,Snow Island,SI_29A,88.52,60.37,77.243,55.402,19.373,52.054,5.156,
2/22/2024,Snow Island,SI_29B,100.5,62.1,93.245,66.795,22.683,60.612,5.597,
2/22/2024,Snow Island,SI_29C,89.34,60.56,75.248,55.051,17.716,50.538,4.514,
2/22/2024,Snow Island,SI_29D,70.71,55.01,62.679,45.91,13.585,45.27,3.275,
2/22/2024,Snow Island,SI_29E,79.56,55.25,64.956,47.045,14.811,44.919,3.858,
2/28/2024,Dogs Head,DH_30A,80.38,58.29,86.484,64.031,23.158,59.482,5.874,
2/28/2024,Dogs Head,DH_30B,74.87,54.8,73.379,53.674,19.608,50.461,4.598,
2/28/2024,Dogs Head,DH_30C,69.62,55,57.156,39.582,16.934,36.166,4.912,
2/28/2024,Dogs Head,DH_30D,73.22,61.2,50.654,35.027,17.367,32.474,4.696,
2/28/2024,Dogs Head,DH_30E,77.38,54.05,62.319,46.075,15.426,43.518,4.245,
2/28/2024,Snow Island,SI_30A,89.43,60.02,82.112,64.495,19.002,57.679,4.821,
2/28/2024,Snow Island,SI_30B,69.85,56.01,49.072,36.987,13.45,32.333,3.208,
2/28/2024,Snow Island,SI_30C,88.39,59.34,65.441,47.595,18.896,43.82,3.905,
2/28/2024,Snow Island,SI_30D,74.13,59.74,67.125,48.432,17.496,43.979,4.119,
2/28/2024,Snow Island,SI_30E,84.78,56.26,60.812,41.791,19.765,37.397,4.694,
3/6/2024,Dogs Head,DH_31A,75.21,51.67,56.468,41.168,10.553,38.95,1.044,
3/6/2024,Dogs Head,DH_31B,72.89,49.59,45.838,33.995,11.034,30.949,1.112,
3/6/2024,Dogs Head,DH_31C,73.77,52.2,56.419,40.08,15.255,37.249,1.581,
3/6/2024,Dogs Head,DH_31D,69.15,49.9,48.856,35.437,11.5,33.211,1.137,
3/6/2024,Dogs Head,DH_31E,87.88,55.15,65.148,46.459,13.714,42.696,1.524,
3/6/2024,Snow Island,SI_31A,76.26,52.69,61.009,40.638,17.014,38.16,1.041,
3/6/2024,Snow Island,SI_31B,75.55,53.12,63.629,47.313,14.262,42.722,1.44,
3/6/2024,Snow Island,SI_31C,78.18,55.21,60.083,46.046,12.407,41.859,1.406,
3/6/2024,Snow Island,SI_31D,78.86,62.15,66.477,47.155,16.872,42.071,2.2,
3/6/2024,Snow Island,SI_31E,86.39,60.4,62.025,40.977,20.046,36.348,2.13,
3/13/2024,Dogs Head,DH_32A,76.64,55.18,53.583,36.116,14.283,35.111,4.115,
3/13/2024,Dogs Head,DH_32B,76.46,53.16,57.173,40.566,15.77,38.493,3.793,
3/13/2024,Dogs Head,DH_32C,76.3,54.29,52.111,35.058,13.902,33.062,4.424,
3/13/2024,Dogs Head,DH_32D,80.56,55.78,63.135,44.773,10.78,43.385,4.037,
3/13/2024,Dogs Head,DH_32E,83.58,54.29,56.8,42.955,12.34,40.22,4.059,
3/13/2024,Snow Island,SI_32A,82.29,48.55,55.683,37.539,16.19,34.55,3.735,
3/13/2024,Snow Island,SI_32B,87.07,55.97,73.509,56.649,15.78,54.006,4.391,
3/13/2024,Snow Island,SI_32C,89.06,59.01,74.272,70.159,15.412,66.777,3.785,wet meat + wet shell weight cannot be more than whole wet weight
3/13/2024,Snow Island,SI_32D,78.88,57.04,75.285,55.348,13.561,50.994,3.355,
3/13/2024,Snow Island,SI_32E,76.71,56.43,63.618,46.081,11.72,43.534,3.741,
3/20/2024,Dogs Head,DH_33A,78.48,60.23,62.145,40.31,20.05,37.097,2.828,
3/20/2024,Dogs Head,DH_33B,81.54,51.12,47.984,30.344,16.263,27.672,1.841,
3/20/2024,Dogs Head,DH_33C,81.65,51.94,46.495,30.042,15.831,27.781,1.846,
3/20/2024,Dogs Head,DH_33D,70.24,58.65,46.334,30.678,14.741,28.464,1.772,
3/20/2024,Dogs Head,DH_33E,84.54,58.5,54.275,35.741,16.159,32.589,3.394,
3/20/2024,Snow Island,SI_33A,78.86,55.31,64.691,50.097,14.248,45.476,0.845,
3/20/2024,Snow Island,SI_33B,87.31,62.61,81.884,59.509,19.869,53.369,2.883,
3/20/2024,Snow Island,SI_33C,74.94,52.34,56.525,42.616,9.731,39.583,0.987,
3/20/2024,Snow Island,SI_33D,72.15,56.68,60.082,45.929,12.107,40.189,1.101,
3/20/2024,Snow Island,SI_33E,89.31,66.77,77.205,57.411,16.618,49.601,2.185,
3/27/2024,Dogs Head,DH_34A,76.22,56.94,60.839,43.7,15.703,38.798,1.353,
3/27/2024,Dogs Head,DH_34B,67.9,52.88,46.63,30.094,15.667,27.978,1.701,
3/27/2024,Dogs Head,DH_34C,84.62,50.4,56.456,39.34,13.87,35.701,1.168,
3/27/2024,Dogs Head,DH_34D,79.08,55.71,61.3,41.694,18.674,38.404,2.961,
3/27/2024,Dogs Head,DH_34E,72.53,52.83,61.437,45.013,14.351,41.79,1.084,
3/27/2024,Snow Island,SI_34A,75.7,51.23,61.068,44.325,14.361,40.655,1.263,
3/27/2024,Snow Island,SI_34B,78.75,54.15,57.662,41.461,15.074,36.321,1.518,
3/27/2024,Snow Island,SI_34C,80.13,57.32,61.994,45.223,13.096,40.378,1.014,
3/27/2024,Snow Island,SI_34D,87.67,65.25,77.844,60.236,14.969,54.413,1.728,
3/27/2024,Snow Island,SI_34E,81.74,56.93,68.186,49.505,17.29,46.056,2.277,
4/3/2024,Dogs Head,DH_35A,97.85,53.95,69.838,42.358,25.645,39.643,3.086,
4/3/2024,Dogs Head,DH_35B,96.46,56.19,64.26,41.519,19.466,39.725,2.916,
4/3/2024,Dogs Head,DH_35C,90.17,62.25,73.024,48.89,22.599,46.246,2.58,
4/3/2024,Dogs Head,DH_35D,98.79,64.09,80.717,54.42,21.473,51.923,3.27,
4/3/2024,Dogs Head,DH_35E,104.06,57.91,86.12,54.733,28.663,50.323,4.244,
4/3/2024,Snow Island,SI_35A,78.7,62.87,68.865,50.559,16.751,44.76,1.803,
4/3/2024,Snow Island,SI_35B,83.52,69.49,76.812,54.305,20.505,47.641,2.502,
4/3/2024,Snow Island,SI_35C,82.72,58.25,71.94,51.99,17.53,46.745,1.813,
4/3/2024,Snow Island,SI_35D,81.99,59.78,75.681,58.756,15.222,55.46,1.527,
4/3/2024,Snow Island,SI_35E,80.97,50.8,63.084,44.39,15.247,39.045,1.501,
4/10/2024,Dogs Head,DH_36A,85.13,61.12,76.273,53.775,18.874,42.82,4.912,
4/10/2024,Dogs Head,DH_36B,86.35,49.6,64.846,45.813,17.67,43.23,4.842,
4/10/2024,Dogs Head,DH_36C,79.31,52.51,52.609,37.488,14.093,36.574,2.967,
4/10/2024,Dogs Head,DH_36D,68.7,49.67,47.104,33.282,13.319,32.051,3.481,
4/10/2024,Dogs Head,DH_36E,72.72,51.32,50.47,38.381,10.571,38.708,3.683,
4/10/2024,Snow Island,SI_36A,79.58,55.06,57.514,42.314,14.403,39.58,3.896,
4/10/2024,Snow Island,SI_36B,78.14,57.97,54.099,38.214,14.263,36.701,4.125,
4/10/2024,Snow Island,SI_36C,77.29,49.76,64.798,47.055,16.235,44.529,3.732,
4/10/2024,Snow Island,SI_36D,76.54,43.99,55.463,41.816,11.775,39.788,3.277,
4/10/2024,Snow Island,SI_36E,81.07,51.14,53.605,34.943,15.387,33.983,3.603,
4/22/2024,Dogs Head,DH_37A,101.88,58.38,71.2,50.132,19.987,43.23,2.224,
4/22/2024,Dogs Head,DH_37B,72.49,54.4,46.177,30.701,13.718,27.566,1.674,
4/22/2024,Dogs Head,DH_37C,72.91,52.14,54.87,36.827,16.864,33.511,2.04,
4/22/2024,Dogs Head,DH_37D,75.35,55.49,51.531,33.247,14.805,29.767,1.276,
4/22/2024,Dogs Head,DH_37E,78.2,47.13,49.9,31.578,17.228,28.913,1.983,
4/22/2024,Snow Island,SI_37A,78.3,58.01,57.521,39.575,16.62,33.733,1.652,
4/22/2024,Snow Island,SI_37B,77.3,51.22,75.288,56.257,14.69,49.526,1.238,
4/22/2024,Snow Island,SI_37C,75.87,56.6,57.044,40.563,15.855,35.684,21.846,dry meat weight cannot be more than wet meat weight
4/22/2024,Snow Island,SI_37D,68.04,41.21,35.622,24.117,9.182,20.885,0.429,
4/22/2024,Snow Island,SI_37E,67.43,39.76,33.588,24.112,6.761,19.148,0.516,
5/1/2024,Dogs Head,DH_38,82.03,59.94,69.502,48.57,19.94,43.97,2.449,
5/1/2024,Dogs Head,DH_38,93.11,65.75,95.152,71.499,21.796,66.025,2.334,
5/1/2024,Dogs Head,DH_38,85.36,59.92,80.95,59.204,23.9,53.238,3.014,
5/1/2024,Dogs Head,DH_38,85.97,62.62,77.328,56.53,17.624,51.961,1.392,
5/1/2024,Dogs Head,DH_38,80.3,62.37,69.283,51.11,18.173,47.337,2.346,
5/1/2024,Snow Island,SI_38,80.56,55.73,56.34,37.312,16.239,31.696,1.962,
5/1/2024,Snow Island,SI_38,90.72,59.33,77.664,54.847,20.729,49.563,3.005,
5/1/2024,Snow Island,SI_38,74.14,52.83,63.281,47.766,11.533,43.263,1.149,
5/1/2024,Snow Island,SI_38,67.22,54.02,50.798,35.897,13.201,30.647,1.446,
5/1/2024,Snow Island,SI_38,88.27,54.41,59.33,42.67,14.934,36.567,1.94,
5/8/2024,Dogs Head,DH_39A,73.99,50.37,46.132,30.136,13.448,27.348,1.177,
5/8/2024,Dogs Head,DH_39B,71.71,48.73,44.581,31.046,10.456,28.756,1.112,
5/8/2024,Dogs Head,DH_39C,73.04,53.93,44.497,30.89,10.475,28.654,1.482,
5/8/2024,Dogs Head,DH_39D,64.96,48.7,44.691,31.557,9.76,29.487,0.711,
5/8/2024,Dogs Head,DH_39E,74.52,46.94,35.035,23.993,9.733,21.724,1.427,
5/8/2024,Snow Island,SI_39A,72.58,44.75,54.006,37.637,11.782,34.99,1.124,
5/8/2024,Snow Island,SI_39B,80.2,48.2,55.51,43.875,9.578,40.592,1.204,
5/8/2024,Snow Island,SI_39C,69.9,49.2,48.423,33.496,10.783,30.501,1.339,
5/8/2024,Snow Island,SI_39D,70.03,50.66,46.448,32.981,10.166,30.666,1.345,
5/8/2024,Snow Island,SI_39E,72.83,49.21,56.332,42.102,12.348,38.063,1.005,
5/23/2024,Dogs Head,DH_40A,96.54,67.05,104.383,74.985,28.346,69.592,3.635,
5/23/2024,Dogs Head,DH_40B,84.91,63.46,89.704,65.211,23.448,58.917,2.48,
5/23/2024,Dogs Head,DH_40C,98.22,62.86,87.949,66.755,18.321,60.63,1.9,
5/23/2024,Dogs Head,DH_40D,98.5,65.93,107.5,79.101,25.4,72.938,3.065,
5/23/2024,Dogs Head,DH_40E,103.12,68.2,108.21,85.402,31.256,78.437,3.711,
5/23/2024,Snow Island,SI_40,84.35,56.4,71.961,49.899,17.863,43.413,2.085,
5/23/2024,Snow Island,SI_40,89.6,62.78,87.922,65.266,20.357,59.851,3.086,
5/23/2024,Snow Island,SI_40,84.55,54.53,62.915,45.773,10.738,41.872,1.165,
5/23/2024,Snow Island,SI_40,72.05,53.96,62.462,46.068,13.714,42.626,1.183,
5/23/2024,Snow Island,SI_40,88.49,57,72.575,50.747,16.766,46.563,2.35,
6/4/2024,Dogs Head,DH_41A,90.28,48.02,50.75,34.717,8.879,30.663,0.984,
6/4/2024,Dogs Head,DH_41B,68.35,50.4,39.877,25.961,10.631,23.159,1.513,
6/4/2024,Dogs Head,DH_41C,76.08,57.92,53.999,36.589,10.626,32.83,2.039,
6/4/2024,Dogs Head,DH_41D,80.55,25.27,44.38,30.685,8.495,26.46,1.305,
6/4/2024,Dogs Head,DH_41E,71.46,57.15,39.92,28.886,9.809,24.942,1.532,
6/4/2024,Snow Island,SI_41A,82.94,65.86,70.06,48.29,15.5,44.737,2.586,
6/4/2024,Snow Island,SI_41B,84.19,66.06,59.25,43.71,8.12,39.177,0.792,
6/4/2024,Snow Island,SI_41C,93.35,63.89,87.288,62.01,23.55,55.024,3.534,
6/4/2024,Snow Island,SI_41D,89.02,63.65,78.379,54.15,17.38,49.284,2.118,
6/4/2024,Snow Island,SI_41E,80.75,62.74,64.598,41.96,16.15,37.313,2.071,
6/10/2024,Snow Island,SI_41 A,78.55,68.22,86.43,63.52,14.96,57.723,2.43,
6/10/2024,Snow Island,SI_41 B,89.31,59.81,84.61,62.04,17.4,56.237,2.816,
6/10/2024,Snow Island,SI_41 C,88.37,64.15,73.35,50.38,18.79,45.192,2.765,
6/10/2024,Snow Island,SI_41 D,71.96,57.51,81.31,58.58,19.91,52.347,2.782,
6/10/2024,Snow Island,SI_41 E,82.98,41.15,48.32,33.49,9.35,26.276,1.107,
6/10/2024,Dogs Head,DH_42A,77.55,53.34,46.05,30.49,9.53,28.637,1.45,
6/10/2024,Dogs Head,DH_42B,81.6,56.09,60.01,45.32,7.23,40.33,1.217,
6/10/2024,Dogs Head,DH_42C,77.42,49.31,43.74,28.61,10.91,26.072,1.163,
6/10/2024,Dogs Head,DH_42D,72.31,57.21,51.31,31.88,11.1,29.556,1.667,
6/10/2024,Dogs Head,DH_42E,78.55,49.35,35.52,23.5,8.98,19.928,0.844,
6/17/2024,Snow Island,SI_42 A,72.47,58.36,60.627,43.534,9.997,40.062,1.396,
6/17/2024,Snow Island,SI_42 B,86.12,56.34,65.469,45.294,12.706,41.137,2.095,
6/17/2024,Snow Island,SI_42 C,77.54,51.77,50.449,36.647,10.48,33.302,1.338,
6/17/2024,Snow Island,SI_42 D,88.4,74.03,110.376,76.444,26.86,69.775,4.804,
6/17/2024,Snow Island,SI_42 E,93.39,68.89,109.095,75.137,27.823,66.907,4.76,
6/17/2024,Dogs Head,DH_43A,72.8,54.67,39.99,26.402,11.204,23.659,1.339,
6/17/2024,Dogs Head,DH_43B,75.33,52.73,49.919,31.822,10.5,28.746,1.572,
6/17/2024,Dogs Head,DH_43C,65.18,53.56,31.603,22.448,7.813,18.827,1.056,
6/17/2024,Dogs Head,DH_43D,64.41,41.46,25.65,17.73,6.07,15.158,0.51,
6/17/2024,Dogs Head,DH_43E,71.97,52.12,41.439,28.552,8.54,24.654,1.003,
7/3/2024,Snow Island,SI_43A,79.91,63.5,78.53,58.76,12.81,52.62,1.736,More than 48 hours
7/3/2024,Snow Island,SI_43B,77.45,52.66,67.37,49.03,13.3,39.954,1.16,More than 48 hours
7/3/2024,Snow Island,SI_43C,81.72,60.15,67.88,51.8,11.23,43.966,1.575,More than 48 hours
7/3/2024,Snow Island,SI_43D,79.49,51.56,52.7,38.97,9.12,32.888,1.356,More than 48 hours
7/3/2024,Snow Island,SI_43E,97.29,61.64,102.27,72.69,22.11,62.929,3.026,More than 48 hours
7/3/2024,Dogs Head,DH_44A,71.8,43.5,38.3,25.1,10.5,21.194,0.869,More than 48 hours
7/3/2024,Dogs Head,DH_44B,67.33,55,52.32,39.66,10.46,32.636,0.953,More than 48 hours
7/3/2024,Dogs Head,DH_44C,70.41,54.2,57.9,43.11,13.78,36.005,1.372,More than 48 hours
7/3/2024,Dogs Head,DH_44D,72.8,53.19,45.7,31.06,13.48,25.335,1.198,
7/3/2024,Dogs Head,DH_44E,71.8,43.19,33.89,24.14,,20.215,0.965,
7/8/2024,Snow Island,SI_44A,77.22,58.8,65.144,48.172,11.819,42.81,1.39,
7/8/2024,Snow Island,SI_44B,80.02,60.75,76.955,54.073,17.175,46.73,2.5,
7/8/2024,Snow Island,SI_44C,84.45,56.92,82.308,60.359,16.708,53.73,3.12,
7/8/2024,Snow Island,SI_44D,82.83,55.05,68.142,48.727,15.702,41.21,2.22,
7/8/2024,Snow Island,SI_44E,94.5,62.38,88.265,62.94,21.038,54.43,2.98,
7/8/2024,Dogs Head,DH_45A,65.55,53.35,48.275,33.564,13.082,31.12,2.08,
7/8/2024,Dogs Head,DH_45B,70.2,47.94,39.44,26.757,9.453,24.01,0.98,
7/8/2024,Dogs Head,DH_45C,73.41,41.53,35.492,22.99,10.713,21.16,1.45,
7/8/2024,Dogs Head,DH_45D,64.3,45.87,39.642,29.815,7.067,26,1.12,
7/8/2024,Dogs Head,DH_45E,83.17,46.4,43.397,30.899,9.431,28.23,1.67,
7/17/2024,Snow Island,SI_45A,108.99,56.97,104.41,79.35,20.72,71.65,2.86,
7/17/2024,Snow Island,SI_45B,86.22,55.14,79.88,58.19,18.75,50.12,1.27,
7/17/2024,Snow Island,SI_45C,78.85,50.21,62.11,46.49,12.67,40.85,2,
7/17/2024,Snow Island,SI_45D,88.36,58.75,85.7,63.13,21.08,56.73,2.71,
7/17/2024,Snow Island,SI_45E,72.34,55.13,62.21,46.62,13.95,41.12,1.48,
7/17/2024,Dogs Head,DH_46A,62.3,45.09,29.06,19.47,8.2,17.42,1.06,
7/17/2024,Dogs Head,DH_46B,63.08,37.97,23.43,15.12,7.11,13.6,0.68,
7/17/2024,Dogs Head,DH_46C,62.5,37.27,33.03,24.49,6.98,22.6,0.998,
7/17/2024,Dogs Head,DH_46D,61.45,44.48,28.99,20.2,8.22,18.39,0.75,
7/17/2024,Dogs Head,DH_46E,71.79,44.43,34.62,23.14,10.28,21.498,0.991,
7/24/2024,Snow Island,SI_46A,101.45,62.57,84.721,59.739,17.149,53.236,1.781,
7/24/2024,Snow Island,SI_46B,78.15,65.86,74.217,54.906,15.729,51.108,0.856,
7/24/2024,Snow Island,SI_46C,83.44,57.04,81.038,56.227,18.512,49.594,2.609,
7/24/2024,Snow Island,SI_46D,65.95,48.59,29.096,51.501,,16.777,,Dead- No substitues
7/24/2024,Snow Island,SI_46E,132.34,75.1,58.167,107.73,26.329,97.92,3.063,whole weight cannot be less than wet shell weight
7/24/2024,Dogs Head,DH_47A,71.03,44.05,26.763,17.63,6.778,16.522,0.738,
7/24/2024,Dogs Head,DH_47B,67.98,44.5,30.814,21.114,6.305,19.81,0.672,
7/24/2024,Dogs Head,DH_47C,73.48,45.02,30.531,21.057,7.06,19.628,0.73,
7/24/2024,Dogs Head,DH_47D,74.34,44.83,35.272,20.486,7.278,18.398,0.61,
7/24/2024,Dogs Head,DH_47E,63.58,44.59,36.216,25.43,7.286,23.328,1.035,
8/2/2024,Snow Island,SI_47A,75.25,50.52,73.695,56.83,15.104,52.027,1.547,
8/2/2024,Snow Island,SI_47B,101.68,67.49,123.523,93.04,26.001,86.061,3.222,
8/2/2024,Snow Island,SI_47C,91.21,57.82,97.07,70.636,25.185,60.128,3.031,
8/2/2024,Snow Island,SI_47D,100.15,66.52,123.595,93.75,26.529,79.415,1.358,
8/2/2024,Snow Island,SI_47E,78.14,61.23,74.426,54.107,18.192,45.387,1.766,
8/2/2024,Dogs Head,DH_48A,61.78,61.66,50.159,35.627,9.187,29.69,1.065,
8/2/2024,Dogs Head,DH_48B,73.03,15.86,67.267,49.333,11.666,43.766,0.986,
8/2/2024,Dogs Head,DH_48C,61.67,44.13,49.961,35.586,9.579,28.742,0.825,
8/2/2024,Dogs Head,DH_48D,75.92,53.52,47.173,32.062,13.54,26.855,1.783,
8/2/2024,Dogs Head,DH_48E,79.62,52.53,47.84,32.6,14.049,27.405,1.683,
8/8/2024,Snow Island,SI_48A,69.61,60.37,73.353,51.433,13.626,45.216,1.268,
8/8/2024,Snow Island,SI_48B,107.9,70.08,148.462,108.617,33.079,96.968,4.731,
8/8/2024,Snow Island,SI_48C,85.84,64,85.223,64.734,16.667,56.889,1.951,
8/8/2024,Snow Island,SI_48D,81.74,56.12,58.678,42.674,13.317,36.83,1.521,
8/8/2024,Snow Island,SI_48E,86.08,64.72,86.95,62.514,19.597,54.37,3.272,
8/8/2024,Dogs Head,DH_49A,72.66,47.79,42.47,27.788,13.618,25.676,0.994,
8/8/2024,Dogs Head,DH_49B,79.81,49.73,40.033,26.538,9.994,23.305,1.125,
8/8/2024,Dogs Head,DH_49C,72.27,46.12,38.02,27.837,9.75,24.9,0.757,
8/8/2024,Dogs Head,DH_49D,70.32,52.17,41.808,28.008,9.708,25.228,0.679,
8/8/2024,Dogs Head,DH_49E,85.26,52.94,44.853,29.629,13.334,25.999,1.2555,
