"date","site_name","bay_location","week","month","year","green.crab","tomcod","winter.flounder","sandlance","mummichog","atlantic.silverside","atlantic.herring","do_mg.l","salinity_ppt","temp_degc","TideHT.m","numeric.tide","shannon","simpson","substrate","weather","set_time"
2015-09-10,"Great Diamond Island","Outer",37,9,2015,1,0,1,0,0,21,0,8.3,34.39,16.5,2.694,0.972255729794934,0.355712859746894,0.162570888468809,"sand/gravel","mostly cloudy",2015-09-10 10:40:00
2015-09-10,"Mackworth Island - Beach","Mid",37,9,2015,2,0,0,0,25,736,0,1.4,29.94,19,1.704,0.574185765983112,0.172123342350712,0.070875935418437,"sand/shell","mostly cloudy",2015-09-10 12:50:00
2015-09-10,"Presumpscot Moorings","Inner",37,9,2015,15,0,0,0,250,1,0,6.6,22.49,21.1,2.208,0.776839565741858,0.283627738558563,0.126615059033192,"mud/gravel","mostly cloudy",2015-09-10 12:00:00
2015-09-10,"SMCC","Outer",37,9,2015,2,0,0,0,0,31,0,8.4,33.35,17.6,2.728,0.9871065604854,0.228631873582861,0.11386593204775,"sand/gravel","mostly cloudy",2015-09-10 09:40:00
2015-09-10,"The Brothers - North","Mid",37,9,2015,1,0,1,0,2,25,0,9.4,34.5,19.5,1.14766666666667,0.350489210561587,0.544599623682167,0.249702734839477,"gravel/shell","mostly cloudy",2015-09-10 13:40:00
2015-09-16,"Alewife Cove","Outer",38,9,2015,0,0,2,89,0,0,0,NA,NA,16.3,0.71,0.199924698795181,0.105640481601682,0.0429899770559112,"sand/gravel","sunny",2015-09-16 09:30:00
2015-09-16,"Back Cove","Mid",38,9,2015,0,0,0,1,0,26,0,NA,NA,NA,2.3075,0.801393072289156,0.158410570131791,0.0713305898491086,"mud/gravel","sunny",2015-09-16 11:55:00
2015-09-16,"Cushing Island","Outer",38,9,2015,2,0,8,2,0,10,0,NA,NA,NA,1.42566666666667,0.469377510040161,1.5193826646423,0.733727810650888,"sand/mud","sunny",2015-09-16 10:35:00
2015-09-16,"Mackworth Island - North","Mid",38,9,2015,6,2,3,0,0,1,0,NA,NA,NA,2.63566666666667,0.924949799196787,1.46147212930402,0.7421875,"sand/mud/gravel","sunny",2015-09-16 12:40:00
2015-09-16,"Mussel Cove","Mid",38,9,2015,0,0,0,0,0,61,0,NA,NA,NA,2.814,0.992093373493976,0,0,"mud","sunny",2015-09-16 13:21:00
2015-09-16,"Skitterygusset","Inner",38,9,2015,10,0,0,0,0,212,0,NA,NA,NA,1.842,0.626129518072289,0.183658727996572,0.0860319779238699,"mud","sunny",2015-09-16 11:10:00
2015-09-24,"Audubon","Inner",39,9,2015,4,0,2,0,30,106,0,10.2,29.57,17.5,NA,NA,0.707292288366449,0.397143423923825,"sand/mud","sunny",NA
2015-09-24,"Great Diamond Island","Outer",39,9,2015,0,0,1,0,1,1,0,12,34.74,17.4,NA,NA,1.6094379124341,0.8,"sand/gravel","sunny",NA
2015-09-24,"Mackworth Island - Beach","Mid",39,9,2015,23,0,4,0,159,1103,0,10.4,31.1,16.9,NA,NA,0.492073324106441,0.254543010930106,"sand/shell","sunny",NA
2015-09-24,"Presumpscot Moorings","Inner",39,9,2015,1,0,0,0,24,0,0,9.4,11.4,18.6,NA,NA,0.324508386931071,0.144970414201183,"mud/gravel","partly cloudy",NA
2015-09-24,"SMCC","Outer",39,9,2015,3,0,2,1,1,202,0,9.7,33.71,16.3,NA,NA,0.189452883054918,0.0655204780110344,"sand/gravel","mostly cloudy",NA
2015-09-24,"The Brothers - North","Mid",39,9,2015,1,0,0,0,122,9,0,12,34.86,17.7,NA,NA,0.33496876240609,0.153880942958901,"gravel/shell","sunny",NA
2016-06-16,"Audubon","Inner",24,6,2016,1,5,1,0,0,1,454,10.7,14.8,17.7,2.38533333333333,0.873500379650721,0.121175612460008,0.0383637559535194,"sand/mud","sunny",2016-06-16 10:40:00
2016-06-16,"Cushing Island","Outer",24,6,2016,3,0,7,0,0,0,0,11.5,30.7,15.4,1.124,0.298861047835991,0.859967281035505,0.512396694214876,"sand/mud","sunny",2016-06-16 13:00:00
2016-06-16,"Great Diamond Island","Outer",24,6,2016,14,0,1,1,3,0,0,12,30.64,15,1.3155,0.386104783599089,0.826405322291812,0.426592797783934,"sand/gravel","sunny",2016-06-16 12:39:00
2016-06-16,"Mackworth Island - North","Mid",24,6,2016,2,0,0,0,0,6,2122,11,30.96,15.5,2.127,0.755808656036447,0.0268352697534406,0.00748881394784995,"sand/mud/gravel","sunny",2016-06-16 11:15:00
2016-06-16,"Mussel Cove","Mid",24,6,2016,10,0,10,0,271,37,4,11.6,30.87,17.3,1.76116666666667,0.58914198936978,0.674487250450839,0.319331543039628,"mud","sunny",2016-06-16 11:55:00
2016-06-16,"Presumpscot Moorings","Inner",24,6,2016,0,5,0,0,4,9,0,11.4,2.7,20,2.573,0.958997722095672,1.03662796885861,0.623456790123457,"mud/gravel","sunny",2016-06-16 10:00:00
2016-06-24,"Alewife Cove","Outer",25,6,2016,1,0,0,1,0,0,0,10.3,30.21,12.8,0.176166666666667,0.106403331082602,0.693147180559945,0.5,"sand/gravel","sunny",2016-06-24 09:55:00
2016-06-24,"Back Cove","Mid",25,6,2016,0,0,0,0,0,0,0,11,29.85,16.3,2.67333333333333,0.949471078100383,0,0,"mud/gravel","sunny",2016-06-24 13:50:00
2016-06-24,"Mackworth Island - Beach","Mid",25,6,2016,88,0,7,0,2,1,39,12.9,26.52,18.4,NA,NA,0.891570639129983,0.503489797005701,"sand/shell","sunny",NA
2016-06-24,"Skitterygusset","Inner",25,6,2016,7,0,0,0,0,21,4,11.7,23.03,19.4,2.23733333333333,0.802273238802611,1.19601850086815,0.662869348522606,"mud","sunny",2016-06-24 12:50:00
2016-06-24,"The Brothers - North","Mid",25,6,2016,0,1,0,0,22,10,0,12.6,31.13,16.5,1.1935,0.449864956110736,0.849043321562532,0.493079584775087,"gravel/shell","sunny",2016-06-24 11:25:00
2016-06-30,"Audubon","Inner",26,6,2016,0,11,0,0,0,11,0,NA,NA,NA,1.795,0.62691131498471,0.976894510165461,0.5984,"sand/mud","sunny",2016-06-30 10:20:00
2016-06-30,"Cushing Island","Outer",26,6,2016,1,1,0,0,0,0,0,14.3,31.28,17,0.082,0.0448521916411825,1.38629436111989,0.75,"sand/mud","sunny",2016-06-30 13:00:00
2016-06-30,"Great Diamond Island","Outer",26,6,2016,12,0,2,0,0,0,0,12.5,30.35,19,0.255,0.103635745837581,0.410116318288409,0.244897959183674,"sand/gravel","sunny",2016-06-30 12:30:00
2016-06-30,"Mackworth Island - North","Mid",26,6,2016,2,1,0,0,0,5,73,10.7,29.9,18.6,1.251,0.442065919130139,0.41127602964623,0.183203779911599,"sand/mud/gravel","sunny",2016-06-30 11:00:00
2016-06-30,"Presumpscot Moorings","Inner",26,6,2016,0,0,0,0,1,10,0,NA,NA,NA,2.25066666666667,0.781741986634953,0.861331133523076,0.50137741046832,"mud/gravel","sunny",2016-06-30 09:40:00
2016-07-13,"Alewife Cove","Outer",28,7,2016,0,0,0,45,0,0,0,11.8,31.5,16,0.415,0.00208681135225376,0,0,"sand/gravel","sunny",2016-07-13 13:00:00
2016-07-13,"Back Cove","Mid",28,7,2016,22,0,0,0,10,0,0,8.7,29.86,20,1.145,0.344161958568738,0.621086374555245,0.4296875,"mud/gravel","sunny",2016-07-13 10:15:00
2016-07-13,"Mackworth Island - Beach","Mid",28,7,2016,110,0,27,0,0,1,0,9.4,21.09,21.7,0.8,0.181732580037665,0.535656325597185,0.326296996429322,"sand/shell","sunny",2016-07-13 11:00:00
2016-07-13,"Skitterygusset","Inner",28,7,2016,10,0,0,0,636,0,0,8.2,26.58,19,1.613,0.564500941619586,0.0798828827078988,0.030480499190062,"mud","sunny",2016-07-13 09:30:00
2016-07-13,"SMCC","Outer",28,7,2016,15,0,70,0,0,0,0,13.2,30.49,19,0.62,0.0876460767946578,0.744952350614515,0.379422775027171,"sand/gravel","sunny",2016-07-13 14:00:00
2016-07-13,"The Brothers - North","Mid",28,7,2016,2,0,19,0,0,0,0,11,31.46,18.8,0.531333333333333,0.0552416823603266,0.731515108414523,0.357638888888889,"gravel/shell","sunny",2016-07-13 11:50:00
2016-07-19,"Audubon","Inner",29,7,2016,6,1,10,0,5,8,0,9.1,22.96,20.2,1.695,0.634636463280965,0.619237120853631,0.251579509661257,"sand/mud","sunny",2016-07-19 09:00:00
2016-07-19,"Cushing Island","Outer",29,7,2016,4,0,0,0,0,0,0,10.6,31.29,17.9,2.62883333333333,0.975825112653757,0,0,"sand/mud","sunny",2016-07-19 10:55:00
2016-07-19,"Great Diamond Island","Outer",29,7,2016,3,0,29,0,0,0,0,9.3,27.01,18.6,1.08533333333333,0.411886493727926,0.311129154811849,0.169921875,"sand/gravel","sunny",2016-07-19 08:10:00
2016-07-19,"Mackworth Island - North","Mid",29,7,2016,1,0,0,0,0,5,0,10.2,30.36,18.8,1.4,0.526854219948849,0.450561208866305,0.277777777777778,"sand/mud/gravel","sunny",2016-07-19 08:35:00
2016-07-19,"Mussel Cove","Mid",29,7,2016,1,0,1,0,0,16,0,9.8,31.33,21.5,2.46383333333333,0.915540129095116,0.928045224585833,0.549346016646849,"mud","sunny",2016-07-19 10:25:00
2016-07-19,"Presumpscot Moorings","Inner",29,7,2016,1,0,0,0,0,0,0,9.7,3.8,25.6,2.0655,0.770003653635367,0,0,"mud/gravel","sunny",2016-07-19 09:37:00
2016-07-20,"Mackworth Island - Beach","Mid",29,7,2016,1,0,0,0,0,52,0,9,28.55,19,2.628,0.953496383052015,0.469886885490149,0.255845202902446,"sand/shell","partly cloudy",2016-07-20 11:25:00
2016-07-20,"The Brothers - North","Mid",29,7,2016,3,0,6,0,0,94,1,9.4,27.55,24.7,2.72666666666667,0.987484211734987,0.402889906691824,0.178809171597633,"gravel/shell","partly cloudy",2016-07-20 11:50:00
2016-07-26,"Audubon","Inner",30,7,2016,10,0,1,0,36,22,0,9.4,23.15,22,1.144,0.36064556176288,1.39788700483899,0.70890022675737,"sand/mud","sunny",2016-07-26 13:10:00
2016-07-26,"Cushing Island","Outer",30,7,2016,4,0,0,0,0,0,0,12.6,31.83,16.8,0.071,0.0244599745870392,0.500402423538188,0.32,"sand/mud","sunny",2016-07-26 10:00:00
2016-07-26,"Mackworth Island - North","Mid",30,7,2016,10,0,66,0,0,9,0,13.7,30.89,22.1,0.138,0.0484171322160149,1.03287311531933,0.519742883379247,"sand/mud/gravel","sunny",2016-07-26 11:30:00
2016-07-26,"Mussel Cove","Mid",30,7,2016,1,0,0,0,188,40,0,10.9,31.71,24.8,0.531333333333333,0.170494516863232,0.490463194922851,0.295493983715032,"mud","sunny",2016-07-26 12:20:00
2016-07-26,"Presumpscot Moorings","Inner",30,7,2016,0,0,0,0,37,0,0,9.5,6.45,25.3,1.49616666666667,0.469946203186427,0.892696318781125,0.394097222222222,"mud/gravel","sunny",2016-07-26 13:35:00
2016-08-02,"Back Cove","Mid",31,8,2016,0,0,0,0,2,0,0,9.6,30.55,18.8,2.95555555555556,0.997900932717559,0,0,"mud/gravel","sunny",2016-08-02 11:20:00
2016-08-02,"Great Diamond Island","Outer",31,8,2016,0,0,2,0,0,0,0,9.2,29.81,17.9,2.45566666666667,0.847086389568052,0,0,"sand/gravel","sunny",2016-08-02 09:50:00
2016-08-02,"Mackworth Island - Beach","Mid",31,8,2016,11,0,0,0,0,3,0,9.2,30.92,17.8,2.771,0.943459657701712,0.519579839130515,0.336734693877551,"sand/shell","sunny",2016-08-02 10:30:00
2016-08-02,"Skitterygusset","Inner",31,8,2016,1,0,0,0,0,3,0,8.5,20.92,19,2.88666666666667,0.97881010594947,1.01140426470735,0.611111111111111,"mud","sunny",2016-08-02 10:50:00
2016-08-02,"SMCC","Outer",31,8,2016,2,0,2,0,0,2,0,9.5,30.38,17.1,2.146,0.752444987775061,1.09861228866811,0.666666666666667,"sand/gravel","mostly cloudy",2016-08-02 09:20:00
2016-08-11,"Audubon","Inner",32,8,2016,2,0,1,0,132,149,0,7.9,9.38,22.4,1.2575,0.42442710872745,0.785745509807565,0.515453078390141,"sand/mud","foggy",2016-08-11 09:15:00
2016-08-11,"Cushing Island","Outer",32,8,2016,7,0,4,0,0,1,0,11.6,31.87,21.3,0.589666666666667,0.0881803820192446,0.887694275799104,0.541666666666667,"sand/mud","sunny",2016-08-11 13:10:00
2016-08-11,"Mackworth Island - North","Mid",32,8,2016,16,0,1,0,22,6,0,9.5,31.62,18.2,0.856,0.228668941979522,1.07077559321281,0.616296296296296,"sand/mud/gravel","sunny",2016-08-11 10:00:00
2016-08-11,"Mussel Cove","Mid",32,8,2016,0,0,67,0,1618,2014,0,11.9,31.7,24.5,0.5,0.0550950755728913,0.777633662627246,0.513728994769061,"mud","sunny",2016-08-11 11:00:00
2016-08-11,"Presumpscot Moorings","Inner",32,8,2016,0,0,0,0,100,33,0,8.5,3.83,23.2,1.5365,0.56045831301804,0.560260646062333,0.373113234213353,"mud/gravel","foggy",2016-08-11 08:45:00
2016-08-11,"The Brothers - North","Mid",32,8,2016,0,0,2,0,5,65,0,8.6,31.66,19.1,0.638,0.122379327157484,0.377101445870127,0.179398148148148,"gravel/shell","sunny",2016-08-11 10:30:00
2016-08-18,"Alewife Cove","Outer",33,8,2016,1,0,0,0,0,0,0,9.9,31.68,17.3,2.733,0.915546363322992,0,0,"sand/gravel","sunny",2016-08-18 13:00:00
2016-08-18,"Back Cove","Mid",33,8,2016,1,0,0,0,106,0,0,7.9,30.79,18.7,1.8585,0.64528962444303,0.0529732832854658,0.0185169010393922,"mud/gravel","sunny",2016-08-18 09:15:00
2016-08-18,"Great Diamond Island","Outer",33,8,2016,10,0,3,0,5,57,0,9.7,30.81,18.5,2.352,0.802355187778485,0.786517451873848,0.398577777777778,"sand/gravel","sunny",2016-08-18 10:00:00
2016-08-18,"Mackworth Island - Beach","Mid",33,8,2016,35,0,6,0,4,107,0,8.5,30.8,19.4,2.832,0.955124124761299,0.808580509666004,0.449186288088643,"sand/shell","sunny",2016-08-18 11:00:00
2016-08-18,"Skitterygusset","Inner",33,8,2016,0,0,0,0,353,15,0,8.2,13.4,21.6,1.227,0.444302991725016,0.170354739489619,0.0781988421550095,"mud","mostly cloudy",2016-08-18 08:30:00
2016-08-18,"SMCC","Outer",33,8,2016,4,0,0,0,0,1,0,9.1,30.91,18.3,2.612,0.885105028644176,0.500402423538188,0.32,"sand/gravel","mostly cloudy",2016-08-18 10:30:00
2016-09-02,"Audubon","Inner",35,9,2016,19,0,5,0,0,1036,0,7.9,24.7,19.5,2.739,0.895036887994634,0.153829095323699,0.0551218104185661,"sand/mud","sunny",2016-09-02 11:15:00
2016-09-02,"Cushing Island","Outer",35,9,2016,0,0,0,0,0,0,0,9.3,30.51,16.9,1.01266666666667,0.316118935837246,0.762306481148795,0.403292181069959,"sand/mud","sunny",2016-09-02 08:50:00
2016-09-02,"Mackworth Island - North","Mid",35,9,2016,0,0,0,0,1,75,0,9,31.67,18.8,2.322,0.755197853789403,0.0700542808754984,0.0259695290858726,"sand/mud/gravel","sunny",2016-09-02 10:30:00
2016-09-02,"Mussel Cove","Mid",35,9,2016,8,0,20,0,0,17,0,7.8,31.94,19.3,1.555,0.497987927565392,1.11744999097879,0.643667296786389,"mud","sunny",2016-09-02 09:30:00
2016-09-02,"Presumpscot Moorings","Inner",35,9,2016,1,0,1,0,0,1196,0,8.7,11.3,21.7,2.8805,0.942488262910798,0.0309311322043345,0.00830143628574853,"mud/gravel","sunny",2016-09-02 11:35:00
2016-09-02,"The Brothers - South","Mid",35,9,2016,2,0,5,0,593,2370,0,9.4,32,18,2.09166666666667,0.677956628660854,0.52028801635285,0.323814827977529,NA,"sunny",2016-09-02 10:10:00
2016-09-07,"Back Cove","Mid",36,9,2016,6,0,0,0,152,44,0,7.5,29.97,18.5,1.48816666666667,0.442913925438597,0.650422450488305,0.385452406626801,"mud/gravel","foggy",2016-09-07 12:35:00
2016-09-07,"Great Diamond Island","Outer",36,9,2016,1,0,1,0,47,2209,0,8.8,31.58,18,0.425333333333333,0.0058936403508772,0.10890035957435,0.0424966716118499,"sand/gravel","foggy",2016-09-07 09:50:00
2016-09-07,"Mackworth Island - Beach","Mid",36,9,2016,1,0,0,0,32,1910,0,NA,NA,NA,0.662,0.103207236842105,0.0883634755857357,0.0334081275168869,"sand/shell","foggy",2016-09-07 11:00:00
2016-09-07,"Skitterygusset","Inner",36,9,2016,3,0,0,0,3,964,0,8.3,19.23,19.7,0.993,0.239309210526316,0.0499807610445952,0.0143460031967215,"mud","foggy",2016-09-07 11:45:00
2016-09-07,"SMCC","Outer",36,9,2016,8,0,8,0,0,41,0,8.11,31.02,17.5,0.433666666666667,0.00752733986649637,0.861692676033419,0.461950059453032,"sand/gravel","foggy",2016-09-07 09:10:00
2017-06-22,"Cushing Island","Outer",25,6,2017,3,1,1,0,0,0,0,12.7,30.16,12.6,0.607833333333333,0.202661924776377,1.27703425946614,0.693877551020408,"sand/mud","sunny",2017-06-22 14:07:00
2017-06-22,"Great Diamond Island","Outer",25,6,2017,0,0,0,0,0,0,0,12.4,29.55,13.7,1.11333333333333,0.366095484427201,0,0,"sand/gravel","sunny",2017-06-22 13:25:00
2017-06-22,"Mackworth Island - North","Mid",25,6,2017,3,0,4,0,0,9,1505,13.5,26.78,15,2.5045,0.815874555447785,0.0687268148320155,0.0208823134024165,"sand/mud/gravel","sunny",2017-06-22 11:45:00
2017-06-22,"Mussel Cove","Mid",25,6,2017,1,0,0,0,0,79,0,12.3,29.59,16.3,1.947,0.635628839314581,0.0671968803626978,0.0246875,"mud","sunny",2017-06-22 12:30:00
2017-06-22,"Skitterygusset","Inner",25,6,2017,1,2,0,0,0,20,0,NA,NA,NA,2.957,0.962172647914646,0.470235962355249,0.234404536862004,"mud","sunny",2017-06-22 10:45:00
2017-06-22,"SMCC","Outer",25,6,2017,8,5,0,0,0,0,0,NA,NA,NA,0.295,0.101519560297446,1.18741576984366,0.657439446366782,"sand/gravel","sunny",2017-06-22 14:39:00
2017-06-27,"Alewife Cove","Outer",26,6,2017,0,0,0,1,0,0,0,11.8,29.51,13.3,0.994,0.389351081530782,0.693147180559945,0.5,"sand/gravel","mostly cloudy",2017-06-27 11:00:00
2017-06-27,"Audubon","Inner",26,6,2017,0,2,0,0,13,0,18,10.8,28.14,15.5,3.0375,0.956045479755962,0.867497632671,0.543617998163453,"sand/mud","mostly cloudy",2017-06-27 13:45:00
2017-06-27,"Mackworth Island - Beach","Mid",26,6,2017,19,1,0,0,0,1,7325,12.3,29.35,14.5,2.47166666666667,0.799131077833241,0.020686870428925,0.00570249832313252,"sand/shell","mostly cloudy",2017-06-27 12:40:00
2017-06-27,"Presumpscot Moorings","Inner",26,6,2017,0,0,0,0,1,0,0,8.8,1.41,23,2.943,0.929839156960621,0,0,"mud/gravel","mostly cloudy",2017-06-27 13:30:00
2017-06-27,"The Brothers - North","Mid",26,6,2017,1,2,0,0,0,7,0,11.9,30.41,15.4,1.931,0.649195784803106,0.801818552543337,0.46,"gravel/shell","mostly cloudy",2017-06-27 12:00:00
2017-07-06,"Cushing Island","Outer",27,7,2017,0,0,0,0,0,0,613,12.3,30.21,16.3,1.49333333333333,0.498794454490657,0,0,"sand/mud","sunny",2017-07-06 13:20:00
2017-07-06,"Great Diamond Island","Outer",27,7,2017,2,0,0,0,0,0,0,14.5,29.37,16,1.7,0.592224231464738,0,0,"sand/gravel","sunny",2017-07-06 13:00:00
2017-07-06,"Mussel Cove","Mid",27,7,2017,0,0,0,0,0,3,422,10.6,30.95,16.6,2.21083333333333,0.823161543098252,0.0419995703615902,0.0140179930795847,"mud","sunny",2017-07-06 12:05:00
2017-07-06,"Skitterygusset","Inner",27,7,2017,1,0,0,0,0,0,0,9,22.95,18,2.5225,0.964059674502712,0,0,"mud","sunny",2017-07-06 11:07:00
2017-07-06,"SMCC","Outer",27,7,2017,2,3,0,0,0,3,3,12.5,30.31,14.1,NA,NA,0.951557514100955,0.40380859375,"sand/gravel","sunny",NA
2017-07-12,"Alewife Cove","Outer",28,7,2017,0,0,1,1,0,0,0,10,25.69,21.1,1.159,0.409058740268931,0.693147180559945,0.5,"sand/gravel","sunny",2017-07-12 10:45:00
2017-07-12,"Audubon","Inner",28,7,2017,4,0,1,0,0,82,1,8.6,19.73,27,2.067,0.73036093418259,0.533786884438733,0.202977315689981,"sand/mud","sunny",2017-07-12 12:00:00
2017-07-12,"Mackworth Island - Beach","Mid",28,7,2017,21,0,1,0,0,0,74,10.5,29.58,18.1,2.68716666666667,0.949811276244397,0.632073987892038,0.37092145817834,"sand/shell","sunny",2017-07-12 13:25:00
2017-07-12,"Presumpscot Moorings","Inner",28,7,2017,0,0,0,0,0,6,0,9,NA,28.1,1.732,0.611818825194621,0,0,"mud/gravel","sunny",2017-07-12 11:30:00
2017-07-18,"Cushing Island","Outer",29,7,2017,4,2,1,0,0,0,0,13.8,29.79,18.9,0.448,0.102268879105994,1.51710639706103,0.763888888888889,"sand/mud","sunny",2017-07-18 14:00:00
2017-07-18,"Great Diamond Island","Outer",29,7,2017,2,0,0,0,0,0,0,12.2,29.29,20.2,0.2055,0.020149001015916,0,0,"sand/gravel","sunny",2017-07-18 13:15:00
2017-07-18,"Mackworth Island - North","Mid",29,7,2017,6,4,2,0,0,0,0,12,27.91,20.8,0.2625,0.043126177024482,1.22786658251046,0.62782401902497,"sand/mud/gravel","sunny",2017-07-18 11:45:00
2017-07-18,"Mussel Cove","Mid",29,7,2017,2,0,20,0,4,13,2,10.1,30.44,22.6,0.154,0.00225988700564958,1.57113449277823,0.736359850062474,"mud","sunny",2017-07-18 12:25:00
2017-07-18,"Skitterygusset","Inner",29,7,2017,5,0,0,0,2,28,0,8,13.55,20.7,0.449,0.113370998116761,0.796823194554603,0.403214024835646,"mud","sunny",2017-07-18 11:15:00
2017-07-18,"SMCC","Outer",29,7,2017,4,2,5,0,0,0,0,10.9,27.67,19.1,0.693,0.185235353877413,1.47013192040884,0.744897959183674,"sand/gravel","sunny",2017-07-18 14:30:00
2017-07-26,"Alewife Cove","Outer",30,7,2017,0,0,0,12,0,0,0,14.2,30.23,15.4,0.081,0.118451025056948,0.410116318288409,0.244897959183674,"sand/gravel","sunny",2017-07-26 09:30:00
2017-07-26,"Audubon","Inner",30,7,2017,29,5,4,0,4,4,0,9.3,17.53,21.4,1.5585,0.539151480637813,1.19602006402738,0.556938775510204,"sand/mud","sunny",2017-07-26 11:15:00
2017-07-26,"Back Cove","Mid",30,7,2017,0,0,0,0,0,1,0,11,28.83,17.4,2.922,0.927391799544419,0,0,"mud/gravel","sunny",2017-07-26 13:10:00
2017-07-26,"Mackworth Island - Beach","Mid",30,7,2017,6,0,0,0,6,0,0,5.7,13.44,25,0.696333333333333,0.293659832953683,1.00424247305408,0.612244897959184,"sand/shell","sunny",2017-07-26 10:20:00
2017-07-26,"The Brothers - North","Mid",30,7,2017,0,0,0,0,0,1,0,11.1,30.16,16.2,2.708,0.866457858769932,0,0,"gravel/shell","sunny",2017-07-26 12:44:00
2017-08-02,"Cushing Island","Outer",31,8,2017,4,0,0,0,0,0,0,10,29.57,17,1.55566666666667,0.493675213675214,0.682908104700472,0.489795918367347,"sand/mud","sunny",2017-08-02 11:05:00
2017-08-02,"Great Diamond Island","Outer",31,8,2017,4,0,2,1,0,2,0,9.9,29.82,18.3,1.77333333333333,0.605299145299145,1.27302833658963,0.691358024691358,"sand/gravel","sunny",2017-08-02 10:40:00
2017-08-02,"Mackworth Island - North","Mid",31,8,2017,3,0,0,0,0,3,16,10,26.75,19,2.1905,0.819230769230769,0.920142333848925,0.480151228733459,"sand/mud/gravel","sunny",2017-08-02 09:45:00
2017-08-02,"Mussel Cove","Mid",31,8,2017,0,0,0,0,3,42,0,8.9,30.45,20.6,1.9765,0.70948717948718,0.244930026794635,0.124444444444444,"mud","sunny",2017-08-02 10:15:00
2017-08-02,"Skitterygusset","Inner",31,8,2017,15,0,0,0,0,292,0,8.4,22.82,19.3,2.43,0.942051282051282,0.195144609871004,0.0929452832390796,"mud","sunny",2017-08-02 09:00:00
2017-08-02,"SMCC","Outer",31,8,2017,3,0,2,0,0,0,0,10.6,28.45,18.5,1.329,0.377435897435897,0.673011667009257,0.48,"sand/gravel","sunny",2017-08-02 11:30:00
2017-08-11,"Alewife Cove","Outer",32,8,2017,3,0,1,10,0,1,0,10.9,30.64,15.2,0.1675,0.069374791039786,0.953271014705891,0.506666666666667,"sand/gravel","sunny",2017-08-11 09:15:00
2017-08-11,"Audubon","Inner",32,8,2017,4,0,4,0,35,4,0,7.6,7.55,23.2,0.511,0.184219324640588,0.848600484995842,0.423721140787687,"sand/mud","sunny",2017-08-11 10:00:00
2017-08-11,"Back Cove","Mid",32,8,2017,5,0,2,0,1,5,0,9.4,29.35,18.1,2.24833333333333,0.765072996768082,1.22028216627224,0.674556213017751,"mud/gravel","sunny",2017-08-11 12:20:00
2017-08-11,"Mackworth Island - Beach","Mid",32,8,2017,8,0,0,0,0,23,0,11.4,23.39,21.2,1.77133333333333,0.605594561462164,0.571022710942916,0.382934443288241,"sand/shell","sunny",2017-08-11 11:40:00
2017-08-11,"Presumpscot Moorings","Inner",32,8,2017,0,0,0,0,22,270,0,9.1,0.51,23.9,0.892166666666667,0.311657193803633,0.267243997804432,0.139331957215237,"mud/gravel","sunny",2017-08-11 10:35:00
2017-08-11,"The Brothers - South","Mid",32,8,2017,0,0,0,1,2,1,0,11,30.71,20.3,2.439,0.828819792711467,1.33217904021012,0.72,NA,"sunny",2017-08-11 12:40:00
2017-08-25,"Cushing Island","Outer",34,8,2017,10,1,2,0,0,8,0,11.3,29.75,16.3,0.261,0.0950861518825782,1.29053891220659,0.67296786389414,"sand/mud","sunny",2017-08-25 09:40:00
2017-08-25,"Great Diamond Island","Outer",34,8,2017,3,0,23,0,1,17,0,NA,NA,NA,NA,NA,1.06051069685187,0.590617283950617,"sand/gravel","sunny",NA
2017-08-25,"Mackworth Island - North","Mid",34,8,2017,7,0,3,3,0,0,762,10.8,30.29,17.9,1.73433333333333,0.565198893852372,0.102147777471256,0.0331554630593131,"sand/mud/gravel","mostly cloudy",2017-08-25 11:40:00
2017-08-25,"Mussel Cove","Mid",34,8,2017,1,0,0,0,1310,390,0,6.2,30.85,20.2,1.21466666666667,0.399383109976601,0.543208986003182,0.35432351063679,"mud","partly cloudy",2017-08-25 11:04:00
2017-08-25,"Skitterygusset","Inner",34,8,2017,4,0,0,4,0,0,0,8.1,24.63,18.8,2.2045,0.715220165922144,0.964962923007428,0.592592592592593,"mud","sunny",2017-08-25 12:15:00
2017-08-25,"SMCC","Outer",34,8,2017,0,0,1,0,0,0,0,11,29.47,16.8,0.038,0.0239310784939375,0.636514168294813,0.444444444444444,"sand/gravel","sunny",2017-08-25 09:00:00
2017-09-15,"Alewife Cove","Outer",37,9,2017,0,0,0,25,0,0,0,11.6,31.35,15.3,0.548166666666667,0.106194125159642,0.450561208866305,0.277777777777778,"sand/gravel","mostly cloudy",2017-09-15 11:55:00
2017-09-15,"Audubon","Inner",37,9,2017,1,0,0,0,72,463,0,8.9,16.01,18,1.64266666666667,0.525542784163474,0.430843911514568,0.241449123146446,"sand/mud","mostly cloudy",2017-09-15 10:10:00
2017-09-15,"Back Cove","Mid",37,9,2017,0,0,1,0,0,17,0,9,30.05,15.8,2.16283333333333,0.724840357598978,0.214559155176405,0.104938271604938,"mud/gravel","mostly cloudy",2017-09-15 09:23:00
2017-09-15,"Mackworth Island - Beach","Mid",37,9,2017,5,0,1,0,0,193,3,9.3,23.81,17.2,1.2985,0.39367816091954,0.348149667671577,0.137389053254438,"sand/shell","mostly cloudy",2017-09-15 10:39:00
