"loc_id","year","date","site_id","site_name","bay_location","substrate","set_time","weather","temp_degc","do_mg/l","salinity_ppt","hermit_crabs","shrimp","notes"
"2016_032_06",2016,2016-07-19,"06","Mackworth Island - North","Mid","mud/gravel",2016-07-19 12:35:00,"sunny",18.8,10.2,30.36,"present","high",NA
"2016_032_03",2016,2016-07-19,"03","Audubon","Inner","sand",2016-07-19 13:00:00,"sunny",20.2,9.1,22.96,"absent","high",NA
"2016_032_01",2016,2016-07-19,"01","Presumpscot Moorings","Inner","gravel",2016-07-19 13:37:00,"sunny",25.6,9.7,3.8,NA,"medium",NA
"2016_032_04",2016,2016-07-19,"04","Mussel Cove","Mid","mud",2016-07-19 14:25:00,"sunny",21.5,9.8,31.33,"present","medium",NA
"2016_032_11",2016,2016-07-19,"11","Cushing Island","Outer","sand",2016-07-19 14:55:00,"sunny",17.9,10.6,31.29,"present","medium",NA
"2016_033_12",2016,2016-07-20,"12","Alewife Cove","Outer",NA,NA,NA,16,9.8,31.5,NA,NA,"no catch"
"2016_033_10",2016,2016-07-20,"10","SMCC","Outer",NA,NA,NA,17.6,10.3,30.7,"present",NA,"no catch"
"2016_033_02",2016,2016-07-20,"02","Skitterygusset","Inner",NA,NA,NA,19.4,8.6,23.88,NA,NA,"no catch"
"2016_033_07",2016,2016-07-20,"07","Mackworth Island - Beach","Mid",NA,2016-07-20 15:25:00,NA,19,9,28.55,NA,NA,NA
"2016_033_05",2016,2016-07-20,"05","The Brothers - North","Mid",NA,2016-07-20 15:50:00,NA,24.7,9.4,27.55,NA,NA,NA
"2016_033_08",2016,2016-07-20,"08","Back Cove","Mid",NA,2016-07-20 17:00:00,NA,18.5,26.5,30.84,NA,NA,"no catch"
"2016_034_09",2016,2016-07-26,"09","Great Diamond Island","Outer","mud/gravel",2016-07-26 13:13:00,"sunny",18.6,12.7,31.03,NA,"high","no catch; scattered grass in set area"
"2016_034_11",2016,2016-07-26,"11","Cushing Island","Outer",NA,2016-07-26 14:00:00,"sunny",16.8,12.6,31.83,NA,"high",NA
"2016_034_06",2016,2016-07-26,"06","Mackworth Island - North","Mid","mud/shell",2016-07-26 15:30:00,"sunny",22.1,13.7,30.89,NA,"high","set area included large patch of eelgrass"
"2016_034_04",2016,2016-07-26,"04","Mussel Cove","Mid","mud",2016-07-26 16:20:00,"sunny",24.8,10.9,31.71,NA,"high","rising tide"
"2016_034_03",2016,2016-07-26,"03","Audubon","Inner","mud/sand",2016-07-26 17:10:00,"sunny",22,9.4,23.15,NA,"high",NA
"2016_034_01",2016,2016-07-26,"01","Presumpscot Moorings","Inner","mud/gravel",2016-07-26 17:35:00,"sunny",25.3,9.5,6.45,NA,"medium",NA
"2016_035_12",2016,2016-08-02,"12","Alewife Cove","Outer",NA,2016-08-02 12:40:00,"overcast",16.2,8.9,31.55,NA,NA,"no catch"
"2016_035_10",2016,2016-08-02,"10","SMCC","Outer","sand/gravel",2016-08-02 13:20:00,"overcast",17.1,9.5,30.38,NA,NA,NA
"2016_035_09",2016,2016-08-02,"09","Great Diamond Island","Outer","sand/gravel",2016-08-02 13:50:00,"sunny",17.9,9.2,29.81,NA,NA,NA
"2016_035_07",2016,2016-08-02,"07","Mackworth Island - Beach","Mid","sand/shell",2016-08-02 14:30:00,"sunny",17.8,9.2,30.92,NA,NA,NA
"2016_035_02",2016,2016-08-02,"02","Skitterygusset","Inner",NA,2016-08-02 14:50:00,"sunny",19,8.5,20.92,NA,NA,NA
"2016_035_08",2016,2016-08-02,"08","Back Cove","Mid","gravel",2016-08-02 15:20:00,"sunny",18.8,9.6,30.55,NA,NA,NA
"2016_036_01",2016,2016-08-11,"01","Presumpscot Moorings","Inner",NA,2016-08-11 12:45:00,"foggy",23.2,8.5,3.83,NA,"medium",NA
"2016_036_03",2016,2016-08-11,"03","Audubon","Inner",NA,2016-08-11 13:15:00,"foggy",22.4,7.9,9.38,NA,"high",NA
"2016_036_06",2016,2016-08-11,"06","Mackworth Island - North","Mid",NA,2016-08-11 14:00:00,"sunny",18.2,9.5,31.62,"present","high",NA
"2016_036_05",2016,2016-08-11,"05","The Brothers - North","Mid",NA,2016-08-11 14:30:00,"sunny",19.1,8.6,31.66,"present","medium",NA
"2016_036_04",2016,2016-08-11,"04","Mussel Cove","Mid",NA,2016-08-11 15:00:00,"sunny",24.5,11.9,31.7,"present","high",NA
"2016_036_11",2016,2016-08-11,"11","Cushing Island","Outer","sand",2016-08-11 17:10:00,"sunny",21.3,11.6,31.87,"present","high",NA
"2016_037_02",2016,2016-08-18,"02","Skitterygusset","Inner","mud",2016-08-18 12:30:00,"overcast",21.6,8.2,13.4,NA,NA,NA
"2016_037_08",2016,2016-08-18,"08","Back Cove","Mid","gravel",2016-08-18 13:15:00,"sunny",18.7,7.9,30.79,NA,"absent",NA
"2016_037_09",2016,2016-08-18,"09","Great Diamond Island","Outer","mud/sand",2016-08-18 14:00:00,"sunny",18.5,9.7,30.81,"present","low",NA
"2016_037_10",2016,2016-08-18,"10","SMCC","Outer","sand",2016-08-18 14:30:00,"overcast",18.3,9.1,30.91,"absent","low",NA
"2016_037_07",2016,2016-08-18,"07","Mackworth Island - Beach","Mid","sand/shell",2016-08-18 15:00:00,"sunny",19.4,8.5,30.8,"present","medium",NA
"2016_037_12",2016,2016-08-18,"12","Alewife Cove","Outer","sand/gravel",2016-08-18 17:00:00,"sunny",17.3,9.9,31.68,"absent","absent",NA
"2016_038_11",2016,2016-09-02,"11","Cushing Island","Outer",NA,2016-09-02 12:50:00,"sunny",16.9,9.3,30.51,"present","medium",NA
"2016_038_04",2016,2016-09-02,"04","Mussel Cove","Mid",NA,2016-09-02 13:30:00,"sunny",19.3,7.8,31.94,NA,NA,NA
"2016_038_06",2016,2016-09-02,"06","Mackworth Island - North","Mid",NA,2016-09-02 14:30:00,"sunny",18.8,9,31.67,NA,NA,NA
"2016_038_03",2016,2016-09-02,"03","Audubon","Inner",NA,2016-09-02 15:15:00,"sunny",19.5,7.9,24.7,NA,"medium",NA
"2016_038_01",2016,2016-09-02,"01","Presumpscot Moorings","Inner",NA,2016-09-02 15:35:00,"sunny",21.7,8.7,11.3,NA,NA,NA
"2016_039_10",2016,2016-09-07,"10","SMCC","Outer",NA,2016-09-07 13:10:00,"foggy",17.5,8.11,31.02,NA,"medium",NA
"2016_039_09",2016,2016-09-07,"09","Great Diamond Island","Outer",NA,2016-09-07 13:50:00,"foggy",18,8.8,31.58,NA,"medium",NA
"2016_039_07",2016,2016-09-07,"07","Mackworth Island - Beach","Mid",NA,2016-09-07 15:00:00,"foggy",NA,NA,NA,NA,"medium",NA
"2016_039_02",2016,2016-09-07,"02","Skitterygusset","Inner",NA,2016-09-07 15:45:00,"foggy",19.7,8.3,19.23,NA,NA,NA
"2016_039_08",2016,2016-09-07,"08","Back Cove","Mid",NA,2016-09-07 16:35:00,NA,18.5,7.5,29.97,NA,NA,NA
"2016_039_12",2016,2016-09-07,"12","Alewife Cove","Outer",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017_040_02",2017,2017-06-22,"02","Skitterygusset","Inner",NA,2017-06-22 14:45:00,NA,NA,NA,NA,NA,"low",NA
"2017_040_06",2017,2017-06-22,"06","Mackworth Island - North","Mid",NA,2017-06-22 15:45:00,NA,15,13.5,26.78,NA,NA,NA
"2017_040_04",2017,2017-06-22,"04","Mussel Cove","Mid",NA,2017-06-22 16:30:00,"sunny",16.3,12.3,29.59,NA,"high",NA
"2017_040_09",2017,2017-06-22,"09","Great Diamond Island","Outer",NA,2017-06-22 17:25:00,"sunny",13.7,12.4,29.55,NA,"high",NA
"2017_040_11",2017,2017-06-22,"11","Cushing Island","Outer",NA,2017-06-22 18:07:00,"sunny",12.6,12.7,30.16,"present","medium",NA
"2017_040_10",2017,2017-06-22,"10","SMCC","Outer",NA,2017-06-22 18:39:00,"sunny",NA,NA,NA,"present","medium",NA
"2017_041_12",2017,2017-06-27,"12","Alewife Cove","Outer",NA,2017-06-27 15:00:00,"overcast",13.3,11.8,29.51,"absent","absent",NA
"2017_041_05",2017,2017-06-27,"05","The Brothers - North","Mid",NA,2017-06-27 16:00:00,"overcast",15.4,11.9,30.41,"absent","absent",NA
"2017_041_07",2017,2017-06-27,"07","Mackworth Island - Beach","Mid",NA,2017-06-27 16:40:00,"overcast",14.5,12.3,29.35,NA,NA,NA
"2017_041_01",2017,2017-06-27,"01","Presumpscot Moorings","Inner",NA,2017-06-27 17:30:00,"overcast",23,8.8,1.41,"absent","absent",NA
"2017_041_03",2017,2017-06-27,"03","Audubon","Inner",NA,2017-06-27 17:45:00,"overcast",15.5,10.8,28.14,"absent","low",NA
"2017_042_10",2017,2017-07-06,"10","SMCC","Outer",NA,2017-07-06 10:22:00,"sunny",14.1,12.5,30.31,"present","medium",NA
"2017_042_02",2017,2017-07-06,"02","Skitterygusset","Inner",NA,2017-07-06 15:07:00,"sunny",18,9,22.95,"absent","low",NA
"2017_042_04",2017,2017-07-06,"04","Mussel Cove","Mid",NA,2017-07-06 16:05:00,"sunny",16.6,10.6,30.95,"absent","medium",NA
"2017_042_09",2017,2017-07-06,"09","Great Diamond Island","Outer",NA,2017-07-06 17:00:00,"sunny",16,14.5,29.37,"present","low",NA
"2017_042_11",2017,2017-07-06,"11","Cushing Island","Outer",NA,2017-07-06 17:20:00,"sunny",16.3,12.3,30.21,"present","medium",NA
"2017_043_12",2017,2017-07-12,"12","Alewife Cove","Outer",NA,2017-07-12 10:45:00,"sunny",21.1,10,25.69,NA,NA,NA
"2017_043_01",2017,2017-07-12,"01","Presumpscot Moorings","Inner",NA,2017-07-12 11:30:00,"sunny",28.1,9,1.43,"absent","low",NA
"2017_043_03",2017,2017-07-12,"03","Audubon","Inner",NA,2017-07-12 12:00:00,"sunny",27,8.6,19.73,NA,NA,NA
"2017_043_08",2017,2017-07-12,"08","Back Cove","Mid",NA,2017-07-12 12:40:00,"sunny",25.4,8.6,24.41,"absent","absent",NA
"2017_043_06",2017,2017-07-12,"06","Mackworth Island - North","Mid",NA,2017-07-12 13:05:00,"sunny",26,8.6,26.37,"present","absent",NA
"2017_043_07",2017,2017-07-12,"07","Mackworth Island - Beach","Mid",NA,2017-07-12 13:25:00,"sunny",18.1,10.5,29.58,NA,NA,NA
"2017_044_02",2017,2017-07-18,"02","Skitterygusset","Inner",NA,2017-07-18 15:15:00,"sunny",20.7,8,13.55,NA,NA,NA
"2017_044_06",2017,2017-07-18,"06","Mackworth Island - North","Mid",NA,2017-07-18 15:45:00,"sunny",20.8,12,27.91,"present","medium",NA
"2017_044_04",2017,2017-07-18,"04","Mussel Cove","Mid",NA,2017-07-18 16:25:00,"sunny",22.6,10.1,30.44,"present","high",NA
"2017_044_09",2017,2017-07-18,"09","Great Diamond Island","Outer",NA,2017-07-18 17:15:00,"sunny",20.2,12.2,29.29,"present","high",NA
"2017_044_11",2017,2017-07-18,"11","Cushing Island","Outer",NA,2017-07-18 18:00:00,"sunny",18.9,13.8,29.79,"present","low",NA
"2017_044_10",2017,2017-07-18,"10","SMCC","Outer",NA,2017-07-18 18:30:00,"sunny",19.1,10.9,27.67,"present","low",NA
"2017_045_12",2017,2017-07-26,"12","Alewife Cove","Outer",NA,2017-07-26 13:30:00,"sunny",15.4,14.2,30.23,"absent","absent",NA
"2017_045_07",2017,2017-07-26,"07","Mackworth Island - Beach","Mid",NA,2017-07-26 14:20:00,"sunny",25,5.7,13.44,"present","medium",NA
"2017_045_03",2017,2017-07-26,"03","Audubon","Inner",NA,2017-07-26 15:15:00,"sunny",21.4,9.3,17.53,"absent","medium",NA
"2017_045_01",2017,2017-07-26,"01","Presumpscot Moorings","Inner",NA,2017-07-26 15:55:00,"sunny",24.2,10.3,0.3,"absent","absent",NA
"2017_045_05",2017,2017-07-26,"05","The Brothers - North","Mid",NA,2017-07-26 16:44:00,"sunny",16.2,11.1,30.16,"present","low",NA
"2017_045_08",2017,2017-07-26,"08","Back Cove","Mid",NA,2017-07-26 17:10:00,"sunny",17.4,11,28.83,"absent","absent",NA
"2017_046_02",2017,2017-08-02,"02","Skitterygusset","Inner",NA,2017-08-02 13:00:00,"sunny",19.3,8.4,22.82,"absent","absent",NA
"2017_046_06",2017,2017-08-02,"06","Mackworth Island - North","Mid",NA,2017-08-02 13:45:00,"sunny",19,10,26.75,"absent","low",NA
"2017_046_04",2017,2017-08-02,"04","Mussel Cove","Mid",NA,2017-08-02 14:15:00,"sunny",20.6,8.9,30.45,"absent","absent",NA
"2017_046_09",2017,2017-08-02,"09","Great Diamond Island","Outer",NA,2017-08-02 14:40:00,"sunny",18.3,9.9,29.82,"absent","high",NA
"2017_046_11",2017,2017-08-02,"11","Cushing Island","Outer",NA,2017-08-02 15:05:00,"sunny",17,10,29.57,"present","medium",NA
"2017_046_10",2017,2017-08-02,"10","SMCC","Outer",NA,2017-08-02 15:30:00,"sunny",18.5,10.6,28.45,"present","high",NA
"2017_047_12",2017,2017-08-11,"12","Alewife Cove","Outer",NA,2017-08-11 13:15:00,"sunny",15.2,10.9,30.64,"present","low",NA
"2017_047_03",2017,2017-08-11,"03","Audubon","Inner",NA,2017-08-11 14:00:00,"sunny",23.2,7.6,7.55,"absent","high",NA
"2017_047_01",2017,2017-08-11,"01","Presumpscot Moorings","Inner",NA,2017-08-11 14:35:00,"sunny",23.9,9.1,0.51,"absent","high","tide too low to access site-set closer to dock"
"2017_047_07",2017,2017-08-11,"07","Mackworth Island - Beach","Mid",NA,2017-08-11 15:40:00,"sunny",21.2,11.4,23.39,"absent","high",NA
"2017_047_08",2017,2017-08-11,"08","Back Cove","Mid",NA,2017-08-11 16:20:00,"sunny",18.1,9.4,29.35,"absent","absent",NA
"2017_048_10",2017,2017-08-25,"10","SMCC","Outer",NA,2017-08-25 13:00:00,"sunny",16.8,11,29.47,"present","medium",NA
"2017_048_11",2017,2017-08-25,"11","Cushing Island","Outer",NA,2017-08-25 13:40:00,"sunny",16.3,11.3,29.75,"present","low",NA
"2017_048_09",2017,2017-08-25,"09","Great Diamond Island","Outer",NA,2017-08-25 10:30:00,"partly cloudy",16.8,11,29.47,"absent","medium",NA
"2017_048_04",2017,2017-08-25,"04","Mussel Cove","Mid",NA,2017-08-25 15:04:00,"partly cloudy",20.2,6.2,30.85,NA,NA,NA
"2017_048_06",2017,2017-08-25,"06","Mackworth Island - North","Mid",NA,2017-08-25 15:40:00,"overcast",17.9,10.8,30.29,"absent","low",NA
"2017_048_02",2017,2017-08-25,"02","Skitterygusset","Inner",NA,2017-08-25 16:15:00,"sunny",18.8,8.1,24.63,"absent","absent",NA
"2017_049_08",2017,2017-09-15,"08","Back Cove","Mid",NA,2017-09-15 13:23:00,"overcast",15.8,9,30.05,NA,NA,NA
"2017_049_03",2017,2017-09-15,"03","Audubon","Inner",NA,2017-09-15 14:10:00,"overcast",18,8.9,16.01,"absent","low",NA
"2017_049_07",2017,2017-09-15,"07","Mackworth Island - Beach","Mid",NA,2017-09-15 14:39:00,"overcast",17.2,9.3,23.81,NA,NA,NA
"2017_049_01",2017,2017-09-15,"01","Presumpscot Moorings","Inner",NA,2017-09-15 14:50:00,"overcast",20.3,9.5,3.04,"absent","low",NA
"2017_049_05",2017,2017-09-15,"05","The Brothers - North","Mid",NA,2017-09-15 15:07:00,"overcast",17,10.1,31.2,"absent","low",NA
"2017_049_12",2017,2017-09-15,"12","Alewife Cove","Outer",NA,2017-09-15 15:55:00,"overcast",15.3,11.6,31.35,"absent","absent",NA
"2018_050_03",2018,2018-06-15,"03","Audubon","Inner",NA,2018-06-15 15:15:00,"sunny",15.7,8.9,20.67,"absent","low",NA
"2018_050_01",2018,2018-06-15,"01","Presumpscot Moorings","Inner",NA,2018-06-15 14:41:00,"overcast",17.4,8.4,11,"absent","absent",NA
"2018_050_09",2018,2018-06-15,"09","Great Diamond Island","Outer",NA,2018-06-15 17:10:00,"sunny",15.9,9.5,29.32,"absent","absent",NA
"2018_050_11",2018,2018-06-15,"11","Cushing Island","Outer",NA,2018-06-15 17:35:00,"sunny",13.6,10.3,29.97,"present","low",NA
"2018_050_06",2018,2018-06-15,"06","Mackworth Island - North","Mid",NA,2018-06-15 16:13:00,"sunny",15.9,10.6,29.76,"absent","absent",NA
"2018_050_04",2018,2018-06-15,"04","Mussel Cove","Mid",NA,2018-06-15 16:45:00,"sunny",16.2,9.1,29.89,"absent","absent",NA
"2018_051_10",2018,2018-06-27,"10","SMCC","Outer",NA,2018-06-27 17:10:00,"sunny",14.8,9.9,29.85,"absent","absent",NA
"2018_051_06",2018,2018-06-27,"06","Mackworth Island - North","Mid",NA,2018-06-27 16:30:00,"sunny",15.3,9.6,29.48,"present","absent",NA
"2018_051_02",2018,2018-06-27,"02","Skitterygusset","Inner",NA,2018-06-27 15:40:00,"sunny",18,9.1,23.21,"absent","absent",NA
"2018_051_08",2018,2018-06-27,"08","Back Cove","Mid",NA,2018-06-27 15:00:00,"sunny",16.9,7.5,29.64,"absent","absent",NA
"2018_051_12",2018,2018-06-27,"12","Alewife Cove","Outer",NA,2018-06-27 14:05:00,"sunny",13.4,9.8,30.3,"absent","absent",NA
"2018_052_10",2018,2018-07-11,"10","SMCC","Outer",NA,2018-07-11 17:50:00,"sunny",17.2,9.8,29.4,"present","low",NA
"2018_052_07",2018,2018-07-11,"07","Mackworth Island - Beach","Mid",NA,2018-07-11 17:15:00,"sunny",18.9,8.1,28.22,"absent","high",NA
"2018_052_03",2018,2018-07-11,"03","Audubon","Inner",NA,2018-07-11 16:40:00,"sunny",22.1,7.2,19.53,"absent","low",NA
"2018_052_01",2018,2018-07-11,"01","Presumpscot Moorings","Inner",NA,2018-07-11 16:05:00,"sunny",25.2,6.8,4.54,"absent","absent",NA
"2018_052_06",2018,2018-07-11,"06","Mackworth Island - North","Mid",NA,2018-07-11 15:30:00,"sunny",18.9,9,30.04,"present","low",NA
"2018_052_04",2018,2018-07-11,"04","Mussel Cove","Mid",NA,2018-07-11 14:45:00,"sunny",19.2,8,30.43,"absent","absent",NA
"2018_052_09",2018,2018-07-11,"09","Great Diamond Island","Outer",NA,2018-07-11 14:15:00,"sunny",17.2,8.8,28.95,"absent","low",NA
"2020_053_10",2020,2020-06-24,"10","SMCC","Outer",NA,2020-06-24 13:50:00,"foggy",16.6,NA,NA,"present","low",NA
"2020_053_11",2020,2020-06-24,"11","Cushing Island","Outer",NA,2020-06-24 14:15:00,"foggy",15.8,NA,NA,"present","low",NA
"2020_053_09",2020,2020-06-24,"09","Great Diamond Island","Outer",NA,2020-06-24 14:51:00,"foggy",18,NA,NA,"present","medium",NA
"2020_053_05",2020,2020-06-24,"05","The Brothers - North","Mid",NA,2020-06-24 11:15:00,"foggy",18,NA,NA,NA,NA,NA
"2020_053_01",2020,2020-06-24,"01","Presumpscot Moorings","Inner",NA,2020-06-24 15:45:00,"foggy",22.7,NA,NA,NA,NA,NA
"2020_053_08",2020,2020-06-24,"08","Back Cove","Mid",NA,2020-06-24 16:30:00,"foggy",17.3,NA,NA,NA,NA,NA
"2020_054_12",2020,2020-06-25,"12","Alewife Cove","Outer",NA,2020-06-25 14:10:00,"sunny",14.6,NA,NA,"absent","low",NA
"2020_054_04",2020,2020-06-25,"04","Mussel Cove","Mid",NA,2020-06-25 15:15:00,"sunny",20.8,NA,NA,NA,"low",NA
"2020_054_06",2020,2020-06-25,"06","Mackworth Island - North","Mid",NA,2020-06-25 16:00:00,"sunny",18.4,NA,NA,NA,NA,NA
"2020_054_07",2020,2020-06-25,"07","Mackworth Island - Beach","Mid",NA,2020-06-25 16:15:00,NA,19.4,NA,NA,NA,"medium",NA
"2020_054_03",2020,2020-06-25,"03","Audubon","Inner",NA,2020-06-25 16:40:00,"sunny",20.9,NA,NA,NA,NA,NA
"2020_054_02",2020,2020-06-25,"02","Skitterygusset","Inner",NA,2020-06-25 17:00:00,"sunny",20.2,NA,NA,NA,NA,NA
"2020_055_06",2020,2020-07-06,"06","Mackworth Island - North","Mid",NA,2020-07-06 15:30:00,"sunny",21.2,NA,NA,"present","low",NA
"2020_055_04",2020,2020-07-06,"04","Mussel Cove","Mid",NA,2020-07-06 16:50:00,"sunny",19.2,NA,NA,"absent","absent",NA
"2020_055_08",2020,2020-07-06,"08","Back Cove","Mid",NA,2020-07-06 18:00:00,"sunny",20,NA,NA,"absent","absent",NA
"2020_056_12",2020,2020-07-07,"12","Alewife Cove","Outer",NA,2020-07-07 13:25:00,"overcast",16.4,NA,NA,NA,NA,NA
"2020_056_10",2020,2020-07-07,"10","SMCC","Outer",NA,2020-07-07 14:15:00,"overcast",18.2,NA,NA,"present",NA,NA
"2020_056_03",2020,2020-07-07,"03","Audubon","Inner",NA,2020-07-07 15:10:00,"overcast",20.6,NA,NA,"absent","low",NA
"2020_056_01",2020,2020-07-07,"01","Presumpscot Moorings","Inner",NA,2020-07-07 16:00:00,"overcast",NA,NA,NA,"absent","low",NA
"2020_057_11",2020,2020-07-09,"11","Cushing Island","Outer",NA,2020-07-09 15:20:00,"foggy",19.3,NA,NA,NA,NA,NA
"2020_057_06",2020,2020-07-09,"06","Mackworth Island - North","Mid",NA,2020-07-09 16:35:00,"sunny",22.9,NA,NA,NA,NA,NA
"2020_057_09",2020,2020-07-09,"09","Great Diamond Island","Outer",NA,2020-07-09 17:13:00,"sunny",23.6,NA,NA,NA,NA,NA
"2020_057_02",2020,2020-07-09,"02","Skitterygusset","Inner",NA,2020-07-09 17:55:00,"sunny",22,NA,NA,NA,NA,NA
"2020_058_04",2020,2020-07-21,"04","Mussel Cove","Mid",NA,2020-07-21 13:45:00,NA,22.4,NA,NA,NA,NA,NA
"2020_058_06",2020,2020-07-21,"06","Mackworth Island - North","Mid",NA,2020-07-21 14:21:00,NA,NA,NA,NA,NA,NA,NA
"2020_058_08",2020,2020-07-21,"08","Back Cove","Mid",NA,2020-07-21 14:54:00,NA,21.2,NA,NA,NA,NA,NA
"2020_058_01",2020,2020-07-21,"01","Presumpscot Moorings","Inner",NA,2020-07-21 15:27:00,NA,26.6,NA,NA,NA,NA,NA
"2020_058_03",2020,2020-07-21,"03","Audubon","Inner",NA,2020-07-21 16:00:00,NA,22.5,NA,NA,NA,NA,NA
"2020_058_09",2020,2020-07-21,"09","Great Diamond Island","Outer",NA,2020-07-21 16:40:00,NA,19.3,NA,NA,NA,NA,NA
"2020_059_12",2020,2020-07-22,"12","Alewife Cove","Outer",NA,2020-07-22 14:10:00,NA,20.6,NA,NA,NA,NA,NA
"2020_059_11",2020,2020-07-22,"11","Cushing Island","Outer",NA,2020-07-22 14:55:00,NA,22,NA,NA,NA,NA,NA
"2020_059_07",2020,2020-07-22,"07","Mackworth Island - Beach","Mid",NA,2020-07-22 15:28:00,NA,24.4,NA,NA,NA,NA,NA
"2020_059_02",2020,2020-07-22,"02","Skitterygusset","Inner",NA,2020-07-22 16:03:00,NA,24,NA,NA,NA,NA,NA
"2020_059_05",2020,2020-07-22,"05","The Brothers - North","Mid",NA,2020-07-22 16:35:00,NA,21.4,NA,NA,NA,NA,NA
"2020_059_10",2020,2020-07-22,"10","SMCC","Outer",NA,2020-07-22 17:02:00,NA,20.9,NA,NA,NA,NA,NA
"2020_060_10",2020,2020-08-06,"10","SMCC","Outer",NA,2020-08-06 14:44:00,NA,21.7,NA,NA,NA,NA,NA
"2020_060_11",2020,2020-08-06,"11","Cushing Island","Outer",NA,2020-08-06 15:20:00,NA,20.4,NA,NA,NA,NA,NA
"2020_060_07",2020,2020-08-06,"07","Mackworth Island - Beach","Mid",NA,2020-08-06 16:03:00,NA,22.9,NA,NA,NA,NA,NA
"2020_060_03",2020,2020-08-06,"03","Audubon","Inner",NA,2020-08-06 16:41:00,NA,24.8,NA,NA,NA,NA,NA
"2020_060_01",2020,2020-08-06,"01","Presumpscot Moorings","Inner",NA,2020-08-06 17:20:00,NA,29.9,NA,NA,NA,NA,NA
"2020_060_02",2020,2020-08-06,"02","Skitterygusset","Inner",NA,2020-08-06 17:29:00,NA,26.3,NA,NA,NA,NA,NA
"2020_061_12",2020,2020-08-07,"12","Alewife Cove","Outer",NA,2020-08-07 14:12:00,NA,18.2,NA,NA,NA,NA,NA
"2020_061_04",2020,2020-08-07,"04","Mussel Cove","Mid",NA,2020-08-07 15:20:00,NA,NA,NA,NA,NA,NA,NA
"2020_061_05",2020,2020-08-07,"05","The Brothers - North","Mid",NA,2020-08-07 16:04:00,NA,NA,NA,NA,NA,NA,NA
"2020_061_06",2020,2020-08-07,"06","Mackworth Island - North","Mid",NA,2020-08-07 16:14:00,NA,NA,NA,NA,NA,NA,NA
"2020_061_09",2020,2020-08-07,"09","Great Diamond Island","Outer",NA,2020-08-07 16:36:00,NA,18.7,NA,NA,NA,NA,NA
"2020_061_08",2020,2020-08-07,"08","Back Cove","Mid",NA,2020-08-07 17:00:00,NA,NA,NA,NA,NA,NA,NA
"2020_062_11",2020,2020-08-19,"11","Cushing Island","Outer",NA,2020-08-19 12:30:00,NA,18.6,NA,NA,NA,NA,NA
"2020_062_07",2020,2020-08-19,"07","Mackworth Island - Beach","Mid",NA,2020-08-19 13:29:00,NA,19.2,NA,NA,NA,NA,NA
"2020_062_05",2020,2020-08-19,"05","The Brothers - North","Mid",NA,2020-08-19 13:39:00,NA,19.7,NA,NA,NA,NA,NA
"2020_062_01",2020,2020-08-19,"01","Presumpscot Moorings","Inner",NA,2020-08-19 14:15:00,NA,23.6,NA,NA,NA,NA,NA
"2020_062_02",2020,2020-08-19,"02","Skitterygusset","Inner",NA,2020-08-19 14:41:00,NA,22.2,NA,NA,NA,NA,NA
"2020_062_08",2020,2020-08-19,"08","Back Cove","Mid",NA,2020-08-19 15:14:00,NA,20.4,NA,NA,NA,NA,NA
"2020_063_12",2020,2020-08-20,"12","Alewife Cove","Outer",NA,2020-08-20 13:26:00,NA,18.1,NA,NA,NA,NA,NA
"2020_063_10",2020,2020-08-20,"10","SMCC","Outer",NA,2020-08-20 14:02:00,NA,19.5,NA,NA,NA,NA,NA
"2020_063_03",2020,2020-08-20,"03","Audubon","Inner",NA,2020-08-20 14:33:00,NA,19.6,NA,NA,NA,NA,NA
"2020_063_06",2020,2020-08-20,"06","Mackworth Island - North","Mid",NA,2020-08-20 15:05:00,NA,20,NA,NA,NA,NA,NA
"2020_063_04",2020,2020-08-20,"04","Mussel Cove","Mid",NA,2020-08-20 15:36:00,NA,20.5,NA,NA,NA,NA,NA
"2020_063_09",2020,2020-08-20,"09","Great Diamond Island","Outer",NA,2020-08-20 16:09:00,NA,19.5,NA,NA,NA,NA,NA
"2020_064_07",2020,2020-09-03,"07","Mackworth Island - Beach","Mid",NA,2020-09-03 13:50:00,NA,18.8,NA,NA,NA,NA,NA
"2020_064_03",2020,2020-09-03,"03","Audubon","Inner",NA,2020-09-03 10:30:00,NA,19.1,NA,NA,NA,NA,NA
"2020_064_01",2020,2020-09-03,"01","Presumpscot Moorings","Inner",NA,2020-09-03 11:00:00,NA,20,NA,NA,NA,NA,NA
"2020_064_02",2020,2020-09-03,"02","Skitterygusset","Inner",NA,2020-09-03 15:24:00,NA,19,NA,NA,NA,NA,NA
"2020_064_04",2020,2020-09-03,"04","Mussel Cove","Mid",NA,2020-09-03 15:44:00,NA,19.6,NA,NA,NA,NA,NA
"2020_064_05",2020,2020-09-03,"05","The Brothers - North","Mid",NA,2020-09-03 16:15:00,NA,19,NA,NA,NA,NA,NA
"2020_065_12",2020,2020-09-04,"12","Alewife Cove","Outer",NA,2020-09-04 15:30:00,"sunny",17,NA,NA,NA,NA,NA
"2020_065_11",2020,2020-09-04,"11","Cushing Island","Outer",NA,2020-09-04 16:00:00,NA,18.5,NA,NA,NA,NA,NA
"2020_065_10",2020,2020-09-04,"10","SMCC","Outer",NA,2020-09-04 16:30:00,NA,17.4,NA,NA,NA,NA,NA
