loc_id,date,site_name,site_id,bay_location,species_name,catch
2015_022_08,8/19/2015,Back Cove,08,Mid,striped bass,1
2015_022_08,8/19/2015,Back Cove,08,Mid,winter flounder,2
2015_023_10,8/25/2015,SMCC,10,Outer,green crab,3
2015_023_01,8/25/2015,Presumpscot Moorings,01,Inner,green crab,2
2015_023_01,8/25/2015,Presumpscot Moorings,01,Inner,mummichog,40
2015_023_03,8/25/2015,Audubon,03,Inner,american eel,1
2015_023_03,8/25/2015,Audubon,03,Inner,bluefish,1
2015_023_03,8/25/2015,Audubon,03,Inner,green crab,17
2015_023_03,8/25/2015,Audubon,03,Inner,mummichog,640
2015_023_03,8/25/2015,Audubon,03,Inner,atlantic silverside,288
2015_023_03,8/25/2015,Audubon,03,Inner,winter flounder,2
2015_023_07,8/25/2015,Mackworth Island - Beach,07,Mid,green crab,41
2015_023_07,8/25/2015,Mackworth Island - Beach,07,Mid,mummichog,15
2015_023_07,8/25/2015,Mackworth Island - Beach,07,Mid,sandlance,1
2015_023_07,8/25/2015,Mackworth Island - Beach,07,Mid,atlantic silverside,92
2015_023_07,8/25/2015,Mackworth Island - Beach,07,Mid,winter flounder,1
2015_023_05,8/25/2015,The Brothers - North,05,Mid,green crab,2
2015_023_05,8/25/2015,The Brothers - North,05,Mid,mummichog,7
2015_023_09,8/25/2015,Great Diamond Island,09,Outer,green crab,7
2015_023_09,8/25/2015,Great Diamond Island,09,Outer,mummichog,1
2015_023_09,8/25/2015,Great Diamond Island,09,Outer,northern pipefish,1
2015_023_09,8/25/2015,Great Diamond Island,09,Outer,winter flounder,2
2015_024_06,9/1/2015,Mackworth Island - North,06,Mid,green crab,22
2015_024_06,9/1/2015,Mackworth Island - North,06,Mid,mummichog,4
2015_024_06,9/1/2015,Mackworth Island - North,06,Mid,shorthorn sculpin,1
2015_024_06,9/1/2015,Mackworth Island - North,06,Mid,winter flounder,8
2015_024_04,9/1/2015,Mussel Cove,04,Mid,green crab,1
2015_024_04,9/1/2015,Mussel Cove,04,Mid,atlantic silverside,1174
2015_024_12,9/1/2015,Alewife Cove,12,Outer,northern puffer,1
2015_024_11,9/1/2015,Cushing Island,11,Outer,green crab,2
2015_024_11,9/1/2015,Cushing Island,11,Outer,sculpin spp,1
2015_024_11,9/1/2015,Cushing Island,11,Outer,atlantic silverside,15
2015_024_02,9/1/2015,Skitterygusset,02,Inner,green crab,1
2015_024_02,9/1/2015,Skitterygusset,02,Inner,atlantic silverside,210
2015_025_10,9/10/2015,SMCC,10,Outer,green crab,2
2015_025_10,9/10/2015,SMCC,10,Outer,atlantic silverside,31
2015_025_09,9/10/2015,Great Diamond Island,09,Outer,green crab,1
2015_025_09,9/10/2015,Great Diamond Island,09,Outer,atlantic silverside,21
2015_025_09,9/10/2015,Great Diamond Island,09,Outer,winter flounder,1
2015_025_03,9/10/2015,Audubon,03,Inner,green crab,1
2015_025_03,9/10/2015,Audubon,03,Inner,mummichog,3
2015_025_03,9/10/2015,Audubon,03,Inner,atlantic silverside,445
2015_025_01,9/10/2015,Presumpscot Moorings,01,Inner,green crab,15
2015_025_01,9/10/2015,Presumpscot Moorings,01,Inner,largemouth bass,2
2015_025_01,9/10/2015,Presumpscot Moorings,01,Inner,mummichog,250
2015_025_01,9/10/2015,Presumpscot Moorings,01,Inner,atlantic silverside,1
2015_025_07,9/10/2015,Mackworth Island - Beach,07,Mid,alewife,1
2015_025_07,9/10/2015,Mackworth Island - Beach,07,Mid,green crab,2
2015_025_07,9/10/2015,Mackworth Island - Beach,07,Mid,mummichog,25
2015_025_07,9/10/2015,Mackworth Island - Beach,07,Mid,atlantic silverside,736
2015_025_05,9/10/2015,The Brothers - North,05,Mid,green crab,1
2015_025_05,9/10/2015,The Brothers - North,05,Mid,mummichog,2
2015_025_05,9/10/2015,The Brothers - North,05,Mid,atlantic silverside,25
2015_025_05,9/10/2015,The Brothers - North,05,Mid,winter flounder,1
2015_026_12,9/16/2015,Alewife Cove,12,Outer,sandlance,89
2015_026_12,9/16/2015,Alewife Cove,12,Outer,winter flounder,2
2015_026_11,9/16/2015,Cushing Island,11,Outer,green crab,2
2015_026_11,9/16/2015,Cushing Island,11,Outer,lumpfish,2
2015_026_11,9/16/2015,Cushing Island,11,Outer,sandlance,2
2015_026_11,9/16/2015,Cushing Island,11,Outer,shorthorn sculpin,2
2015_026_11,9/16/2015,Cushing Island,11,Outer,atlantic silverside,10
2015_026_11,9/16/2015,Cushing Island,11,Outer,winter flounder,8
2015_026_02,9/16/2015,Skitterygusset,02,Inner,green crab,10
2015_026_02,9/16/2015,Skitterygusset,02,Inner,atlantic silverside,212
2015_026_08,9/16/2015,Back Cove,08,Mid,sandlance,1
2015_026_08,9/16/2015,Back Cove,08,Mid,atlantic silverside,26
2015_026_06,9/16/2015,Mackworth Island - North,06,Mid,green crab,6
2015_026_06,9/16/2015,Mackworth Island - North,06,Mid,shorthorn sculpin,4
2015_026_06,9/16/2015,Mackworth Island - North,06,Mid,atlantic silverside,1
2015_026_06,9/16/2015,Mackworth Island - North,06,Mid,atlantic tomcod,2
2015_026_06,9/16/2015,Mackworth Island - North,06,Mid,winter flounder,3
2015_026_04,9/16/2015,Mussel Cove,04,Mid,atlantic silverside,61
2015_027_09,9/24/2015,Great Diamond Island,09,Outer,hake spp,1
2015_027_09,9/24/2015,Great Diamond Island,09,Outer,mummichog,1
2015_027_09,9/24/2015,Great Diamond Island,09,Outer,northern pipefish,1
2015_027_09,9/24/2015,Great Diamond Island,09,Outer,atlantic silverside,1
2015_027_09,9/24/2015,Great Diamond Island,09,Outer,winter flounder,1
2015_027_07,9/24/2015,Mackworth Island - Beach,07,Mid,green crab,23
2015_027_07,9/24/2015,Mackworth Island - Beach,07,Mid,mummichog,159
2015_027_07,9/24/2015,Mackworth Island - Beach,07,Mid,atlantic silverside,1103
2015_027_07,9/24/2015,Mackworth Island - Beach,07,Mid,white mullet,2
2015_027_07,9/24/2015,Mackworth Island - Beach,07,Mid,winter flounder,4
2015_027_03,9/24/2015,Audubon,03,Inner,green crab,4
2015_027_03,9/24/2015,Audubon,03,Inner,mummichog,30
2015_027_03,9/24/2015,Audubon,03,Inner,atlantic silverside,106
2015_027_03,9/24/2015,Audubon,03,Inner,winter flounder,2
2015_027_01,9/24/2015,Presumpscot Moorings,01,Inner,alewife,1
2015_027_01,9/24/2015,Presumpscot Moorings,01,Inner,green crab,1
2015_027_01,9/24/2015,Presumpscot Moorings,01,Inner,mummichog,24
2015_027_10,9/24/2015,SMCC,10,Outer,green crab,3
2015_027_10,9/24/2015,SMCC,10,Outer,mummichog,1
2015_027_10,9/24/2015,SMCC,10,Outer,sandlance,1
2015_027_10,9/24/2015,SMCC,10,Outer,atlantic silverside,202
2015_027_10,9/24/2015,SMCC,10,Outer,winter flounder,2
2015_027_05,9/24/2015,The Brothers - North,05,Mid,green crab,1
2015_027_05,9/24/2015,The Brothers - North,05,Mid,longhorn sculpin,1
2015_027_05,9/24/2015,The Brothers - North,05,Mid,mummichog,122
2015_027_05,9/24/2015,The Brothers - North,05,Mid,atlantic silverside,9
2016_028_01,6/16/2016,Presumpscot Moorings,01,Inner,mummichog,4
2016_028_01,6/16/2016,Presumpscot Moorings,01,Inner,atlantic silverside,9
2016_028_01,6/16/2016,Presumpscot Moorings,01,Inner,atlantic tomcod,5
2016_028_03,6/16/2016,Audubon,03,Inner,atlantic herring,454
2016_028_03,6/16/2016,Audubon,03,Inner,green crab,1
2016_028_03,6/16/2016,Audubon,03,Inner,northern pipefish,1
2016_028_03,6/16/2016,Audubon,03,Inner,atlantic silverside,1
2016_028_03,6/16/2016,Audubon,03,Inner,atlantic tomcod,5
2016_028_03,6/16/2016,Audubon,03,Inner,winter flounder,1
2016_028_06,6/16/2016,Mackworth Island - North,06,Mid,atlantic herring,2122
2016_028_06,6/16/2016,Mackworth Island - North,06,Mid,green crab,2
2016_028_06,6/16/2016,Mackworth Island - North,06,Mid,atlantic silverside,6
2016_028_04,6/16/2016,Mussel Cove,04,Mid,atlantic herring,4
2016_028_04,6/16/2016,Mussel Cove,04,Mid,green crab,10
2016_028_04,6/16/2016,Mussel Cove,04,Mid,mummichog,271
2016_028_04,6/16/2016,Mussel Cove,04,Mid,atlantic silverside,37
2016_028_04,6/16/2016,Mussel Cove,04,Mid,winter flounder,10
2016_028_09,6/16/2016,Great Diamond Island,09,Outer,green crab,14
2016_028_09,6/16/2016,Great Diamond Island,09,Outer,mummichog,3
2016_028_09,6/16/2016,Great Diamond Island,09,Outer,sandlance,1
2016_028_09,6/16/2016,Great Diamond Island,09,Outer,winter flounder,1
2016_028_11,6/16/2016,Cushing Island,11,Outer,green crab,3
2016_028_11,6/16/2016,Cushing Island,11,Outer,northern pipefish,1
2016_028_11,6/16/2016,Cushing Island,11,Outer,winter flounder,7
2016_029_07,6/24/2016,Mackworth Island - Beach,07,Mid,atlantic herring,39
2016_029_07,6/24/2016,Mackworth Island - Beach,07,Mid,green crab,88
2016_029_07,6/24/2016,Mackworth Island - Beach,07,Mid,mummichog,2
2016_029_07,6/24/2016,Mackworth Island - Beach,07,Mid,atlantic silverside,1
2016_029_07,6/24/2016,Mackworth Island - Beach,07,Mid,winter flounder,7
2016_029_12,6/24/2016,Alewife Cove,12,Outer,green crab,1
2016_029_12,6/24/2016,Alewife Cove,12,Outer,sandlance,1
2016_029_05,6/24/2016,The Brothers - North,05,Mid,mummichog,22
2016_029_05,6/24/2016,The Brothers - North,05,Mid,sculpin spp,1
2016_029_05,6/24/2016,The Brothers - North,05,Mid,atlantic silverside,10
2016_029_05,6/24/2016,The Brothers - North,05,Mid,atlantic tomcod,1
2016_029_02,6/24/2016,Skitterygusset,02,Inner,alewife,21
2016_029_02,6/24/2016,Skitterygusset,02,Inner,atlantic herring,4
2016_029_02,6/24/2016,Skitterygusset,02,Inner,green crab,7
2016_029_02,6/24/2016,Skitterygusset,02,Inner,atlantic silverside,21
2016_029_08,6/24/2016,Back Cove,08,Mid,white mullet,2
2016_030_01,6/30/2016,Presumpscot Moorings,01,Inner,alewife,21
2016_030_01,6/30/2016,Presumpscot Moorings,01,Inner,mummichog,1
2016_030_01,6/30/2016,Presumpscot Moorings,01,Inner,atlantic silverside,10
2016_030_01,6/30/2016,Presumpscot Moorings,01,Inner,smallmouth bass,1
2016_030_03,6/30/2016,Audubon,03,Inner,alewife,3
2016_030_03,6/30/2016,Audubon,03,Inner,atlantic silverside,11
2016_030_03,6/30/2016,Audubon,03,Inner,atlantic tomcod,11
2016_030_06,6/30/2016,Mackworth Island - North,06,Mid,atlantic herring,73
2016_030_06,6/30/2016,Mackworth Island - North,06,Mid,green crab,2
2016_030_06,6/30/2016,Mackworth Island - North,06,Mid,atlantic silverside,5
2016_030_06,6/30/2016,Mackworth Island - North,06,Mid,atlantic tomcod,1
2016_030_09,6/30/2016,Great Diamond Island,09,Outer,green crab,12
2016_030_09,6/30/2016,Great Diamond Island,09,Outer,winter flounder,2
2016_030_11,6/30/2016,Cushing Island,11,Outer,green crab,1
2016_030_11,6/30/2016,Cushing Island,11,Outer,pollock,1
2016_030_11,6/30/2016,Cushing Island,11,Outer,threespine stickleback,1
2016_030_11,6/30/2016,Cushing Island,11,Outer,atlantic tomcod,1
2016_031_02,7/13/2016,Skitterygusset,02,Inner,mummichog,636
2016_031_02,7/13/2016,Skitterygusset,02,Inner,green crab,10
2016_031_07,7/13/2016,Mackworth Island - Beach,07,Mid,winter flounder,27
2016_031_07,7/13/2016,Mackworth Island - Beach,07,Mid,green crab,110
2016_031_07,7/13/2016,Mackworth Island - Beach,07,Mid,atlantic silverside,1
2016_031_05,7/13/2016,The Brothers - North,05,Mid,shorthorn sculpin,2
2016_031_05,7/13/2016,The Brothers - North,05,Mid,winter flounder,19
2016_031_05,7/13/2016,The Brothers - North,05,Mid,northern pipefish,1
2016_031_05,7/13/2016,The Brothers - North,05,Mid,green crab,2
2016_031_12,7/13/2016,Alewife Cove,12,Outer,sandlance,45
2016_031_10,7/13/2016,SMCC,10,Outer,smelt,2
2016_031_10,7/13/2016,SMCC,10,Outer,winter flounder,70
2016_031_10,7/13/2016,SMCC,10,Outer,northern pipefish,1
2016_031_10,7/13/2016,SMCC,10,Outer,green crab,15
2016_031_10,7/13/2016,SMCC,10,Outer,sculpin spp,3
2016_031_08,7/13/2016,Back Cove,08,Mid,mummichog,10
2016_031_08,7/13/2016,Back Cove,08,Mid,green crab,22
2016_032_09,7/19/2016,Great Diamond Island,09,Outer,green crab,3
2016_032_09,7/19/2016,Great Diamond Island,09,Outer,winter flounder,29
2016_032_06,7/19/2016,Mackworth Island - North,06,Mid,atlantic silverside,5
2016_032_03,7/19/2016,Audubon,03,Inner,green crab,6
2016_032_06,7/19/2016,Mackworth Island - North,06,Mid,green crab,1
2016_032_03,7/19/2016,Audubon,03,Inner,northern pipefish,2
2016_032_03,7/19/2016,Audubon,03,Inner,alewife,201
2016_032_03,7/19/2016,Audubon,03,Inner,atlantic silverside,8
2016_032_03,7/19/2016,Audubon,03,Inner,winter flounder,10
2016_032_03,7/19/2016,Audubon,03,Inner,atlantic tomcod,1
2016_032_03,7/19/2016,Audubon,03,Inner,mummichog,5
2016_032_01,7/19/2016,Presumpscot Moorings,01,Inner,green crab,1
2016_032_04,7/19/2016,Mussel Cove,04,Mid,green crab,1
2016_032_04,7/19/2016,Mussel Cove,04,Mid,atlantic silverside,16
2016_032_04,7/19/2016,Mussel Cove,04,Mid,winter flounder,1
2016_032_04,7/19/2016,Mussel Cove,04,Mid,alewife,11
2016_032_11,7/19/2016,Cushing Island,11,Outer,green crab,4
2016_033_07,7/20/2016,Mackworth Island - Beach,07,Mid,atlantic silverside,52
2016_033_07,7/20/2016,Mackworth Island - Beach,07,Mid,alewife,8
2016_033_07,7/20/2016,Mackworth Island - Beach,07,Mid,green crab,1
2016_033_05,7/20/2016,The Brothers - North,05,Mid,atlantic silverside,94
2016_033_05,7/20/2016,The Brothers - North,05,Mid,winter flounder,6
2016_033_05,7/20/2016,The Brothers - North,05,Mid,atlantic herring,1
2016_033_05,7/20/2016,The Brothers - North,05,Mid,green crab,3
2016_034_11,7/26/2016,Cushing Island,11,Outer,lumpfish,1
2016_034_11,7/26/2016,Cushing Island,11,Outer,green crab,4
2016_034_06,7/26/2016,Mackworth Island - North,06,Mid,green crab,10
2016_034_06,7/26/2016,Mackworth Island - North,06,Mid,winter flounder,66
2016_034_06,7/26/2016,Mackworth Island - North,06,Mid,atlantic silverside,9
2016_034_06,7/26/2016,Mackworth Island - North,06,Mid,northern pipefish,1
2016_034_06,7/26/2016,Mackworth Island - North,06,Mid,sculpin spp,13
2016_034_04,7/26/2016,Mussel Cove,04,Mid,mummichog,188
2016_034_04,7/26/2016,Mussel Cove,04,Mid,atlantic silverside,40
2016_034_04,7/26/2016,Mussel Cove,04,Mid,green crab,1
2016_034_03,7/26/2016,Audubon,03,Inner,mummichog,36
2016_034_03,7/26/2016,Audubon,03,Inner,winter flounder,1
2016_034_03,7/26/2016,Audubon,03,Inner,green crab,10
2016_034_03,7/26/2016,Audubon,03,Inner,alewife,13
2016_034_03,7/26/2016,Audubon,03,Inner,bluefish,2
2016_034_03,7/26/2016,Audubon,03,Inner,atlantic silverside,22
2016_034_01,7/26/2016,Presumpscot Moorings,01,Inner,white sucker,3
2016_034_01,7/26/2016,Presumpscot Moorings,01,Inner,mummichog,37
2016_034_01,7/26/2016,Presumpscot Moorings,01,Inner,bluefish,3
2016_034_01,7/26/2016,Presumpscot Moorings,01,Inner,shiner spp,1
2016_034_01,7/26/2016,Presumpscot Moorings,01,Inner,shiner spp,2
2016_034_01,7/26/2016,Presumpscot Moorings,01,Inner,alewife,2
2016_035_10,8/2/2016,SMCC,10,Outer,winter flounder,2
2016_035_10,8/2/2016,SMCC,10,Outer,green crab,2
2016_035_10,8/2/2016,SMCC,10,Outer,atlantic silverside,2
2016_035_09,8/2/2016,Great Diamond Island,09,Outer,winter flounder,2
2016_035_07,8/2/2016,Mackworth Island - Beach,07,Mid,green crab,11
2016_035_07,8/2/2016,Mackworth Island - Beach,07,Mid,atlantic silverside,3
2016_035_02,8/2/2016,Skitterygusset,02,Inner,green crab,1
2016_035_02,8/2/2016,Skitterygusset,02,Inner,atlantic silverside,3
2016_035_02,8/2/2016,Skitterygusset,02,Inner,alewife,2
2016_035_08,8/2/2016,Back Cove,08,Mid,mummichog,2
2016_036_01,8/11/2016,Presumpscot Moorings,01,Inner,atlantic silverside,33
2016_036_01,8/11/2016,Presumpscot Moorings,01,Inner,mummichog,100
2016_036_03,8/11/2016,Audubon,03,Inner,atlantic silverside,149
2016_036_03,8/11/2016,Audubon,03,Inner,mummichog,132
2016_036_03,8/11/2016,Audubon,03,Inner,winter flounder,1
2016_036_03,8/11/2016,Audubon,03,Inner,green crab,2
2016_036_03,8/11/2016,Audubon,03,Inner,alewife,2
2016_036_06,8/11/2016,Mackworth Island - North,06,Mid,atlantic silverside,6
2016_036_06,8/11/2016,Mackworth Island - North,06,Mid,mummichog,22
2016_036_06,8/11/2016,Mackworth Island - North,06,Mid,green crab,16
2016_036_06,8/11/2016,Mackworth Island - North,06,Mid,winter flounder,1
2016_036_05,8/11/2016,The Brothers - North,05,Mid,atlantic silverside,65
2016_036_05,8/11/2016,The Brothers - North,05,Mid,winter flounder,2
2016_036_05,8/11/2016,The Brothers - North,05,Mid,mummichog,5
2016_036_04,8/11/2016,Mussel Cove,04,Mid,atlantic silverside,2014
2016_036_04,8/11/2016,Mussel Cove,04,Mid,mummichog,1618
2016_036_04,8/11/2016,Mussel Cove,04,Mid,winter flounder,67
2016_036_04,8/11/2016,Mussel Cove,04,Mid,alewife,7
2016_036_11,8/11/2016,Cushing Island,11,Outer,atlantic silverside,1
2016_036_11,8/11/2016,Cushing Island,11,Outer,green crab,7
2016_036_11,8/11/2016,Cushing Island,11,Outer,winter flounder,4
2016_037_02,8/18/2016,Skitterygusset,02,Inner,atlantic silverside,15
2016_037_02,8/18/2016,Skitterygusset,02,Inner,mummichog,353
2016_037_08,8/18/2016,Back Cove,08,Mid,green crab,1
2016_037_08,8/18/2016,Back Cove,08,Mid,mummichog,106
2016_037_09,8/18/2016,Great Diamond Island,09,Outer,green crab,10
2016_037_09,8/18/2016,Great Diamond Island,09,Outer,atlantic silverside,57
2016_037_09,8/18/2016,Great Diamond Island,09,Outer,winter flounder,3
2016_037_09,8/18/2016,Great Diamond Island,09,Outer,mummichog,5
2016_037_10,8/18/2016,SMCC,10,Outer,atlantic silverside,1
2016_037_10,8/18/2016,SMCC,10,Outer,green crab,4
2016_037_07,8/18/2016,Mackworth Island - Beach,07,Mid,atlantic silverside,107
2016_037_07,8/18/2016,Mackworth Island - Beach,07,Mid,winter flounder,6
2016_037_07,8/18/2016,Mackworth Island - Beach,07,Mid,green crab,35
2016_037_07,8/18/2016,Mackworth Island - Beach,07,Mid,mummichog,4
2016_037_12,8/18/2016,Alewife Cove,12,Outer,green crab,1
2016_038_04,9/2/2016,Mussel Cove,04,Mid,green crab,8
2016_038_04,9/2/2016,Mussel Cove,04,Mid,winter flounder,20
2016_038_04,9/2/2016,Mussel Cove,04,Mid,atlantic silverside,17
2016_038_04,9/2/2016,Mussel Cove,04,Mid,shorthorn sculpin,1
2016_038_06,9/2/2016,Mackworth Island - North,06,Mid,atlantic silverside,75
2016_038_06,9/2/2016,Mackworth Island - North,06,Mid,mummichog,1
2016_038_03,9/2/2016,Audubon,03,Inner,atlantic silverside,1036
2016_038_03,9/2/2016,Audubon,03,Inner,bluefish,6
2016_038_03,9/2/2016,Audubon,03,Inner,winter flounder,5
2016_038_03,9/2/2016,Audubon,03,Inner,green crab,19
2016_038_01,9/2/2016,Presumpscot Moorings,01,Inner,atlantic silverside,1196
2016_038_01,9/2/2016,Presumpscot Moorings,01,Inner,green crab,1
2016_038_01,9/2/2016,Presumpscot Moorings,01,Inner,alewife,3
2016_038_01,9/2/2016,Presumpscot Moorings,01,Inner,winter flounder,1
2016_038_11,9/2/2016,Cushing Island,11,Outer,alewife,61
2016_038_11,9/2/2016,Cushing Island,11,Outer,smallmouth bass,7
2016_038_11,9/2/2016,Cushing Island,11,Outer,killifish spp,12
2016_038_11,9/2/2016,Cushing Island,11,Outer,largemouth bass,1
2016_039_10,9/7/2016,SMCC,10,Outer,green crab,8
2016_039_10,9/7/2016,SMCC,10,Outer,atlantic silverside,41
2016_039_10,9/7/2016,SMCC,10,Outer,winter flounder,8
2016_039_10,9/7/2016,SMCC,10,Outer,shorthorn sculpin,1
2016_039_09,9/7/2016,Great Diamond Island,09,Outer,atlantic silverside,2209
2016_039_09,9/7/2016,Great Diamond Island,09,Outer,winter flounder,1
2016_039_09,9/7/2016,Great Diamond Island,09,Outer,green crab,1
2016_039_09,9/7/2016,Great Diamond Island,09,Outer,mummichog,47
2016_039_07,9/7/2016,Mackworth Island - Beach,07,Mid,atlantic silverside,1910
2016_039_07,9/7/2016,Mackworth Island - Beach,07,Mid,mummichog,32
2016_039_07,9/7/2016,Mackworth Island - Beach,07,Mid,green crab,1
2016_039_02,9/7/2016,Skitterygusset,02,Inner,atlantic silverside,964
2016_039_02,9/7/2016,Skitterygusset,02,Inner,bluefish,1
2016_039_02,9/7/2016,Skitterygusset,02,Inner,mummichog,3
2016_039_02,9/7/2016,Skitterygusset,02,Inner,green crab,3
2016_039_08,9/7/2016,Back Cove,08,Mid,atlantic silverside,44
2016_039_08,9/7/2016,Back Cove,08,Mid,mummichog,152
2016_039_08,9/7/2016,Back Cove,08,Mid,green crab,6
2017_040_02,6/22/2017,Skitterygusset,02,Inner,atlantic tomcod,2
2017_040_02,6/22/2017,Skitterygusset,02,Inner,atlantic silverside,20
2017_040_02,6/22/2017,Skitterygusset,02,Inner,green crab,1
2017_040_06,6/22/2017,Mackworth Island - North,06,Mid,atlantic silverside,9
2017_040_06,6/22/2017,Mackworth Island - North,06,Mid,atlantic herring,1505
2017_040_06,6/22/2017,Mackworth Island - North,06,Mid,green crab,3
2017_040_06,6/22/2017,Mackworth Island - North,06,Mid,winter flounder,4
2017_040_04,6/22/2017,Mussel Cove,04,Mid,atlantic silverside,79
2017_040_04,6/22/2017,Mussel Cove,04,Mid,green crab,1
2017_040_09,6/22/2017,Great Diamond Island,09,Outer,shorthorn sculpin,9
2017_040_11,6/22/2017,Cushing Island,11,Outer,winter flounder,1
2017_040_11,6/22/2017,Cushing Island,11,Outer,green crab,3
2017_040_11,6/22/2017,Cushing Island,11,Outer,atlantic tomcod,1
2017_040_11,6/22/2017,Cushing Island,11,Outer,shorthorn sculpin,2
2017_040_10,6/22/2017,SMCC,10,Outer,northern pipefish,1
2017_040_10,6/22/2017,SMCC,10,Outer,atlantic tomcod,5
2017_040_10,6/22/2017,SMCC,10,Outer,shorthorn sculpin,3
2017_040_10,6/22/2017,SMCC,10,Outer,green crab,8
2017_041_12,6/27/2017,Alewife Cove,12,Outer,sandlance,1
2017_041_12,6/27/2017,Alewife Cove,12,Outer,slimy sculpin,1
2017_041_05,6/27/2017,The Brothers - North,05,Mid,green crab,1
2017_041_05,6/27/2017,The Brothers - North,05,Mid,atlantic silverside,7
2017_041_05,6/27/2017,The Brothers - North,05,Mid,atlantic tomcod,2
2017_041_07,6/27/2017,Mackworth Island - Beach,07,Mid,atlantic herring,7325
2017_041_07,6/27/2017,Mackworth Island - Beach,07,Mid,atlantic tomcod,1
2017_041_07,6/27/2017,Mackworth Island - Beach,07,Mid,green crab,19
2017_041_07,6/27/2017,Mackworth Island - Beach,07,Mid,atlantic silverside,1
2017_041_01,6/27/2017,Presumpscot Moorings,01,Inner,mummichog,1
2017_041_03,6/27/2017,Audubon,03,Inner,atlantic tomcod,2
2017_041_03,6/27/2017,Audubon,03,Inner,atlantic herring,18
2017_041_03,6/27/2017,Audubon,03,Inner,mummichog,13
2017_042_10,7/6/2017,SMCC,10,Outer,grubby sculpin,3
2017_042_10,7/6/2017,SMCC,10,Outer,atlantic tomcod,3
2017_042_10,7/6/2017,SMCC,10,Outer,atlantic herring,3
2017_042_10,7/6/2017,SMCC,10,Outer,alewife,49
2017_042_10,7/6/2017,SMCC,10,Outer,green crab,2
2017_042_10,7/6/2017,SMCC,10,Outer,northern pipefish,1
2017_042_10,7/6/2017,SMCC,10,Outer,atlantic silverside,3
2017_042_02,7/6/2017,Skitterygusset,02,Inner,green crab,1
2017_042_04,7/6/2017,Mussel Cove,04,Mid,atlantic herring,422
2017_042_04,7/6/2017,Mussel Cove,04,Mid,atlantic silverside,3
2017_042_09,7/6/2017,Great Diamond Island,09,Outer,green crab,2
2017_042_11,7/6/2017,Cushing Island,11,Outer,atlantic herring,613
2017_043_12,7/12/2017,Alewife Cove,12,Outer,winter flounder,1
2017_043_12,7/12/2017,Alewife Cove,12,Outer,sandlance,1
2017_043_01,7/12/2017,Presumpscot Moorings,01,Inner,atlantic silverside,6
2017_043_03,7/12/2017,Audubon,03,Inner,green crab,4
2017_043_03,7/12/2017,Audubon,03,Inner,northern pipefish,1
2017_043_03,7/12/2017,Audubon,03,Inner,winter flounder,1
2017_043_03,7/12/2017,Audubon,03,Inner,atlantic silverside,82
2017_043_03,7/12/2017,Audubon,03,Inner,bluefish,1
2017_043_03,7/12/2017,Audubon,03,Inner,atlantic herring,1
2017_043_03,7/12/2017,Audubon,03,Inner,alewife,1
2017_043_07,7/12/2017,Mackworth Island - Beach,07,Mid,atlantic herring,74
2017_043_07,7/12/2017,Mackworth Island - Beach,07,Mid,sculpin spp,1
2017_043_07,7/12/2017,Mackworth Island - Beach,07,Mid,green crab,21
2017_043_07,7/12/2017,Mackworth Island - Beach,07,Mid,winter flounder,1
2017_044_02,7/18/2017,Skitterygusset,02,Inner,atlantic silverside,28
2017_044_02,7/18/2017,Skitterygusset,02,Inner,alewife,2
2017_044_02,7/18/2017,Skitterygusset,02,Inner,mummichog,2
2017_044_02,7/18/2017,Skitterygusset,02,Inner,green crab,5
2017_044_06,7/18/2017,Mackworth Island - North,06,Mid,green crab,6
2017_044_06,7/18/2017,Mackworth Island - North,06,Mid,atlantic tomcod,4
2017_044_06,7/18/2017,Mackworth Island - North,06,Mid,winter flounder,2
2017_044_06,7/18/2017,Mackworth Island - North,06,Mid,grubby sculpin,16
2017_044_06,7/18/2017,Mackworth Island - North,06,Mid,northern pipefish,1
2017_044_04,7/18/2017,Mussel Cove,04,Mid,green crab,2
2017_044_04,7/18/2017,Mussel Cove,04,Mid,winter flounder,20
2017_044_04,7/18/2017,Mussel Cove,04,Mid,atlantic silverside,13
2017_044_04,7/18/2017,Mussel Cove,04,Mid,northern pipefish,2
2017_044_04,7/18/2017,Mussel Cove,04,Mid,mummichog,4
2017_044_04,7/18/2017,Mussel Cove,04,Mid,atlantic herring,2
2017_044_04,7/18/2017,Mussel Cove,04,Mid,grubby sculpin,6
2017_044_09,7/18/2017,Great Diamond Island,09,Outer,green crab,2
2017_044_11,7/18/2017,Cushing Island,11,Outer,green crab,4
2017_044_11,7/18/2017,Cushing Island,11,Outer,shorthorn sculpin,2
2017_044_11,7/18/2017,Cushing Island,11,Outer,atlantic tomcod,2
2017_044_11,7/18/2017,Cushing Island,11,Outer,alewife,3
2017_044_11,7/18/2017,Cushing Island,11,Outer,winter flounder,1
2017_044_10,7/18/2017,SMCC,10,Outer,green crab,4
2017_044_10,7/18/2017,SMCC,10,Outer,winter flounder,5
2017_044_10,7/18/2017,SMCC,10,Outer,atlantic tomcod,2
2017_044_10,7/18/2017,SMCC,10,Outer,grubby sculpin,1
2017_044_10,7/18/2017,SMCC,10,Outer,rock gunnel,2
2017_045_12,7/26/2017,Alewife Cove,12,Outer,sandlance,12
2017_045_12,7/26/2017,Alewife Cove,12,Outer,grubby sculpin,2
