"loc_id","date","site_name","site_id","bay_location","species_name","catch","week","month","year"
"2015_018_06",2015-07-21,"Mackworth Island - North","06","Mid","common dab",4,30,7,2015
"2015_018_06",2015-07-21,"Mackworth Island - North","06","Mid","green crab",3,30,7,2015
"2015_018_06",2015-07-21,"Mackworth Island - North","06","Mid","shorthorn sculpin",2,30,7,2015
"2015_018_06",2015-07-21,"Mackworth Island - North","06","Mid","atlantic silverside",1,30,7,2015
"2015_018_02",2015-07-21,"Skitterygusset","02","Inner","alewife",1,30,7,2015
"2015_018_02",2015-07-21,"Skitterygusset","02","Inner","green crab",3,30,7,2015
"2015_018_02",2015-07-21,"Skitterygusset","02","Inner","mummichog",1,30,7,2015
"2015_018_02",2015-07-21,"Skitterygusset","02","Inner","atlantic silverside",64,30,7,2015
"2015_018_02",2015-07-21,"Skitterygusset","02","Inner","smelt",1,30,7,2015
"2015_018_08",2015-07-21,"Back Cove","08","Mid","atlantic silverside",43,30,7,2015
"2015_019_05",2015-07-29,"The Brothers - North","05","Mid","winter flounder",1,31,7,2015
"2015_019_07",2015-07-29,"Mackworth Island - Beach","07","Mid","green crab",96,31,7,2015
"2015_019_07",2015-07-29,"Mackworth Island - Beach","07","Mid","mummichog",4,31,7,2015
"2015_019_07",2015-07-29,"Mackworth Island - Beach","07","Mid","winter flounder",16,31,7,2015
"2015_019_01",2015-07-29,"Presumpscot Moorings","01","Inner","green crab",1,31,7,2015
"2015_019_01",2015-07-29,"Presumpscot Moorings","01","Inner","largemouth bass",1,31,7,2015
"2015_019_01",2015-07-29,"Presumpscot Moorings","01","Inner","atlantic silverside",16,31,7,2015
"2015_019_01",2015-07-29,"Presumpscot Moorings","01","Inner","white sucker",2,31,7,2015
"2015_019_03",2015-07-29,"Audubon","03","Inner","green crab",6,31,7,2015
"2015_019_03",2015-07-29,"Audubon","03","Inner","mummichog",45,31,7,2015
"2015_019_03",2015-07-29,"Audubon","03","Inner","atlantic silverside",117,31,7,2015
"2015_019_09",2015-07-29,"Great Diamond Island","09","Outer","green crab",8,31,7,2015
"2015_019_09",2015-07-29,"Great Diamond Island","09","Outer","winter flounder",3,31,7,2015
"2015_019_10",2015-07-29,"SMCC","10","Outer","green crab",13,31,7,2015
"2015_019_10",2015-07-29,"SMCC","10","Outer","longhorn sculpin",6,31,7,2015
"2015_019_10",2015-07-29,"SMCC","10","Outer","sandlance",65,31,7,2015
"2015_019_10",2015-07-29,"SMCC","10","Outer","winter flounder",26,31,7,2015
"2015_020_12",2015-08-05,"Alewife Cove","12","Outer","sandlance",11,32,8,2015
"2015_020_12",2015-08-05,"Alewife Cove","12","Outer","tomcod",1,32,8,2015
"2015_020_11",2015-08-05,"Cushing Island","11","Outer","green crab",5,32,8,2015
"2015_020_11",2015-08-05,"Cushing Island","11","Outer","longhorn sculpin",5,32,8,2015
"2015_020_04",2015-08-05,"Mussel Cove","04","Mid","green crab",15,32,8,2015
"2015_020_04",2015-08-05,"Mussel Cove","04","Mid","mummichog",241,32,8,2015
"2015_020_04",2015-08-05,"Mussel Cove","04","Mid","atlantic silverside",15,32,8,2015
"2015_020_04",2015-08-05,"Mussel Cove","04","Mid","winter flounder",5,32,8,2015
"2015_020_06",2015-08-05,"Mackworth Island - North","06","Mid","green crab",5,32,8,2015
"2015_020_06",2015-08-05,"Mackworth Island - North","06","Mid","mummichog",1,32,8,2015
"2015_020_06",2015-08-05,"Mackworth Island - North","06","Mid","winter flounder",3,32,8,2015
"2015_020_02",2015-08-05,"Skitterygusset","02","Inner","alewife",117,32,8,2015
"2015_020_02",2015-08-05,"Skitterygusset","02","Inner","green crab",5,32,8,2015
"2015_020_02",2015-08-05,"Skitterygusset","02","Inner","atlantic silverside",58,32,8,2015
"2015_021_10",2015-08-13,"SMCC","10","Outer","green crab",3,33,8,2015
"2015_021_10",2015-08-13,"SMCC","10","Outer","winter flounder",3,33,8,2015
"2015_021_09",2015-08-13,"Great Diamond Island","09","Outer","longhorn sculpin",2,33,8,2015
"2015_021_09",2015-08-13,"Great Diamond Island","09","Outer","sandlance",1,33,8,2015
"2015_021_09",2015-08-13,"Great Diamond Island","09","Outer","atlantic silverside",23,33,8,2015
"2015_021_07",2015-08-13,"Mackworth Island - Beach","07","Mid","green crab",36,33,8,2015
"2015_021_07",2015-08-13,"Mackworth Island - Beach","07","Mid","mummichog",8,33,8,2015
"2015_021_07",2015-08-13,"Mackworth Island - Beach","07","Mid","atlantic silverside",595,33,8,2015
"2015_021_07",2015-08-13,"Mackworth Island - Beach","07","Mid","winter flounder",2,33,8,2015
"2015_021_01",2015-08-13,"Presumpscot Moorings","01","Inner","green crab",3,33,8,2015
"2015_021_01",2015-08-13,"Presumpscot Moorings","01","Inner","mummichog",62,33,8,2015
"2015_021_01",2015-08-13,"Presumpscot Moorings","01","Inner","atlantic silverside",63,33,8,2015
"2015_021_03",2015-08-13,"Audubon","03","Inner","alewife",22,33,8,2015
"2015_021_03",2015-08-13,"Audubon","03","Inner","green crab",15,33,8,2015
"2015_021_03",2015-08-13,"Audubon","03","Inner","mummichog",981,33,8,2015
"2015_021_03",2015-08-13,"Audubon","03","Inner","northern pipefish",1,33,8,2015
"2015_021_03",2015-08-13,"Audubon","03","Inner","atlantic silverside",47,33,8,2015
"2015_022_12",2015-08-19,"Alewife Cove","12","Outer","green crab",1,34,8,2015
"2015_022_12",2015-08-19,"Alewife Cove","12","Outer","sandlance",11,34,8,2015
"2015_022_12",2015-08-19,"Alewife Cove","12","Outer","winter flounder",3,34,8,2015
"2015_022_11",2015-08-19,"Cushing Island","11","Outer","green crab",3,34,8,2015
"2015_022_11",2015-08-19,"Cushing Island","11","Outer","tomcod",1,34,8,2015
"2015_022_11",2015-08-19,"Cushing Island","11","Outer","winter flounder",1,34,8,2015
"2015_022_04",2015-08-19,"Mussel Cove","04","Mid","mummichog",12,34,8,2015
"2015_022_04",2015-08-19,"Mussel Cove","04","Mid","atlantic silverside",16,34,8,2015
"2015_022_06",2015-08-19,"Mackworth Island - North","06","Mid","green crab",16,34,8,2015
"2015_022_06",2015-08-19,"Mackworth Island - North","06","Mid","northern pipefish",1,34,8,2015
"2015_022_06",2015-08-19,"Mackworth Island - North","06","Mid","shorthorn sculpin",6,34,8,2015
"2015_022_06",2015-08-19,"Mackworth Island - North","06","Mid","atlantic silverside",1,34,8,2015
"2015_022_06",2015-08-19,"Mackworth Island - North","06","Mid","winter flounder",10,34,8,2015
"2015_022_02",2015-08-19,"Skitterygusset","02","Inner","green crab",2,34,8,2015
"2015_022_02",2015-08-19,"Skitterygusset","02","Inner","mummichog",384,34,8,2015
"2015_022_02",2015-08-19,"Skitterygusset","02","Inner","atlantic silverside",40,34,8,2015
"2015_022_08",2015-08-19,"Back Cove","08","Mid","mummichog",2,34,8,2015
"2015_022_08",2015-08-19,"Back Cove","08","Mid","atlantic silverside",1,34,8,2015
"2015_022_08",2015-08-19,"Back Cove","08","Mid","striped bass",1,34,8,2015
"2015_022_08",2015-08-19,"Back Cove","08","Mid","winter flounder",2,34,8,2015
"2015_023_10",2015-08-25,"SMCC","10","Outer","green crab",3,35,8,2015
"2015_023_01",2015-08-25,"Presumpscot Moorings","01","Inner","green crab",2,35,8,2015
"2015_023_01",2015-08-25,"Presumpscot Moorings","01","Inner","mummichog",40,35,8,2015
"2015_023_03",2015-08-25,"Audubon","03","Inner","american eel",1,35,8,2015
"2015_023_03",2015-08-25,"Audubon","03","Inner","bluefish",1,35,8,2015
"2015_023_03",2015-08-25,"Audubon","03","Inner","green crab",17,35,8,2015
"2015_023_03",2015-08-25,"Audubon","03","Inner","mummichog",640,35,8,2015
"2015_023_03",2015-08-25,"Audubon","03","Inner","atlantic silverside",288,35,8,2015
"2015_023_03",2015-08-25,"Audubon","03","Inner","winter flounder",2,35,8,2015
"2015_023_07",2015-08-25,"Mackworth Island - Beach","07","Mid","green crab",41,35,8,2015
"2015_023_07",2015-08-25,"Mackworth Island - Beach","07","Mid","mummichog",15,35,8,2015
"2015_023_07",2015-08-25,"Mackworth Island - Beach","07","Mid","sandlance",1,35,8,2015
"2015_023_07",2015-08-25,"Mackworth Island - Beach","07","Mid","atlantic silverside",92,35,8,2015
"2015_023_07",2015-08-25,"Mackworth Island - Beach","07","Mid","winter flounder",1,35,8,2015
"2015_023_05",2015-08-25,"The Brothers - North","05","Mid","green crab",2,35,8,2015
"2015_023_05",2015-08-25,"The Brothers - North","05","Mid","mummichog",7,35,8,2015
"2015_023_09",2015-08-25,"Great Diamond Island","09","Outer","green crab",7,35,8,2015
"2015_023_09",2015-08-25,"Great Diamond Island","09","Outer","mummichog",1,35,8,2015
"2015_023_09",2015-08-25,"Great Diamond Island","09","Outer","northern pipefish",1,35,8,2015
"2015_023_09",2015-08-25,"Great Diamond Island","09","Outer","winter flounder",2,35,8,2015
"2015_024_06",2015-09-01,"Mackworth Island - North","06","Mid","green crab",22,36,9,2015
"2015_024_06",2015-09-01,"Mackworth Island - North","06","Mid","mummichog",4,36,9,2015
"2015_024_06",2015-09-01,"Mackworth Island - North","06","Mid","shorthorn sculpin",1,36,9,2015
"2015_024_06",2015-09-01,"Mackworth Island - North","06","Mid","winter flounder",8,36,9,2015
"2015_024_04",2015-09-01,"Mussel Cove","04","Mid","green crab",1,36,9,2015
"2015_024_04",2015-09-01,"Mussel Cove","04","Mid","atlantic silverside",1174,36,9,2015
"2015_024_12",2015-09-01,"Alewife Cove","12","Outer","northern puffer",1,36,9,2015
"2015_024_11",2015-09-01,"Cushing Island","11","Outer","green crab",2,36,9,2015
"2015_024_11",2015-09-01,"Cushing Island","11","Outer","unID sculpin",1,36,9,2015
"2015_024_11",2015-09-01,"Cushing Island","11","Outer","atlantic silverside",15,36,9,2015
"2015_024_02",2015-09-01,"Skitterygusset","02","Inner","green crab",1,36,9,2015
"2015_024_02",2015-09-01,"Skitterygusset","02","Inner","atlantic silverside",210,36,9,2015
"2015_025_10",2015-09-10,"SMCC","10","Outer","green crab",2,37,9,2015
"2015_025_10",2015-09-10,"SMCC","10","Outer","atlantic silverside",31,37,9,2015
"2015_025_09",2015-09-10,"Great Diamond Island","09","Outer","green crab",1,37,9,2015
"2015_025_09",2015-09-10,"Great Diamond Island","09","Outer","atlantic silverside",21,37,9,2015
"2015_025_09",2015-09-10,"Great Diamond Island","09","Outer","winter flounder",1,37,9,2015
"2015_025_03",2015-09-10,"Audubon","03","Inner","green crab",1,37,9,2015
"2015_025_03",2015-09-10,"Audubon","03","Inner","mummichog",3,37,9,2015
"2015_025_03",2015-09-10,"Audubon","03","Inner","atlantic silverside",445,37,9,2015
"2015_025_01",2015-09-10,"Presumpscot Moorings","01","Inner","green crab",15,37,9,2015
"2015_025_01",2015-09-10,"Presumpscot Moorings","01","Inner","largemouth bass",2,37,9,2015
"2015_025_01",2015-09-10,"Presumpscot Moorings","01","Inner","mummichog",250,37,9,2015
"2015_025_01",2015-09-10,"Presumpscot Moorings","01","Inner","atlantic silverside",1,37,9,2015
"2015_025_07",2015-09-10,"Mackworth Island - Beach","07","Mid","alewife",1,37,9,2015
"2015_025_07",2015-09-10,"Mackworth Island - Beach","07","Mid","green crab",2,37,9,2015
"2015_025_07",2015-09-10,"Mackworth Island - Beach","07","Mid","mummichog",25,37,9,2015
"2015_025_07",2015-09-10,"Mackworth Island - Beach","07","Mid","atlantic silverside",736,37,9,2015
"2015_025_05",2015-09-10,"The Brothers - North","05","Mid","green crab",1,37,9,2015
"2015_025_05",2015-09-10,"The Brothers - North","05","Mid","mummichog",2,37,9,2015
"2015_025_05",2015-09-10,"The Brothers - North","05","Mid","atlantic silverside",25,37,9,2015
"2015_025_05",2015-09-10,"The Brothers - North","05","Mid","winter flounder",1,37,9,2015
"2015_026_12",2015-09-16,"Alewife Cove","12","Outer","sandlance",89,38,9,2015
"2015_026_12",2015-09-16,"Alewife Cove","12","Outer","winter flounder",2,38,9,2015
"2015_026_11",2015-09-16,"Cushing Island","11","Outer","green crab",2,38,9,2015
"2015_026_11",2015-09-16,"Cushing Island","11","Outer","lumpfish",2,38,9,2015
"2015_026_11",2015-09-16,"Cushing Island","11","Outer","sandlance",2,38,9,2015
"2015_026_11",2015-09-16,"Cushing Island","11","Outer","shorthorn sculpin",2,38,9,2015
"2015_026_11",2015-09-16,"Cushing Island","11","Outer","atlantic silverside",10,38,9,2015
"2015_026_11",2015-09-16,"Cushing Island","11","Outer","winter flounder",8,38,9,2015
"2015_026_02",2015-09-16,"Skitterygusset","02","Inner","green crab",10,38,9,2015
"2015_026_02",2015-09-16,"Skitterygusset","02","Inner","atlantic silverside",212,38,9,2015
"2015_026_08",2015-09-16,"Back Cove","08","Mid","sandlance",1,38,9,2015
"2015_026_08",2015-09-16,"Back Cove","08","Mid","atlantic silverside",26,38,9,2015
"2015_026_06",2015-09-16,"Mackworth Island - North","06","Mid","green crab",6,38,9,2015
"2015_026_06",2015-09-16,"Mackworth Island - North","06","Mid","shorthorn sculpin",4,38,9,2015
"2015_026_06",2015-09-16,"Mackworth Island - North","06","Mid","atlantic silverside",1,38,9,2015
"2015_026_06",2015-09-16,"Mackworth Island - North","06","Mid","tomcod",2,38,9,2015
"2015_026_06",2015-09-16,"Mackworth Island - North","06","Mid","winter flounder",3,38,9,2015
"2015_026_04",2015-09-16,"Mussel Cove","04","Mid","atlantic silverside",61,38,9,2015
"2015_027_09",2015-09-24,"Great Diamond Island","09","Outer","hake",1,39,9,2015
"2015_027_09",2015-09-24,"Great Diamond Island","09","Outer","mummichog",1,39,9,2015
"2015_027_09",2015-09-24,"Great Diamond Island","09","Outer","northern pipefish",1,39,9,2015
"2015_027_09",2015-09-24,"Great Diamond Island","09","Outer","atlantic silverside",1,39,9,2015
"2015_027_09",2015-09-24,"Great Diamond Island","09","Outer","winter flounder",1,39,9,2015
"2015_027_07",2015-09-24,"Mackworth Island - Beach","07","Mid","green crab",23,39,9,2015
"2015_027_07",2015-09-24,"Mackworth Island - Beach","07","Mid","mummichog",159,39,9,2015
"2015_027_07",2015-09-24,"Mackworth Island - Beach","07","Mid","atlantic silverside",1103,39,9,2015
"2015_027_07",2015-09-24,"Mackworth Island - Beach","07","Mid","white mullet",2,39,9,2015
"2015_027_07",2015-09-24,"Mackworth Island - Beach","07","Mid","winter flounder",4,39,9,2015
"2015_027_03",2015-09-24,"Audubon","03","Inner","green crab",4,39,9,2015
"2015_027_03",2015-09-24,"Audubon","03","Inner","mummichog",30,39,9,2015
"2015_027_03",2015-09-24,"Audubon","03","Inner","atlantic silverside",106,39,9,2015
"2015_027_03",2015-09-24,"Audubon","03","Inner","winter flounder",2,39,9,2015
"2015_027_01",2015-09-24,"Presumpscot Moorings","01","Inner","alewife",1,39,9,2015
"2015_027_01",2015-09-24,"Presumpscot Moorings","01","Inner","green crab",1,39,9,2015
"2015_027_01",2015-09-24,"Presumpscot Moorings","01","Inner","mummichog",24,39,9,2015
"2015_027_10",2015-09-24,"SMCC","10","Outer","green crab",3,39,9,2015
"2015_027_10",2015-09-24,"SMCC","10","Outer","mummichog",1,39,9,2015
"2015_027_10",2015-09-24,"SMCC","10","Outer","sandlance",1,39,9,2015
"2015_027_10",2015-09-24,"SMCC","10","Outer","atlantic silverside",202,39,9,2015
"2015_027_10",2015-09-24,"SMCC","10","Outer","winter flounder",2,39,9,2015
"2015_027_05",2015-09-24,"The Brothers - North","05","Mid","green crab",1,39,9,2015
"2015_027_05",2015-09-24,"The Brothers - North","05","Mid","longhorn sculpin",1,39,9,2015
"2015_027_05",2015-09-24,"The Brothers - North","05","Mid","mummichog",122,39,9,2015
"2015_027_05",2015-09-24,"The Brothers - North","05","Mid","atlantic silverside",9,39,9,2015
"2016_028_01",2016-06-16,"Presumpscot Moorings","01","Inner","mummichog",4,24,6,2016
"2016_028_01",2016-06-16,"Presumpscot Moorings","01","Inner","atlantic silverside",9,24,6,2016
"2016_028_01",2016-06-16,"Presumpscot Moorings","01","Inner","tomcod",5,24,6,2016
"2016_028_03",2016-06-16,"Audubon","03","Inner","atlantic herring",454,24,6,2016
"2016_028_03",2016-06-16,"Audubon","03","Inner","green crab",1,24,6,2016
"2016_028_03",2016-06-16,"Audubon","03","Inner","northern pipefish",1,24,6,2016
"2016_028_03",2016-06-16,"Audubon","03","Inner","atlantic silverside",1,24,6,2016
"2016_028_03",2016-06-16,"Audubon","03","Inner","tomcod",5,24,6,2016
"2016_028_03",2016-06-16,"Audubon","03","Inner","winter flounder",1,24,6,2016
"2016_028_06",2016-06-16,"Mackworth Island - North","06","Mid","atlantic herring",2122,24,6,2016
"2016_028_06",2016-06-16,"Mackworth Island - North","06","Mid","green crab",2,24,6,2016
"2016_028_06",2016-06-16,"Mackworth Island - North","06","Mid","atlantic silverside",6,24,6,2016
"2016_028_04",2016-06-16,"Mussel Cove","04","Mid","atlantic herring",4,24,6,2016
"2016_028_04",2016-06-16,"Mussel Cove","04","Mid","green crab",10,24,6,2016
"2016_028_04",2016-06-16,"Mussel Cove","04","Mid","mummichog",271,24,6,2016
"2016_028_04",2016-06-16,"Mussel Cove","04","Mid","atlantic silverside",37,24,6,2016
"2016_028_04",2016-06-16,"Mussel Cove","04","Mid","winter flounder",10,24,6,2016
"2016_028_09",2016-06-16,"Great Diamond Island","09","Outer","green crab",14,24,6,2016
"2016_028_09",2016-06-16,"Great Diamond Island","09","Outer","mummichog",3,24,6,2016
"2016_028_09",2016-06-16,"Great Diamond Island","09","Outer","sandlance",1,24,6,2016
"2016_028_09",2016-06-16,"Great Diamond Island","09","Outer","winter flounder",1,24,6,2016
"2016_028_11",2016-06-16,"Cushing Island","11","Outer","green crab",3,24,6,2016
"2016_028_11",2016-06-16,"Cushing Island","11","Outer","northern pipefish",1,24,6,2016
"2016_028_11",2016-06-16,"Cushing Island","11","Outer","winter flounder",7,24,6,2016
"2016_029_07",2016-06-24,"Mackworth Island - Beach","07","Mid","atlantic herring",39,25,6,2016
"2016_029_07",2016-06-24,"Mackworth Island - Beach","07","Mid","green crab",88,25,6,2016
"2016_029_07",2016-06-24,"Mackworth Island - Beach","07","Mid","mummichog",2,25,6,2016
"2016_029_07",2016-06-24,"Mackworth Island - Beach","07","Mid","atlantic silverside",1,25,6,2016
"2016_029_07",2016-06-24,"Mackworth Island - Beach","07","Mid","winter flounder",7,25,6,2016
"2016_029_12",2016-06-24,"Alewife Cove","12","Outer","green crab",1,25,6,2016
"2016_029_12",2016-06-24,"Alewife Cove","12","Outer","sandlance",1,25,6,2016
"2016_029_05",2016-06-24,"The Brothers - North","05","Mid","mummichog",22,25,6,2016
"2016_029_05",2016-06-24,"The Brothers - North","05","Mid","unID sculpin",1,25,6,2016
"2016_029_05",2016-06-24,"The Brothers - North","05","Mid","atlantic silverside",10,25,6,2016
"2016_029_05",2016-06-24,"The Brothers - North","05","Mid","tomcod",1,25,6,2016
"2016_029_02",2016-06-24,"Skitterygusset","02","Inner","alewife",21,25,6,2016
"2016_029_02",2016-06-24,"Skitterygusset","02","Inner","atlantic herring",4,25,6,2016
"2016_029_02",2016-06-24,"Skitterygusset","02","Inner","green crab",7,25,6,2016
"2016_029_02",2016-06-24,"Skitterygusset","02","Inner","atlantic silverside",21,25,6,2016
"2016_029_08",2016-06-24,"Back Cove","08","Mid","mullet",2,25,6,2016
"2016_030_01",2016-06-30,"Presumpscot Moorings","01","Inner","alewife",21,26,6,2016
"2016_030_01",2016-06-30,"Presumpscot Moorings","01","Inner","mummichog",1,26,6,2016
"2016_030_01",2016-06-30,"Presumpscot Moorings","01","Inner","atlantic silverside",10,26,6,2016
"2016_030_01",2016-06-30,"Presumpscot Moorings","01","Inner","smallmouth bass",1,26,6,2016
"2016_030_03",2016-06-30,"Audubon","03","Inner","alewife",3,26,6,2016
"2016_030_03",2016-06-30,"Audubon","03","Inner","atlantic silverside",11,26,6,2016
"2016_030_03",2016-06-30,"Audubon","03","Inner","tomcod",11,26,6,2016
"2016_030_06",2016-06-30,"Mackworth Island - North","06","Mid","atlantic herring",73,26,6,2016
"2016_030_06",2016-06-30,"Mackworth Island - North","06","Mid","green crab",2,26,6,2016
"2016_030_06",2016-06-30,"Mackworth Island - North","06","Mid","atlantic silverside",5,26,6,2016
"2016_030_06",2016-06-30,"Mackworth Island - North","06","Mid","tomcod",1,26,6,2016
"2016_030_09",2016-06-30,"Great Diamond Island","09","Outer","green crab",12,26,6,2016
"2016_030_09",2016-06-30,"Great Diamond Island","09","Outer","winter flounder",2,26,6,2016
"2016_030_11",2016-06-30,"Cushing Island","11","Outer","green crab",1,26,6,2016
"2016_030_11",2016-06-30,"Cushing Island","11","Outer","pollock",1,26,6,2016
"2016_030_11",2016-06-30,"Cushing Island","11","Outer","threespine stickleback",1,26,6,2016
"2016_030_11",2016-06-30,"Cushing Island","11","Outer","tomcod",1,26,6,2016
"2016_031_02",2016-07-13,"Skitterygusset","02","Inner","mummichog",636,28,7,2016
"2016_031_02",2016-07-13,"Skitterygusset","02","Inner","green crab",10,28,7,2016
"2016_031_07",2016-07-13,"Mackworth Island - Beach","07","Mid","winter flounder",27,28,7,2016
"2016_031_07",2016-07-13,"Mackworth Island - Beach","07","Mid","green crab",110,28,7,2016
"2016_031_07",2016-07-13,"Mackworth Island - Beach","07","Mid","atlantic silverside",1,28,7,2016
"2016_031_05",2016-07-13,"The Brothers - North","05","Mid","shorthorn sculpin",2,28,7,2016
"2016_031_05",2016-07-13,"The Brothers - North","05","Mid","winter flounder",19,28,7,2016
"2016_031_05",2016-07-13,"The Brothers - North","05","Mid","northern pipefish",1,28,7,2016
"2016_031_05",2016-07-13,"The Brothers - North","05","Mid","green crab",2,28,7,2016
"2016_031_12",2016-07-13,"Alewife Cove","12","Outer","sandlance",45,28,7,2016
"2016_031_10",2016-07-13,"SMCC","10","Outer","smelt",2,28,7,2016
"2016_031_10",2016-07-13,"SMCC","10","Outer","winter flounder",70,28,7,2016
"2016_031_10",2016-07-13,"SMCC","10","Outer","northern pipefish",1,28,7,2016
"2016_031_10",2016-07-13,"SMCC","10","Outer","green crab",15,28,7,2016
"2016_031_10",2016-07-13,"SMCC","10","Outer","unID sculpin",3,28,7,2016
"2016_031_08",2016-07-13,"Back Cove","08","Mid","mummichog",10,28,7,2016
"2016_031_08",2016-07-13,"Back Cove","08","Mid","green crab",22,28,7,2016
"2016_032_09",2016-07-19,"Great Diamond Island","09","Outer","green crab",3,29,7,2016
"2016_032_09",2016-07-19,"Great Diamond Island","09","Outer","winter flounder",29,29,7,2016
"2016_032_06",2016-07-19,"Mackworth Island - North","06","Mid","atlantic silverside",5,29,7,2016
"2016_032_03",2016-07-19,"Audubon","03","Inner","green crab",6,29,7,2016
"2016_032_06",2016-07-19,"Mackworth Island - North","06","Mid","green crab",1,29,7,2016
"2016_032_03",2016-07-19,"Audubon","03","Inner","northern pipefish",2,29,7,2016
"2016_032_03",2016-07-19,"Audubon","03","Inner","alewife",201,29,7,2016
"2016_032_03",2016-07-19,"Audubon","03","Inner","atlantic silverside",8,29,7,2016
"2016_032_03",2016-07-19,"Audubon","03","Inner","winter flounder",10,29,7,2016
"2016_032_03",2016-07-19,"Audubon","03","Inner","tomcod",1,29,7,2016
"2016_032_03",2016-07-19,"Audubon","03","Inner","mummichog",5,29,7,2016
"2016_032_01",2016-07-19,"Presumpscot Moorings","01","Inner","green crab",1,29,7,2016
"2016_032_04",2016-07-19,"Mussel Cove","04","Mid","green crab",1,29,7,2016
"2016_032_04",2016-07-19,"Mussel Cove","04","Mid","atlantic silverside",16,29,7,2016
"2016_032_04",2016-07-19,"Mussel Cove","04","Mid","winter flounder",1,29,7,2016
"2016_032_04",2016-07-19,"Mussel Cove","04","Mid","alewife",11,29,7,2016
"2016_032_11",2016-07-19,"Cushing Island","11","Outer","green crab",4,29,7,2016
"2016_033_07",2016-07-20,"Mackworth Island - Beach","07","Mid","atlantic silverside",52,29,7,2016
"2016_033_07",2016-07-20,"Mackworth Island - Beach","07","Mid","alewife",8,29,7,2016
"2016_033_07",2016-07-20,"Mackworth Island - Beach","07","Mid","green crab",1,29,7,2016
"2016_033_05",2016-07-20,"The Brothers - North","05","Mid","atlantic silverside",94,29,7,2016
"2016_033_05",2016-07-20,"The Brothers - North","05","Mid","winter flounder",6,29,7,2016
"2016_033_05",2016-07-20,"The Brothers - North","05","Mid","atlantic herring",1,29,7,2016
"2016_033_05",2016-07-20,"The Brothers - North","05","Mid","green crab",3,29,7,2016
"2016_034_11",2016-07-26,"Cushing Island","11","Outer","lumpfish",1,30,7,2016
"2016_034_11",2016-07-26,"Cushing Island","11","Outer","green crab",4,30,7,2016
"2016_034_06",2016-07-26,"Mackworth Island - North","06","Mid","green crab",10,30,7,2016
"2016_034_06",2016-07-26,"Mackworth Island - North","06","Mid","winter flounder",66,30,7,2016
"2016_034_06",2016-07-26,"Mackworth Island - North","06","Mid","atlantic silverside",9,30,7,2016
"2016_034_06",2016-07-26,"Mackworth Island - North","06","Mid","northern pipefish",1,30,7,2016
"2016_034_06",2016-07-26,"Mackworth Island - North","06","Mid","unID sculpin",13,30,7,2016
"2016_034_04",2016-07-26,"Mussel Cove","04","Mid","mummichog",188,30,7,2016
"2016_034_04",2016-07-26,"Mussel Cove","04","Mid","atlantic silverside",40,30,7,2016
"2016_034_04",2016-07-26,"Mussel Cove","04","Mid","green crab",1,30,7,2016
"2016_034_03",2016-07-26,"Audubon","03","Inner","mummichog",36,30,7,2016
"2016_034_03",2016-07-26,"Audubon","03","Inner","winter flounder",1,30,7,2016
"2016_034_03",2016-07-26,"Audubon","03","Inner","green crab",10,30,7,2016
"2016_034_03",2016-07-26,"Audubon","03","Inner","alewife",13,30,7,2016
"2016_034_03",2016-07-26,"Audubon","03","Inner","bluefish",2,30,7,2016
"2016_034_03",2016-07-26,"Audubon","03","Inner","atlantic silverside",22,30,7,2016
"2016_034_01",2016-07-26,"Presumpscot Moorings","01","Inner","white sucker",3,30,7,2016
"2016_034_01",2016-07-26,"Presumpscot Moorings","01","Inner","mummichog",37,30,7,2016
"2016_034_01",2016-07-26,"Presumpscot Moorings","01","Inner","bluefish",3,30,7,2016
"2016_034_01",2016-07-26,"Presumpscot Moorings","01","Inner","golden shiner",1,30,7,2016
"2016_034_01",2016-07-26,"Presumpscot Moorings","01","Inner","emerald shiner",2,30,7,2016
"2016_034_01",2016-07-26,"Presumpscot Moorings","01","Inner","alewife",2,30,7,2016
"2016_035_10",2016-08-02,"SMCC","10","Outer","winter flounder",2,31,8,2016
"2016_035_10",2016-08-02,"SMCC","10","Outer","green crab",2,31,8,2016
"2016_035_10",2016-08-02,"SMCC","10","Outer","atlantic silverside",2,31,8,2016
"2016_035_09",2016-08-02,"Great Diamond Island","09","Outer","winter flounder",2,31,8,2016
"2016_035_07",2016-08-02,"Mackworth Island - Beach","07","Mid","green crab",11,31,8,2016
"2016_035_07",2016-08-02,"Mackworth Island - Beach","07","Mid","atlantic silverside",3,31,8,2016
"2016_035_02",2016-08-02,"Skitterygusset","02","Inner","green crab",1,31,8,2016
"2016_035_02",2016-08-02,"Skitterygusset","02","Inner","atlantic silverside",3,31,8,2016
"2016_035_02",2016-08-02,"Skitterygusset","02","Inner","alewife",2,31,8,2016
"2016_035_08",2016-08-02,"Back Cove","08","Mid","mummichog",2,31,8,2016
"2016_036_01",2016-08-11,"Presumpscot Moorings","01","Inner","atlantic silverside",33,32,8,2016
"2016_036_01",2016-08-11,"Presumpscot Moorings","01","Inner","mummichog",100,32,8,2016
"2016_036_03",2016-08-11,"Audubon","03","Inner","atlantic silverside",149,32,8,2016
"2016_036_03",2016-08-11,"Audubon","03","Inner","mummichog",132,32,8,2016
"2016_036_03",2016-08-11,"Audubon","03","Inner","winter flounder",1,32,8,2016
"2016_036_03",2016-08-11,"Audubon","03","Inner","green crab",2,32,8,2016
