species_name,length_mm,week,year,Group
atlantic silverside,62,33,2014,1
atlantic silverside,62,33,2014,1
atlantic silverside,63,33,2014,1
atlantic silverside,64,33,2014,1
atlantic silverside,64,33,2014,1
atlantic silverside,64,33,2014,1
atlantic silverside,65,33,2014,1
atlantic silverside,65,33,2014,1
atlantic silverside,66,33,2014,1
atlantic silverside,66,33,2014,1
atlantic silverside,66,33,2014,1
atlantic silverside,66,33,2014,1
atlantic silverside,66,33,2014,1
atlantic silverside,66,33,2014,1
atlantic silverside,67,33,2014,1
atlantic silverside,67,33,2014,1
atlantic silverside,67,33,2014,1
atlantic silverside,68,33,2014,1
atlantic silverside,69,33,2014,1
atlantic silverside,69,33,2014,1
atlantic silverside,70,33,2014,1
atlantic silverside,70,33,2014,1
atlantic silverside,70,33,2014,1
atlantic silverside,71,33,2014,1
atlantic silverside,71,33,2014,1
atlantic silverside,71,33,2014,1
atlantic silverside,72,33,2014,1
atlantic silverside,72,33,2014,1
atlantic silverside,72,33,2014,1
atlantic silverside,73,33,2014,1
atlantic silverside,73,33,2014,1
atlantic silverside,74,33,2014,1
atlantic silverside,74,33,2014,1
atlantic silverside,74,33,2014,1
atlantic silverside,75,33,2014,1
atlantic silverside,75,33,2014,1
atlantic silverside,76,33,2014,1
atlantic silverside,78,33,2014,1
atlantic silverside,79,33,2014,1
atlantic silverside,79,33,2014,1
atlantic silverside,80,33,2014,1
atlantic silverside,81,33,2014,1
atlantic silverside,82,33,2014,1
atlantic silverside,82,33,2014,1
atlantic silverside,82,33,2014,1
atlantic silverside,85,33,2014,1
atlantic silverside,52,34,2014,1
atlantic silverside,53,34,2014,1
atlantic silverside,54,34,2014,1
atlantic silverside,54,34,2014,1
atlantic silverside,54,34,2014,1
atlantic silverside,54,34,2014,1
atlantic silverside,55,34,2014,1
atlantic silverside,55,34,2014,1
atlantic silverside,56,34,2014,1
atlantic silverside,56,34,2014,1
atlantic silverside,57,34,2014,1
atlantic silverside,58,34,2014,1
atlantic silverside,60,34,2014,1
atlantic silverside,60,34,2014,1
atlantic silverside,60,34,2014,1
atlantic silverside,60,34,2014,1
atlantic silverside,60,34,2014,1
atlantic silverside,60,34,2014,1
atlantic silverside,61,34,2014,1
atlantic silverside,61,34,2014,1
atlantic silverside,61,34,2014,1
atlantic silverside,61,34,2014,1
atlantic silverside,61,34,2014,1
atlantic silverside,62,34,2014,1
atlantic silverside,62,34,2014,1
atlantic silverside,62,34,2014,1
atlantic silverside,62,34,2014,1
atlantic silverside,63,34,2014,1
atlantic silverside,65,34,2014,1
atlantic silverside,65,34,2014,1
atlantic silverside,65,34,2014,1
atlantic silverside,65,34,2014,1
atlantic silverside,65,34,2014,1
atlantic silverside,66,34,2014,1
atlantic silverside,66,34,2014,1
atlantic silverside,67,34,2014,1
atlantic silverside,67,34,2014,1
atlantic silverside,68,34,2014,1
atlantic silverside,68,34,2014,1
atlantic silverside,70,34,2014,1
atlantic silverside,70,34,2014,1
atlantic silverside,70,34,2014,1
atlantic silverside,71,34,2014,1
atlantic silverside,71,34,2014,1
atlantic silverside,71,34,2014,1
atlantic silverside,72,34,2014,1
atlantic silverside,72,34,2014,1
atlantic silverside,72,34,2014,1
atlantic silverside,73,34,2014,1
atlantic silverside,75,34,2014,1
atlantic silverside,75,34,2014,1
atlantic silverside,75,34,2014,1
atlantic silverside,76,34,2014,1
atlantic silverside,76,34,2014,1
atlantic silverside,76,34,2014,1
atlantic silverside,76,34,2014,1
atlantic silverside,76,34,2014,1
atlantic silverside,76,34,2014,1
atlantic silverside,77,34,2014,1
atlantic silverside,77,34,2014,1
atlantic silverside,77,34,2014,1
atlantic silverside,78,34,2014,1
atlantic silverside,79,34,2014,1
atlantic silverside,80,34,2014,1
atlantic silverside,80,34,2014,1
atlantic silverside,81,34,2014,1
atlantic silverside,82,34,2014,1
atlantic silverside,82,34,2014,1
atlantic silverside,82,34,2014,1
atlantic silverside,82,34,2014,1
atlantic silverside,84,34,2014,1
atlantic silverside,85,34,2014,1
atlantic silverside,85,34,2014,1
atlantic silverside,86,34,2014,1
atlantic silverside,86,34,2014,1
atlantic silverside,87,34,2014,1
atlantic silverside,90,34,2014,1
atlantic silverside,92,34,2014,1
atlantic silverside,93,34,2014,1
atlantic silverside,95,34,2014,1
atlantic silverside,51,35,2014,1
atlantic silverside,52,35,2014,1
atlantic silverside,52,35,2014,1
atlantic silverside,53,35,2014,1
atlantic silverside,54,35,2014,1
atlantic silverside,54,35,2014,1
atlantic silverside,54,35,2014,1
atlantic silverside,55,35,2014,1
atlantic silverside,55,35,2014,1
atlantic silverside,55,35,2014,1
atlantic silverside,56,35,2014,1
atlantic silverside,56,35,2014,1
atlantic silverside,56,35,2014,1
atlantic silverside,57,35,2014,1
atlantic silverside,57,35,2014,1
atlantic silverside,57,35,2014,1
atlantic silverside,57,35,2014,1
atlantic silverside,58,35,2014,1
atlantic silverside,58,35,2014,1
atlantic silverside,58,35,2014,1
atlantic silverside,58,35,2014,1
atlantic silverside,58,35,2014,1
atlantic silverside,58,35,2014,1
atlantic silverside,59,35,2014,1
atlantic silverside,59,35,2014,1
atlantic silverside,59,35,2014,1
atlantic silverside,60,35,2014,1
atlantic silverside,60,35,2014,1
atlantic silverside,60,35,2014,1
atlantic silverside,60,35,2014,1
atlantic silverside,60,35,2014,1
atlantic silverside,60,35,2014,1
atlantic silverside,60,35,2014,1
atlantic silverside,60,35,2014,1
atlantic silverside,61,35,2014,1
atlantic silverside,61,35,2014,1
atlantic silverside,61,35,2014,1
atlantic silverside,61,35,2014,1
atlantic silverside,61,35,2014,1
atlantic silverside,62,35,2014,1
atlantic silverside,62,35,2014,1
atlantic silverside,62,35,2014,1
atlantic silverside,62,35,2014,1
atlantic silverside,63,35,2014,1
atlantic silverside,63,35,2014,1
atlantic silverside,64,35,2014,1
atlantic silverside,64,35,2014,1
atlantic silverside,65,35,2014,1
atlantic silverside,65,35,2014,1
atlantic silverside,66,35,2014,1
atlantic silverside,66,35,2014,1
atlantic silverside,67,35,2014,1
atlantic silverside,68,35,2014,1
atlantic silverside,68,35,2014,1
atlantic silverside,68,35,2014,1
atlantic silverside,70,35,2014,1
atlantic silverside,70,35,2014,1
atlantic silverside,70,35,2014,1
atlantic silverside,70,35,2014,1
atlantic silverside,70,35,2014,1
atlantic silverside,70,35,2014,1
atlantic silverside,72,35,2014,1
atlantic silverside,72,35,2014,1
atlantic silverside,72,35,2014,1
atlantic silverside,73,35,2014,1
atlantic silverside,73,35,2014,1
atlantic silverside,73,35,2014,1
atlantic silverside,74,35,2014,1
atlantic silverside,74,35,2014,1
atlantic silverside,74,35,2014,1
atlantic silverside,74,35,2014,1
atlantic silverside,74,35,2014,1
atlantic silverside,75,35,2014,1
atlantic silverside,77,35,2014,1
atlantic silverside,79,35,2014,1
atlantic silverside,80,35,2014,1
atlantic silverside,80,35,2014,1
atlantic silverside,80,35,2014,1
atlantic silverside,82,35,2014,1
atlantic silverside,82,35,2014,1
atlantic silverside,82,35,2014,1
atlantic silverside,82,35,2014,1
atlantic silverside,83,35,2014,1
atlantic silverside,84,35,2014,1
atlantic silverside,85,35,2014,1
atlantic silverside,86,35,2014,1
atlantic silverside,87,35,2014,1
atlantic silverside,87,35,2014,1
atlantic silverside,87,35,2014,1
atlantic silverside,87,35,2014,1
atlantic silverside,88,35,2014,1
atlantic silverside,88,35,2014,1
atlantic silverside,89,35,2014,1
atlantic silverside,89,35,2014,1
atlantic silverside,89,35,2014,1
atlantic silverside,90,35,2014,1
atlantic silverside,90,35,2014,1
atlantic silverside,90,35,2014,1
atlantic silverside,91,35,2014,1
atlantic silverside,92,35,2014,1
atlantic silverside,95,35,2014,1
atlantic silverside,97,35,2014,1
atlantic silverside,97,35,2014,1
atlantic silverside,99,35,2014,1
atlantic silverside,100,35,2014,1
atlantic silverside,85,24,2015,2
atlantic silverside,90,24,2015,2
atlantic silverside,90,24,2015,2
atlantic silverside,90,24,2015,2
atlantic silverside,90,24,2015,2
atlantic silverside,95,24,2015,2
atlantic silverside,100,24,2015,2
atlantic silverside,100,24,2015,2
atlantic silverside,100,24,2015,2
atlantic silverside,100,24,2015,2
atlantic silverside,100,24,2015,2
atlantic silverside,105,24,2015,2
atlantic silverside,105,24,2015,2
atlantic silverside,105,24,2015,2
atlantic silverside,105,24,2015,2
atlantic silverside,105,24,2015,2
atlantic silverside,105,24,2015,2
atlantic silverside,110,24,2015,2
atlantic silverside,110,24,2015,2
atlantic silverside,110,24,2015,2
atlantic silverside,110,24,2015,2
atlantic silverside,110,24,2015,2
atlantic silverside,110,24,2015,2
atlantic silverside,110,24,2015,2
atlantic silverside,110,24,2015,2
atlantic silverside,115,24,2015,2
atlantic silverside,115,24,2015,2
atlantic silverside,115,24,2015,2
atlantic silverside,115,24,2015,2
atlantic silverside,115,24,2015,2
atlantic silverside,120,24,2015,2
atlantic silverside,120,24,2015,2
atlantic silverside,125,24,2015,2
atlantic silverside,87,25,2015,2
atlantic silverside,89,25,2015,2
atlantic silverside,93,25,2015,2
atlantic silverside,95,25,2015,2
atlantic silverside,96,25,2015,2
atlantic silverside,97,25,2015,2
atlantic silverside,99,25,2015,2
atlantic silverside,100,25,2015,2
atlantic silverside,100,25,2015,2
atlantic silverside,101,25,2015,2
atlantic silverside,101,25,2015,2
atlantic silverside,103,25,2015,2
atlantic silverside,105,25,2015,2
atlantic silverside,109,25,2015,2
atlantic silverside,109,25,2015,2
atlantic silverside,110,25,2015,2
atlantic silverside,112,25,2015,2
atlantic silverside,113,25,2015,2
atlantic silverside,114,25,2015,2
atlantic silverside,115,25,2015,2
atlantic silverside,115,25,2015,2
atlantic silverside,116,25,2015,2
atlantic silverside,116,25,2015,2
atlantic silverside,121,25,2015,2
atlantic silverside,93,27,2015,2
atlantic silverside,98,27,2015,2
atlantic silverside,98,27,2015,2
atlantic silverside,109,27,2015,2
atlantic silverside,111,27,2015,2
atlantic silverside,112,27,2015,2
atlantic silverside,121,27,2015,2
atlantic silverside,128,27,2015,2
atlantic silverside,38,28,2015,1
atlantic silverside,39,28,2015,1
atlantic silverside,44,28,2015,1
atlantic silverside,48,28,2015,1
atlantic silverside,50,28,2015,1
atlantic silverside,51,28,2015,1
atlantic silverside,51,28,2015,1
atlantic silverside,105,28,2015,2
atlantic silverside,90,29,2015,2
atlantic silverside,98,29,2015,2
atlantic silverside,98,29,2015,2
atlantic silverside,101,29,2015,2
atlantic silverside,105,29,2015,2
atlantic silverside,107,29,2015,2
atlantic silverside,107,29,2015,2
atlantic silverside,107,29,2015,2
atlantic silverside,108,29,2015,2
atlantic silverside,108,29,2015,2
atlantic silverside,110,29,2015,2
atlantic silverside,110,29,2015,2
atlantic silverside,110,29,2015,2
atlantic silverside,111,29,2015,2
atlantic silverside,111,29,2015,2
atlantic silverside,112,29,2015,2
atlantic silverside,112,29,2015,2
atlantic silverside,112,29,2015,2
atlantic silverside,114,29,2015,2
atlantic silverside,114,29,2015,2
atlantic silverside,114,29,2015,2
atlantic silverside,116,29,2015,2
atlantic silverside,116,29,2015,2
atlantic silverside,117,29,2015,2
atlantic silverside,120,29,2015,2
atlantic silverside,120,29,2015,2
atlantic silverside,41,30,2015,1
atlantic silverside,44,30,2015,1
atlantic silverside,46,30,2015,1
atlantic silverside,46,30,2015,1
atlantic silverside,48,30,2015,1
atlantic silverside,49,30,2015,1
atlantic silverside,50,30,2015,1
atlantic silverside,51,30,2015,1
atlantic silverside,51,30,2015,1
atlantic silverside,51,30,2015,1
atlantic silverside,52,30,2015,1
atlantic silverside,52,30,2015,1
atlantic silverside,53,30,2015,1
atlantic silverside,53,30,2015,1
atlantic silverside,54,30,2015,1
atlantic silverside,54,30,2015,1
atlantic silverside,54,30,2015,1
atlantic silverside,55,30,2015,1
atlantic silverside,55,30,2015,1
atlantic silverside,55,30,2015,1
atlantic silverside,56,30,2015,1
atlantic silverside,56,30,2015,1
atlantic silverside,57,30,2015,1
atlantic silverside,94,30,2015,2
atlantic silverside,97,30,2015,2
atlantic silverside,97,30,2015,2
atlantic silverside,97,30,2015,2
atlantic silverside,98,30,2015,2
atlantic silverside,99,30,2015,2
atlantic silverside,100,30,2015,2
atlantic silverside,101,30,2015,2
atlantic silverside,101,30,2015,2
atlantic silverside,102,30,2015,2
atlantic silverside,105,30,2015,2
atlantic silverside,106,30,2015,2
atlantic silverside,106,30,2015,2
atlantic silverside,107,30,2015,2
atlantic silverside,107,30,2015,2
atlantic silverside,108,30,2015,2
atlantic silverside,109,30,2015,2
atlantic silverside,109,30,2015,2
atlantic silverside,110,30,2015,2
atlantic silverside,110,30,2015,2
atlantic silverside,111,30,2015,2
atlantic silverside,111,30,2015,2
atlantic silverside,111,30,2015,2
atlantic silverside,112,30,2015,2
atlantic silverside,112,30,2015,2
atlantic silverside,112,30,2015,2
atlantic silverside,113,30,2015,2
atlantic silverside,114,30,2015,2
atlantic silverside,117,30,2015,2
atlantic silverside,117,30,2015,2
atlantic silverside,117,30,2015,2
atlantic silverside,117,30,2015,2
atlantic silverside,120,30,2015,2
atlantic silverside,121,30,2015,2
atlantic silverside,124,30,2015,2
atlantic silverside,45,31,2015,1
atlantic silverside,46,31,2015,1
atlantic silverside,52,31,2015,1
atlantic silverside,52,31,2015,1
atlantic silverside,53,31,2015,1
atlantic silverside,54,31,2015,1
atlantic silverside,54,31,2015,1
atlantic silverside,54,31,2015,1
atlantic silverside,55,31,2015,1
atlantic silverside,55,31,2015,1
atlantic silverside,55,31,2015,1
atlantic silverside,56,31,2015,1
atlantic silverside,57,31,2015,1
atlantic silverside,57,31,2015,1
atlantic silverside,60,31,2015,1
atlantic silverside,60,31,2015,1
atlantic silverside,61,31,2015,1
atlantic silverside,61,31,2015,1
atlantic silverside,61,31,2015,1
atlantic silverside,61,31,2015,1
atlantic silverside,61,31,2015,1
atlantic silverside,62,31,2015,1
atlantic silverside,62,31,2015,1
atlantic silverside,64,31,2015,1
atlantic silverside,64,31,2015,1
atlantic silverside,64,31,2015,1
atlantic silverside,64,31,2015,1
atlantic silverside,64,31,2015,1
atlantic silverside,64,31,2015,1
atlantic silverside,64,31,2015,1
atlantic silverside,65,31,2015,1
atlantic silverside,65,31,2015,1
atlantic silverside,65,31,2015,1
atlantic silverside,65,31,2015,1
atlantic silverside,66,31,2015,1
atlantic silverside,66,31,2015,1
atlantic silverside,70,31,2015,1
atlantic silverside,70,31,2015,1
atlantic silverside,71,31,2015,1
atlantic silverside,71,31,2015,1
atlantic silverside,98,31,2015,2
atlantic silverside,49,32,2015,1
atlantic silverside,49,32,2015,1
atlantic silverside,51,32,2015,1
atlantic silverside,52,32,2015,1
atlantic silverside,53,32,2015,1
atlantic silverside,53,32,2015,1
atlantic silverside,54,32,2015,1
atlantic silverside,54,32,2015,1
atlantic silverside,55,32,2015,1
atlantic silverside,55,32,2015,1
atlantic silverside,56,32,2015,1
atlantic silverside,56,32,2015,1
atlantic silverside,56,32,2015,1
atlantic silverside,56,32,2015,1
atlantic silverside,56,32,2015,1
atlantic silverside,57,32,2015,1
atlantic silverside,61,32,2015,1
atlantic silverside,62,32,2015,1
atlantic silverside,62,32,2015,1
atlantic silverside,63,32,2015,1
atlantic silverside,70,32,2015,1
atlantic silverside,70,32,2015,1
atlantic silverside,71,32,2015,1
atlantic silverside,72,32,2015,1
atlantic silverside,72,32,2015,1
atlantic silverside,74,32,2015,1
atlantic silverside,99,32,2015,2
atlantic silverside,107,32,2015,2
atlantic silverside,107,32,2015,2
atlantic silverside,107,32,2015,2
atlantic silverside,107,32,2015,2
atlantic silverside,109,32,2015,2
atlantic silverside,110,32,2015,2
atlantic silverside,116,32,2015,2
atlantic silverside,116,32,2015,2
atlantic silverside,119,32,2015,2
atlantic silverside,120,32,2015,2
atlantic silverside,130,32,2015,2
atlantic silverside,46,33,2015,1
atlantic silverside,52,33,2015,1
atlantic silverside,53,33,2015,1
atlantic silverside,53,33,2015,1
atlantic silverside,53,33,2015,1
atlantic silverside,53,33,2015,1
atlantic silverside,54,33,2015,1
atlantic silverside,54,33,2015,1
atlantic silverside,55,33,2015,1
atlantic silverside,56,33,2015,1
atlantic silverside,56,33,2015,1
atlantic silverside,56,33,2015,1
atlantic silverside,56,33,2015,1
atlantic silverside,56,33,2015,1
atlantic silverside,56,33,2015,1
atlantic silverside,57,33,2015,1
atlantic silverside,57,33,2015,1
atlantic silverside,58,33,2015,1
atlantic silverside,59,33,2015,1
atlantic silverside,60,33,2015,1
atlantic silverside,60,33,2015,1
atlantic silverside,60,33,2015,1
atlantic silverside,61,33,2015,1
atlantic silverside,62,33,2015,1
atlantic silverside,63,33,2015,1
atlantic silverside,65,33,2015,1
atlantic silverside,65,33,2015,1
atlantic silverside,66,33,2015,1
atlantic silverside,66,33,2015,1
atlantic silverside,66,33,2015,1
atlantic silverside,67,33,2015,1
atlantic silverside,68,33,2015,1
atlantic silverside,68,33,2015,1
atlantic silverside,69,33,2015,1
atlantic silverside,69,33,2015,1
atlantic silverside,69,33,2015,1
atlantic silverside,70,33,2015,1
atlantic silverside,70,33,2015,1
atlantic silverside,70,33,2015,1
atlantic silverside,71,33,2015,1
atlantic silverside,71,33,2015,1
atlantic silverside,71,33,2015,1
atlantic silverside,71,33,2015,1
atlantic silverside,71,33,2015,1
atlantic silverside,72,33,2015,1
atlantic silverside,72,33,2015,1
atlantic silverside,73,33,2015,1
atlantic silverside,73,33,2015,1
atlantic silverside,74,33,2015,1
atlantic silverside,74,33,2015,1
atlantic silverside,76,33,2015,1
atlantic silverside,76,33,2015,1
atlantic silverside,77,33,2015,1
atlantic silverside,77,33,2015,1
atlantic silverside,77,33,2015,1
atlantic silverside,108,33,2015,2
atlantic silverside,110,33,2015,2
atlantic silverside,112,33,2015,2
atlantic silverside,114,33,2015,2
atlantic silverside,114,33,2015,2
atlantic silverside,115,33,2015,2
atlantic silverside,116,33,2015,2
atlantic silverside,117,33,2015,2
atlantic silverside,117,33,2015,2
atlantic silverside,120,33,2015,2
atlantic silverside,121,33,2015,2
atlantic silverside,121,33,2015,2
atlantic silverside,122,33,2015,2
atlantic silverside,122,33,2015,2
atlantic silverside,123,33,2015,2
atlantic silverside,123,33,2015,2
atlantic silverside,123,33,2015,2
atlantic silverside,123,33,2015,2
atlantic silverside,123,33,2015,2
atlantic silverside,124,33,2015,2
atlantic silverside,125,33,2015,2
atlantic silverside,125,33,2015,2
atlantic silverside,126,33,2015,2
atlantic silverside,126,33,2015,2
atlantic silverside,127,33,2015,2
atlantic silverside,132,33,2015,2
atlantic silverside,132,33,2015,2
atlantic silverside,48,34,2015,1
atlantic silverside,53,34,2015,1
atlantic silverside,53,34,2015,1
atlantic silverside,54,34,2015,1
atlantic silverside,55,34,2015,1
atlantic silverside,55,34,2015,1
atlantic silverside,56,34,2015,1
atlantic silverside,60,34,2015,1
atlantic silverside,60,34,2015,1
atlantic silverside,61,34,2015,1
atlantic silverside,64,34,2015,1
atlantic silverside,64,34,2015,1
atlantic silverside,65,34,2015,1
atlantic silverside,65,34,2015,1
atlantic silverside,65,34,2015,1
atlantic silverside,68,34,2015,1
atlantic silverside,68,34,2015,1
atlantic silverside,70,34,2015,1
atlantic silverside,70,34,2015,1
atlantic silverside,71,34,2015,1
atlantic silverside,74,34,2015,1
atlantic silverside,81,34,2015,1
atlantic silverside,120,34,2015,2
atlantic silverside,135,34,2015,2
atlantic silverside,45,35,2015,1
atlantic silverside,45,35,2015,1
atlantic silverside,46,35,2015,1
atlantic silverside,47,35,2015,1
atlantic silverside,48,35,2015,1
atlantic silverside,48,35,2015,1
atlantic silverside,49,35,2015,1
atlantic silverside,50,35,2015,1
atlantic silverside,50,35,2015,1
atlantic silverside,50,35,2015,1
atlantic silverside,51,35,2015,1
atlantic silverside,51,35,2015,1
atlantic silverside,51,35,2015,1
atlantic silverside,52,35,2015,1
atlantic silverside,54,35,2015,1
atlantic silverside,55,35,2015,1
atlantic silverside,55,35,2015,1
atlantic silverside,55,35,2015,1
atlantic silverside,55,35,2015,1
atlantic silverside,56,35,2015,1
atlantic silverside,58,35,2015,1
atlantic silverside,58,35,2015,1
atlantic silverside,61,35,2015,1
atlantic silverside,62,35,2015,1
atlantic silverside,63,35,2015,1
atlantic silverside,80,35,2015,1
atlantic silverside,82,35,2015,1
atlantic silverside,85,35,2015,1
atlantic silverside,85,35,2015,1
atlantic silverside,85,35,2015,1
atlantic silverside,115,35,2015,2
atlantic silverside,123,35,2015,2
atlantic silverside,123,35,2015,2
atlantic silverside,127,35,2015,2
atlantic silverside,127,35,2015,2
atlantic silverside,53,36,2015,1
atlantic silverside,54,36,2015,1
atlantic silverside,54,36,2015,1
atlantic silverside,55,36,2015,1
atlantic silverside,55,36,2015,1
atlantic silverside,58,36,2015,1
atlantic silverside,60,36,2015,1
atlantic silverside,60,36,2015,1
atlantic silverside,60,36,2015,1
atlantic silverside,61,36,2015,1
atlantic silverside,61,36,2015,1
atlantic silverside,61,36,2015,1
atlantic silverside,62,36,2015,1
atlantic silverside,62,36,2015,1
atlantic silverside,63,36,2015,1
atlantic silverside,63,36,2015,1
atlantic silverside,64,36,2015,1
atlantic silverside,64,36,2015,1
atlantic silverside,64,36,2015,1
atlantic silverside,65,36,2015,1
atlantic silverside,65,36,2015,1
atlantic silverside,65,36,2015,1
atlantic silverside,65,36,2015,1
atlantic silverside,67,36,2015,1
atlantic silverside,68,36,2015,1
atlantic silverside,71,36,2015,1
atlantic silverside,72,36,2015,1
atlantic silverside,74,36,2015,1
atlantic silverside,74,36,2015,1
atlantic silverside,75,36,2015,1
atlantic silverside,75,36,2015,1
atlantic silverside,77,36,2015,1
atlantic silverside,78,36,2015,1
atlantic silverside,78,36,2015,1
atlantic silverside,78,36,2015,1
atlantic silverside,78,36,2015,1
atlantic silverside,80,36,2015,1
atlantic silverside,81,36,2015,1
atlantic silverside,82,36,2015,1
atlantic silverside,82,36,2015,1
atlantic silverside,83,36,2015,1
atlantic silverside,83,36,2015,1
atlantic silverside,83,36,2015,1
atlantic silverside,85,36,2015,1
atlantic silverside,86,36,2015,1
atlantic silverside,88,36,2015,1
atlantic silverside,125,36,2015,2
atlantic silverside,56,37,2015,1
atlantic silverside,58,37,2015,1
atlantic silverside,58,37,2015,1
atlantic silverside,60,37,2015,1
atlantic silverside,60,37,2015,1
atlantic silverside,60,37,2015,1
atlantic silverside,61,37,2015,1
atlantic silverside,61,37,2015,1
atlantic silverside,63,37,2015,1
atlantic silverside,64,37,2015,1
atlantic silverside,65,37,2015,1
atlantic silverside,65,37,2015,1
atlantic silverside,65,37,2015,1
atlantic silverside,65,37,2015,1
atlantic silverside,65,37,2015,1
atlantic silverside,66,37,2015,1
atlantic silverside,67,37,2015,1
atlantic silverside,68,37,2015,1
atlantic silverside,68,37,2015,1
atlantic silverside,69,37,2015,1
atlantic silverside,69,37,2015,1
atlantic silverside,70,37,2015,1
atlantic silverside,70,37,2015,1
atlantic silverside,70,37,2015,1
atlantic silverside,70,37,2015,1
atlantic silverside,71,37,2015,1
atlantic silverside,71,37,2015,1
atlantic silverside,71,37,2015,1
atlantic silverside,72,37,2015,1
atlantic silverside,72,37,2015,1
atlantic silverside,72,37,2015,1
atlantic silverside,72,37,2015,1
atlantic silverside,73,37,2015,1
atlantic silverside,73,37,2015,1
atlantic silverside,73,37,2015,1
atlantic silverside,73,37,2015,1
atlantic silverside,75,37,2015,1
atlantic silverside,75,37,2015,1
atlantic silverside,76,37,2015,1
atlantic silverside,76,37,2015,1
atlantic silverside,77,37,2015,1
atlantic silverside,77,37,2015,1
atlantic silverside,77,37,2015,1
atlantic silverside,79,37,2015,1
atlantic silverside,80,37,2015,1
atlantic silverside,80,37,2015,1
atlantic silverside,80,37,2015,1
atlantic silverside,80,37,2015,1
atlantic silverside,80,37,2015,1
atlantic silverside,80,37,2015,1
atlantic silverside,81,37,2015,1
atlantic silverside,82,37,2015,1
atlantic silverside,83,37,2015,1
atlantic silverside,83,37,2015,1
atlantic silverside,84,37,2015,1
atlantic silverside,85,37,2015,1
atlantic silverside,85,37,2015,1
atlantic silverside,86,37,2015,1
atlantic silverside,86,37,2015,1
atlantic silverside,86,37,2015,1
atlantic silverside,87,37,2015,1
atlantic silverside,87,37,2015,1
atlantic silverside,87,37,2015,1
atlantic silverside,88,37,2015,1
atlantic silverside,88,37,2015,1
atlantic silverside,89,37,2015,1
atlantic silverside,90,37,2015,1
atlantic silverside,90,37,2015,1
atlantic silverside,90,37,2015,1
atlantic silverside,90,37,2015,1
atlantic silverside,90,37,2015,1
atlantic silverside,92,37,2015,1
atlantic silverside,92,37,2015,1
atlantic silverside,92,37,2015,1
atlantic silverside,111,37,2015,2
atlantic silverside,112,37,2015,2
atlantic silverside,114,37,2015,2
atlantic silverside,115,37,2015,2
atlantic silverside,115,37,2015,2
atlantic silverside,127,37,2015,2
atlantic silverside,128,37,2015,2
atlantic silverside,49,38,2015,1
atlantic silverside,51,38,2015,1
atlantic silverside,53,38,2015,1
atlantic silverside,53,38,2015,1
atlantic silverside,54,38,2015,1
atlantic silverside,54,38,2015,1
atlantic silverside,54,38,2015,1
atlantic silverside,55,38,2015,1
atlantic silverside,55,38,2015,1
atlantic silverside,56,38,2015,1
atlantic silverside,56,38,2015,1
atlantic silverside,57,38,2015,1
atlantic silverside,57,38,2015,1
atlantic silverside,58,38,2015,1
atlantic silverside,60,38,2015,1
atlantic silverside,60,38,2015,1
atlantic silverside,62,38,2015,1
atlantic silverside,62,38,2015,1
atlantic silverside,64,38,2015,1
atlantic silverside,64,38,2015,1
atlantic silverside,64,38,2015,1
atlantic silverside,65,38,2015,1
atlantic silverside,66,38,2015,1
atlantic silverside,66,38,2015,1
atlantic silverside,66,38,2015,1
atlantic silverside,66,38,2015,1
atlantic silverside,66,38,2015,1
atlantic silverside,67,38,2015,1
atlantic silverside,68,38,2015,1
atlantic silverside,68,38,2015,1
atlantic silverside,68,38,2015,1
atlantic silverside,68,38,2015,1
atlantic silverside,68,38,2015,1
atlantic silverside,68,38,2015,1
atlantic silverside,68,38,2015,1
atlantic silverside,69,38,2015,1
atlantic silverside,69,38,2015,1
atlantic silverside,69,38,2015,1
atlantic silverside,70,38,2015,1
atlantic silverside,70,38,2015,1
atlantic silverside,70,38,2015,1
atlantic silverside,70,38,2015,1
atlantic silverside,71,38,2015,1
atlantic silverside,73,38,2015,1
atlantic silverside,74,38,2015,1
atlantic silverside,74,38,2015,1
atlantic silverside,74,38,2015,1
atlantic silverside,75,38,2015,1
atlantic silverside,75,38,2015,1
atlantic silverside,75,38,2015,1
atlantic silverside,75,38,2015,1
atlantic silverside,75,38,2015,1
atlantic silverside,75,38,2015,1
atlantic silverside,76,38,2015,1
atlantic silverside,76,38,2015,1
atlantic silverside,76,38,2015,1
atlantic silverside,77,38,2015,1
atlantic silverside,78,38,2015,1
atlantic silverside,78,38,2015,1
atlantic silverside,79,38,2015,1
atlantic silverside,80,38,2015,1
atlantic silverside,81,38,2015,1
atlantic silverside,83,38,2015,1
atlantic silverside,83,38,2015,1
atlantic silverside,85,38,2015,1
atlantic silverside,86,38,2015,1
atlantic silverside,86,38,2015,1
atlantic silverside,86,38,2015,1
atlantic silverside,88,38,2015,1
atlantic silverside,90,38,2015,1
atlantic silverside,90,38,2015,1
atlantic silverside,91,38,2015,1
atlantic silverside,92,38,2015,1
atlantic silverside,93,38,2015,1
atlantic silverside,95,38,2015,1
atlantic silverside,126,38,2015,2
atlantic silverside,135,38,2015,2
atlantic silverside,52,39,2015,1
atlantic silverside,54,39,2015,1
atlantic silverside,55,39,2015,1
atlantic silverside,55,39,2015,1
atlantic silverside,57,39,2015,1
atlantic silverside,57,39,2015,1
atlantic silverside,57,39,2015,1
atlantic silverside,58,39,2015,1
atlantic silverside,58,39,2015,1
