"Date","Time (GMT)","Water Temp (°F)","Conductivity (mS/cm)"
"2023/06/07","06:12","54","-"
"2023/06/07","06:18","54","-"
"2023/06/07","06:24","54","-"
"2023/06/07","06:30","54","-"
"2023/06/07","06:36","54.1","-"
"2023/06/07","06:42","54.1","-"
"2023/06/07","06:48","54.1","-"
"2023/06/07","06:54","54.1","-"
"2023/06/07","07:00","54","-"
"2023/06/07","07:06","54","-"
"2023/06/07","07:12","54","-"
"2023/06/07","07:18","54.1","-"
"2023/06/07","07:24","54.1","-"
"2023/06/07","07:30","54.1","-"
"2023/06/07","07:36","54.1","-"
"2023/06/07","07:42","54.1","-"
"2023/06/07","07:48","54.1","-"
"2023/06/07","07:54","54.1","-"
"2023/06/07","08:00","54.1","-"
"2023/06/07","08:06","54.1","-"
"2023/06/07","08:12","54.1","-"
"2023/06/07","08:18","54.1","-"
"2023/06/07","08:24","54.1","-"
"2023/06/07","08:30","54.3","-"
"2023/06/07","08:36","54.5","-"
"2023/06/07","08:42","54.5","-"
"2023/06/07","08:48","54.3","-"
"2023/06/07","08:54","54.3","-"
"2023/06/07","09:00","54.5","-"
"2023/06/07","09:06","54.5","-"
"2023/06/07","09:12","54.5","-"
"2023/06/07","09:18","54.7","-"
"2023/06/07","09:24","54.7","-"
"2023/06/07","09:30","54.7","-"
"2023/06/07","09:36","54.7","-"
"2023/06/07","09:42","54.7","-"
"2023/06/07","09:48","54.7","-"
"2023/06/07","09:54","54.7","-"
"2023/06/07","10:00","54.7","-"
"2023/06/07","10:06","54.7","-"
"2023/06/07","10:12","54.7","-"
"2023/06/07","10:18","54.9","-"
"2023/06/07","10:24","54.9","-"
"2023/06/07","10:30","54.9","-"
"2023/06/07","10:36","54.9","-"
"2023/06/07","10:42","54.9","-"
"2023/06/07","10:48","54.9","-"
"2023/06/07","10:54","54.9","-"
"2023/06/07","11:00","54.9","-"
"2023/06/07","11:06","54.9","-"
"2023/06/07","11:12","54.9","-"
"2023/06/07","11:18","54.9","-"
"2023/06/07","11:24","54.9","-"
"2023/06/07","11:30","55","-"
"2023/06/07","11:36","55","-"
"2023/06/07","11:42","55","-"
"2023/06/07","11:48","55","-"
"2023/06/07","11:54","55","-"
"2023/06/07","12:00","55","-"
"2023/06/07","12:06","55","-"
"2023/06/07","12:12","55","-"
"2023/06/07","12:18","55","-"
"2023/06/07","12:24","55","-"
"2023/06/07","12:30","54.9","-"
"2023/06/07","12:36","54.7","-"
"2023/06/07","12:42","54.7","-"
"2023/06/07","12:48","54.7","-"
"2023/06/07","12:54","54.7","-"
"2023/06/07","13:00","54.7","-"
"2023/06/07","13:06","54.7","-"
"2023/06/07","13:12","54.9","-"
"2023/06/07","13:18","54.9","-"
"2023/06/07","13:24","54.9","-"
"2023/06/07","13:30","54.7","-"
"2023/06/07","13:36","54.7","-"
"2023/06/07","13:42","54.9","-"
"2023/06/07","13:48","54.7","-"
"2023/06/07","13:54","54.9","-"
"2023/06/07","14:00","54.9","-"
"2023/06/07","14:06","54.9","-"
"2023/06/07","14:12","54.9","-"
"2023/06/07","14:18","54.9","-"
"2023/06/07","14:24","54.9","-"
"2023/06/07","14:30","54.9","-"
"2023/06/07","14:36","54.9","-"
"2023/06/07","14:42","54.7","-"
"2023/06/07","14:48","54.9","-"
"2023/06/07","14:54","54.9","-"
"2023/06/07","15:00","54.9","-"
"2023/06/07","15:06","54.9","-"
"2023/06/07","15:12","54.9","-"
"2023/06/07","15:18","54.9","-"
"2023/06/07","15:24","54.9","-"
"2023/06/07","15:30","54.9","-"
"2023/06/07","15:36","54.9","-"
"2023/06/07","15:42","54.9","-"
"2023/06/07","15:48","54.7","-"
"2023/06/07","15:54","54.9","-"
"2023/06/07","16:00","54.9","-"
"2023/06/07","16:06","54.5","-"
"2023/06/07","16:12","54.5","-"
"2023/06/07","16:18","54.5","-"
"2023/06/07","16:24","54.7","-"
"2023/06/07","16:30","54.5","-"
"2023/06/07","16:36","54.5","-"
"2023/06/07","16:42","54.5","-"
"2023/06/07","16:48","54.5","-"
"2023/06/07","16:54","54.5","-"
"2023/06/07","17:00","54.5","-"
"2023/06/07","17:06","54.5","-"
"2023/06/07","17:12","54.3","-"
"2023/06/07","17:18","54.3","-"
"2023/06/07","17:24","54.3","-"
"2023/06/07","17:30","54.3","-"
"2023/06/07","17:36","54.3","-"
"2023/06/07","17:42","54.3","-"
"2023/06/07","17:48","54.3","-"
"2023/06/07","17:54","54.3","-"
"2023/06/07","18:00","54.3","-"
"2023/06/07","18:06","54.5","-"
"2023/06/07","18:12","54.5","-"
"2023/06/07","18:18","54.7","-"
"2023/06/07","18:24","54.5","-"
"2023/06/07","18:30","54.5","-"
"2023/06/07","18:36","54.3","-"
"2023/06/07","18:42","54.3","-"
"2023/06/07","18:48","54.3","-"
"2023/06/07","18:54","54.1","-"
"2023/06/07","19:00","54.1","-"
"2023/06/07","19:06","54.1","-"
"2023/06/07","19:12","54.3","-"
"2023/06/07","19:18","54.3","-"
"2023/06/07","19:24","54.3","-"
"2023/06/07","19:30","54.3","-"
"2023/06/07","19:36","54.3","-"
"2023/06/07","19:42","54.3","-"
"2023/06/07","19:48","54.3","-"
"2023/06/07","19:54","54.3","-"
"2023/06/07","20:00","54.3","-"
"2023/06/07","20:06","54.3","-"
"2023/06/07","20:12","54.3","-"
"2023/06/07","20:18","54.3","-"
"2023/06/07","20:24","54.3","-"
"2023/06/07","20:30","54.3","-"
"2023/06/07","20:36","54.3","-"
"2023/06/07","20:42","54.3","-"
"2023/06/07","20:48","54.5","-"
"2023/06/07","20:54","54.3","-"
"2023/06/07","21:00","54.5","-"
"2023/06/07","21:06","54.7","-"
"2023/06/07","21:12","54.9","-"
"2023/06/07","21:18","55","-"
"2023/06/07","21:24","54.9","-"
"2023/06/07","21:30","55","-"
"2023/06/07","21:36","55","-"
"2023/06/07","21:42","54.9","-"
"2023/06/07","21:48","54.9","-"
"2023/06/07","21:54","54.7","-"
"2023/06/07","22:00","54.7","-"
"2023/06/07","22:06","54.7","-"
"2023/06/07","22:12","54.9","-"
"2023/06/07","22:18","54.9","-"
"2023/06/07","22:24","54.9","-"
"2023/06/07","22:30","55","-"
"2023/06/07","22:36","55","-"
"2023/06/07","22:42","55","-"
"2023/06/07","22:48","55","-"
"2023/06/07","22:54","54.9","-"
"2023/06/07","23:00","55","-"
"2023/06/07","23:06","55","-"
"2023/06/07","23:12","55","-"
"2023/06/07","23:18","55","-"
"2023/06/07","23:24","55","-"
"2023/06/07","23:30","55","-"
"2023/06/07","23:36","55","-"
"2023/06/07","23:42","55","-"
"2023/06/07","23:48","55","-"
"2023/06/07","23:54","55","-"
"2023/06/08","00:00","55","-"
"2023/06/08","00:06","55","-"
"2023/06/08","00:12","55.2","-"
"2023/06/08","00:18","55.2","-"
"2023/06/08","00:24","55.2","-"
"2023/06/08","00:30","55.2","-"
"2023/06/08","00:36","55.2","-"
"2023/06/08","00:42","55","-"
"2023/06/08","00:48","55","-"
"2023/06/08","00:54","55","-"
"2023/06/08","01:00","55","-"
"2023/06/08","01:06","54.9","-"
"2023/06/08","01:12","54.9","-"
"2023/06/08","01:18","54.9","-"
"2023/06/08","01:24","54.9","-"
"2023/06/08","01:30","54.9","-"
"2023/06/08","01:36","54.9","-"
"2023/06/08","01:42","54.9","-"
"2023/06/08","01:48","54.9","-"
"2023/06/08","01:54","54.9","-"
"2023/06/08","02:00","54.9","-"
"2023/06/08","02:06","54.9","-"
"2023/06/08","02:12","54.9","-"
"2023/06/08","02:18","54.7","-"
"2023/06/08","02:24","54.7","-"
"2023/06/08","02:30","54.7","-"
"2023/06/08","02:36","54.7","-"
"2023/06/08","02:42","54.7","-"
"2023/06/08","02:48","54.7","-"
"2023/06/08","02:54","54.7","-"
"2023/06/08","03:00","54.7","-"
"2023/06/08","03:06","54.7","-"
"2023/06/08","03:12","54.7","-"
"2023/06/08","03:18","54.7","-"
"2023/06/08","03:24","54.7","-"
"2023/06/08","03:30","54.7","-"
"2023/06/08","03:36","54.7","-"
"2023/06/08","03:42","54.7","-"
"2023/06/08","03:48","54.7","-"
"2023/06/08","03:54","54.9","-"
"2023/06/08","04:00","54.7","-"
"2023/06/08","04:06","54.7","-"
"2023/06/08","04:12","54.7","-"
"2023/06/08","04:18","54.7","-"
"2023/06/08","04:24","54.7","-"
"2023/06/08","04:30","54.7","-"
"2023/06/08","04:36","54.7","-"
"2023/06/08","04:42","54.7","-"
"2023/06/08","04:48","54.7","-"
"2023/06/08","04:54","54.7","-"
"2023/06/08","05:00","54.7","-"
"2023/06/08","05:06","54.5","-"
"2023/06/08","05:12","54.5","-"
"2023/06/08","05:18","54.5","-"
"2023/06/08","05:24","54.5","-"
"2023/06/08","05:30","54.5","-"
"2023/06/08","05:36","54.5","-"
"2023/06/08","05:42","54.3","-"
"2023/06/08","05:48","54.3","-"
"2023/06/08","05:54","54.3","-"
"2023/06/08","06:00","54.5","-"
"2023/06/08","06:06","54.5","-"
"2023/06/08","06:12","54.3","-"
"2023/06/08","06:18","54.1","-"
"2023/06/08","06:24","54.1","-"
"2023/06/08","06:30","54.3","-"
"2023/06/08","06:36","54.3","-"
"2023/06/08","06:42","54.3","-"
"2023/06/08","06:48","54.3","-"
"2023/06/08","06:54","54.3","-"
"2023/06/08","07:00","54.3","-"
"2023/06/08","07:06","54.1","-"
"2023/06/08","07:12","54.1","-"
"2023/06/08","07:18","54.1","-"
"2023/06/08","07:24","54","-"
"2023/06/08","07:30","54","-"
"2023/06/08","07:36","54","-"
"2023/06/08","07:42","54","-"
"2023/06/08","07:48","53.8","-"
"2023/06/08","07:54","54","-"
"2023/06/08","08:00","54","-"
"2023/06/08","08:06","54","-"
"2023/06/08","08:12","54.1","-"
"2023/06/08","08:18","54.1","-"
"2023/06/08","08:24","54","-"
"2023/06/08","08:30","54","-"
"2023/06/08","08:36","54","-"
"2023/06/08","08:42","54","-"
"2023/06/08","08:48","54","-"
"2023/06/08","08:54","54","-"
"2023/06/08","09:00","54","-"
"2023/06/08","09:06","54","-"
"2023/06/08","09:12","54","-"
"2023/06/08","09:18","54.1","-"
"2023/06/08","09:24","54.1","-"
"2023/06/08","09:30","54.1","-"
"2023/06/08","09:36","54.1","-"
"2023/06/08","09:42","54.1","-"
"2023/06/08","09:48","54.1","-"
"2023/06/08","09:54","54.1","-"
"2023/06/08","10:00","54.3","-"
"2023/06/08","10:06","54.3","-"
"2023/06/08","10:12","54.3","-"
"2023/06/08","10:18","54.5","-"
"2023/06/08","10:24","54.5","-"
"2023/06/08","10:30","54.5","-"
"2023/06/08","10:36","54.5","-"
"2023/06/08","10:42","54.5","-"
"2023/06/08","10:48","54.5","-"
"2023/06/08","10:54","54.5","-"
"2023/06/08","11:00","54.5","-"
"2023/06/08","11:06","54.5","-"
"2023/06/08","11:12","54.5","-"
"2023/06/08","11:18","54.5","-"
"2023/06/08","11:24","54.7","-"
"2023/06/08","11:30","54.7","-"
"2023/06/08","11:36","54.7","-"
"2023/06/08","11:42","54.7","-"
"2023/06/08","11:48","54.7","-"
"2023/06/08","11:54","54.7","-"
"2023/06/08","12:00","54.7","-"
"2023/06/08","12:06","54.7","-"
"2023/06/08","12:12","54.7","-"
"2023/06/08","12:18","54.7","-"
"2023/06/08","12:24","54.7","-"
"2023/06/08","12:30","54.7","-"
"2023/06/08","12:36","54.7","-"
"2023/06/08","12:42","54.7","-"
"2023/06/08","12:48","54.7","-"
"2023/06/08","12:54","54.9","-"
"2023/06/08","13:00","54.9","-"
"2023/06/08","13:06","54.9","-"
"2023/06/08","13:12","54.9","-"
"2023/06/08","13:18","54.9","-"
"2023/06/08","13:24","55","-"
"2023/06/08","13:30","55.2","-"
"2023/06/08","13:36","55","-"
"2023/06/08","13:42","55.2","-"
"2023/06/08","13:48","55","-"
"2023/06/08","13:54","55","-"
"2023/06/08","14:00","55","-"
"2023/06/08","14:06","55.2","-"
"2023/06/08","14:12","55.2","-"
"2023/06/08","14:18","55.2","-"
"2023/06/08","14:24","55.2","-"
"2023/06/08","14:30","55.4","-"
"2023/06/08","14:36","55.4","-"
"2023/06/08","14:42","55.2","-"
"2023/06/08","14:48","55.2","-"
"2023/06/08","14:54","55","-"
"2023/06/08","15:00","55","-"
"2023/06/08","15:06","55","-"
"2023/06/08","15:12","55","-"
"2023/06/08","15:18","54.9","-"
"2023/06/08","15:24","55","-"
"2023/06/08","15:30","55.2","-"
"2023/06/08","15:36","55.4","-"
"2023/06/08","15:42","55.4","-"
"2023/06/08","15:48","55.4","-"
"2023/06/08","15:54","55.4","-"
"2023/06/08","16:00","55.4","-"
"2023/06/08","16:06","55.6","-"
"2023/06/08","16:12","55","-"
"2023/06/08","16:18","55.4","-"
"2023/06/08","16:24","55.2","-"
"2023/06/08","16:30","55.4","-"
"2023/06/08","16:36","55.4","-"
"2023/06/08","16:42","55.4","-"
"2023/06/08","16:48","55.6","-"
"2023/06/08","16:54","55.4","-"
"2023/06/08","17:00","55.2","-"
"2023/06/08","17:06","55.2","-"
"2023/06/08","17:12","55","-"
"2023/06/08","17:18","54.9","-"
"2023/06/08","17:24","54.9","-"
"2023/06/08","17:30","54.9","-"
"2023/06/08","17:36","54.9","-"
"2023/06/08","17:42","55","-"
"2023/06/08","17:48","55","-"
"2023/06/08","17:54","55","-"
"2023/06/08","18:00","54.9","-"
"2023/06/08","18:06","54.7","-"
"2023/06/08","18:12","54.7","-"
"2023/06/08","18:18","54.7","-"
"2023/06/08","18:24","54.7","-"
"2023/06/08","18:30","54.5","-"
"2023/06/08","18:36","54.3","-"
"2023/06/08","18:42","54","-"
"2023/06/08","18:48","54","-"
"2023/06/08","18:54","54","-"
"2023/06/08","19:00","54.1","-"
"2023/06/08","19:06","54.1","-"
"2023/06/08","19:12","54.3","-"
"2023/06/08","19:18","54.3","-"
"2023/06/08","19:24","54.3","-"
"2023/06/08","19:30","54.1","-"
"2023/06/08","19:36","54.1","-"
"2023/06/08","19:42","54.1","-"
"2023/06/08","19:48","54.1","-"
"2023/06/08","19:54","54.3","-"
"2023/06/08","20:00","54.1","-"
"2023/06/08","20:06","54.1","-"
"2023/06/08","20:12","54.1","-"
"2023/06/08","20:18","54.1","-"
"2023/06/08","20:24","54.1","-"
"2023/06/08","20:30","54.1","-"
"2023/06/08","20:36","54","-"
"2023/06/08","20:42","54.1","-"
"2023/06/08","20:48","54.1","-"
"2023/06/08","20:54","54.1","-"
"2023/06/08","21:00","54","-"
"2023/06/08","21:06","54","-"
"2023/06/08","21:12","54.1","-"
"2023/06/08","21:18","54.3","-"
"2023/06/08","21:24","54.3","-"
"2023/06/08","21:30","54.3","-"
"2023/06/08","21:36","54.3","-"
"2023/06/08","21:42","54.1","-"
"2023/06/08","21:48","54.1","-"
"2023/06/08","21:54","54.1","-"
"2023/06/08","22:00","54.1","-"
"2023/06/08","22:06","54.3","-"
"2023/06/08","22:12","54.5","-"
"2023/06/08","22:18","55.6","-"
"2023/06/08","22:24","55.4","-"
"2023/06/08","22:30","55.4","-"
"2023/06/08","22:36","55.4","-"
"2023/06/08","22:42","55.4","-"
"2023/06/08","22:48","55.4","-"
"2023/06/08","22:54","55.2","-"
"2023/06/08","23:00","55","-"
"2023/06/08","23:06","55","-"
"2023/06/08","23:12","55.2","-"
"2023/06/08","23:18","55.4","-"
"2023/06/08","23:24","55.4","-"
"2023/06/08","23:30","55.4","-"
"2023/06/08","23:36","55.4","-"
"2023/06/08","23:42","55.4","-"
"2023/06/08","23:48","55.6","-"
"2023/06/08","23:54","55.4","-"
"2023/06/09","00:00","55.4","-"
"2023/06/09","00:06","55.4","-"
"2023/06/09","00:12","55.4","-"
"2023/06/09","00:18","55.4","-"
"2023/06/09","00:24","55.4","-"
"2023/06/09","00:30","55.4","-"
"2023/06/09","00:36","55.4","-"
"2023/06/09","00:42","55.4","-"
"2023/06/09","00:48","55.4","-"
"2023/06/09","00:54","55.6","-"
"2023/06/09","01:00","55.6","-"
"2023/06/09","01:06","55.6","-"
"2023/06/09","01:12","55.6","-"
"2023/06/09","01:18","55.6","-"
"2023/06/09","01:24","55.6","-"
"2023/06/09","01:30","55.6","-"
"2023/06/09","01:36","55.8","-"
"2023/06/09","01:42","55.8","-"
"2023/06/09","01:48","55.8","-"
"2023/06/09","01:54","55.8","-"
"2023/06/09","02:00","55.8","-"
"2023/06/09","02:06","55.8","-"
"2023/06/09","02:12","55.6","-"
"2023/06/09","02:18","55.6","-"
"2023/06/09","02:24","55.6","-"
"2023/06/09","02:30","55.6","-"
"2023/06/09","02:36","55.6","-"
"2023/06/09","02:42","55.6","-"
"2023/06/09","02:48","55.6","-"
"2023/06/09","02:54","55.6","-"
"2023/06/09","03:00","55.6","-"
"2023/06/09","03:06","55.6","-"
"2023/06/09","03:12","55.4","-"
"2023/06/09","03:18","55.4","-"
"2023/06/09","03:24","55.4","-"
"2023/06/09","03:30","55.6","-"
"2023/06/09","03:36","55.6","-"
"2023/06/09","03:42","55.8","-"
"2023/06/09","03:48","55.8","-"
"2023/06/09","03:54","55.8","-"
"2023/06/09","04:00","55.6","-"
"2023/06/09","04:06","55.6","-"
"2023/06/09","04:12","55.6","-"
"2023/06/09","04:18","55.6","-"
"2023/06/09","04:24","55.6","-"
"2023/06/09","04:30","55.4","-"
"2023/06/09","04:36","55.2","-"
"2023/06/09","04:42","55","-"
"2023/06/09","04:48","54.7","-"
"2023/06/09","04:54","54.7","-"
"2023/06/09","05:00","54.5","-"
"2023/06/09","05:06","54.5","-"
"2023/06/09","05:12","54.5","-"
"2023/06/09","05:18","54.5","-"
"2023/06/09","05:24","54.5","-"
"2023/06/09","05:30","54.5","-"
"2023/06/09","05:36","54.5","-"
"2023/06/09","05:42","54.5","-"
"2023/06/09","05:48","54.5","-"
"2023/06/09","05:54","54.5","-"
"2023/06/09","06:00","54.5","-"
"2023/06/09","06:06","54.5","-"
"2023/06/09","06:12","54.5","-"
"2023/06/09","06:18","54.3","-"
"2023/06/09","06:24","54.3","-"
"2023/06/09","06:30","54.3","-"
"2023/06/09","06:36","54.3","-"
"2023/06/09","06:42","54.1","-"
"2023/06/09","06:48","54.1","-"
"2023/06/09","06:54","54.1","-"
"2023/06/09","07:00","54.1","-"
"2023/06/09","07:06","54.1","-"
"2023/06/09","07:12","54","-"
"2023/06/09","07:18","54","-"
"2023/06/09","07:24","54","-"
"2023/06/09","07:30","54","-"
"2023/06/09","07:36","54.1","-"
"2023/06/09","07:42","54.1","-"
"2023/06/09","07:48","54.1","-"
"2023/06/09","07:54","54.1","-"
"2023/06/09","08:00","54.1","-"
"2023/06/09","08:06","54.1","-"
"2023/06/09","08:12","54.1","-"
"2023/06/09","08:18","54.1","-"
"2023/06/09","08:24","54.1","-"
"2023/06/09","08:30","54.1","-"
"2023/06/09","08:36","54.1","-"
"2023/06/09","08:42","54.1","-"
"2023/06/09","08:48","54.1","-"
"2023/06/09","08:54","54.1","-"
"2023/06/09","09:00","54.1","-"
"2023/06/09","09:06","54","-"
"2023/06/09","09:12","54","-"
"2023/06/09","09:18","54","-"
"2023/06/09","09:24","54","-"
"2023/06/09","09:30","54","-"
"2023/06/09","09:36","54","-"
"2023/06/09","09:42","54","-"
"2023/06/09","09:48","54.1","-"
"2023/06/09","09:54","54.1","-"
"2023/06/09","10:00","54.3","-"
"2023/06/09","10:06","54.3","-"
"2023/06/09","10:12","54.3","-"
"2023/06/09","10:18","54.3","-"
"2023/06/09","10:24","54.3","-"
"2023/06/09","10:30","54.3","-"
"2023/06/09","10:36","54.5","-"
"2023/06/09","10:42","54.5","-"
"2023/06/09","10:48","54.5","-"
"2023/06/09","10:54","54.5","-"
"2023/06/09","11:00","54.5","-"
"2023/06/09","11:06","54.5","-"
"2023/06/09","11:12","54.5","-"
"2023/06/09","11:18","54.7","-"
"2023/06/09","11:24","54.7","-"
"2023/06/09","11:30","54.7","-"
"2023/06/09","11:36","54.7","-"
"2023/06/09","11:42","54.7","-"
"2023/06/09","11:48","54.7","-"
"2023/06/09","11:54","54.7","-"
"2023/06/09","12:00","54.7","-"
"2023/06/09","12:06","54.9","-"
"2023/06/09","12:12","54.9","-"
"2023/06/09","12:18","54.9","-"
"2023/06/09","12:24","54.9","-"
"2023/06/09","12:30","54.9","-"
"2023/06/09","12:36","54.9","-"
"2023/06/09","12:42","54.9","-"
"2023/06/09","12:48","54.9","-"
"2023/06/09","12:54","55","-"
"2023/06/09","13:00","55","-"
"2023/06/09","13:06","55","-"
"2023/06/09","13:12","55","-"
"2023/06/09","13:18","55","-"
"2023/06/09","13:24","55","-"
"2023/06/09","13:30","55.2","-"
"2023/06/09","13:36","55.2","-"
"2023/06/09","13:42","55.2","-"
"2023/06/09","13:48","55.2","-"
"2023/06/09","13:54","55.2","-"
"2023/06/09","14:00","55.2","-"
"2023/06/09","14:06","55.2","-"
"2023/06/09","14:12","55.2","-"
"2023/06/09","14:18","55.2","-"
"2023/06/09","14:24","55.2","-"
"2023/06/09","14:30","55.4","-"
"2023/06/09","14:36","55.2","-"
"2023/06/09","14:42","55.4","-"
"2023/06/09","14:48","55.4","-"
"2023/06/09","14:54","55.4","-"
"2023/06/09","15:00","55.6","-"
"2023/06/09","15:06","55.6","-"
"2023/06/09","15:12","55.8","-"
"2023/06/09","15:18","55.8","-"
"2023/06/09","15:24","55.8","-"
"2023/06/09","15:30","55.8","-"
"2023/06/09","15:36","55.8","-"
"2023/06/09","15:42","55.6","-"
"2023/06/09","15:48","55.6","-"
"2023/06/09","15:54","55.8","-"
"2023/06/09","16:00","55.8","-"
"2023/06/09","16:06","56.1","-"
"2023/06/09","16:12","55.9","-"
"2023/06/09","16:18","55.9","-"
"2023/06/09","16:24","55.8","-"
"2023/06/09","16:30","55.8","-"
"2023/06/09","16:36","55.8","-"
"2023/06/09","16:42","55.4","-"
"2023/06/09","16:48","55.4","-"
"2023/06/09","16:54","55.4","-"
"2023/06/09","17:00","55.2","-"
"2023/06/09","17:06","54.5","-"
"2023/06/09","17:12","54.5","-"
"2023/06/09","17:18","54.3","-"
"2023/06/09","17:24","54.3","-"
"2023/06/09","17:30","54.3","-"
"2023/06/09","17:36","54.5","-"
"2023/06/09","17:42","54.5","-"
"2023/06/09","17:48","54.7","-"
"2023/06/09","17:54","54.7","-"
"2023/06/09","18:00","54.9","-"
"2023/06/09","18:06","55","-"
"2023/06/09","18:12","54.7","-"
"2023/06/09","18:18","54.7","-"
"2023/06/09","18:24","54.5","-"
"2023/06/09","18:30","54.5","-"
"2023/06/09","18:36","54.7","-"
"2023/06/09","18:42","55.2","-"
"2023/06/09","18:48","55","-"
"2023/06/09","18:54","55","-"
"2023/06/09","19:00","55","-"
"2023/06/09","19:06","55","-"
"2023/06/09","19:12","54.7","-"
"2023/06/09","19:18","54.7","-"
"2023/06/09","19:24","54.7","-"
"2023/06/09","19:30","54.7","-"
"2023/06/09","19:36","54.5","-"
"2023/06/09","19:42","54.1","-"
"2023/06/09","19:48","54.1","-"
"2023/06/09","19:54","54.1","-"
"2023/06/09","20:00","54","-"
"2023/06/09","20:06","54","-"
"2023/06/09","20:12","54","-"
"2023/06/09","20:18","54","-"
"2023/06/09","20:24","54","-"
"2023/06/09","20:30","54.1","-"
"2023/06/09","20:36","54.1","-"
"2023/06/09","20:42","54.1","-"
"2023/06/09","20:48","54.1","-"
"2023/06/09","20:54","54.1","-"
"2023/06/09","21:00","54.1","-"
"2023/06/09","21:06","54.1","-"
"2023/06/09","21:12","54","-"
"2023/06/09","21:18","54","-"
"2023/06/09","21:24","54","-"
"2023/06/09","21:30","54","-"
"2023/06/09","21:36","54","-"
"2023/06/09","21:42","54.1","-"
"2023/06/09","21:48","54.1","-"
"2023/06/09","21:54","54","-"
"2023/06/09","22:00","54","-"
"2023/06/09","22:06","54","-"
"2023/06/09","22:12","54","-"
"2023/06/09","22:18","54.1","-"
"2023/06/09","22:24","54.3","-"
"2023/06/09","22:30","54.3","-"
"2023/06/09","22:36","54.7","-"
"2023/06/09","22:42","54.5","-"
"2023/06/09","22:48","54.5","-"
"2023/06/09","22:54","54.7","-"
"2023/06/09","23:00","54.7","-"
"2023/06/09","23:06","54.9","-"
"2023/06/09","23:12","54.9","-"
"2023/06/09","23:18","55","-"
"2023/06/09","23:24","55","-"
"2023/06/09","23:30","55","-"
"2023/06/09","23:36","55.2","-"
"2023/06/09","23:42","55","-"
"2023/06/09","23:48","55.2","-"
"2023/06/09","23:54","55","-"
"2023/06/10","00:00","55.6","-"
"2023/06/10","00:06","55.4","-"
"2023/06/10","00:12","55.2","-"
"2023/06/10","00:18","55.2","-"
"2023/06/10","00:24","55.4","-"
"2023/06/10","00:30","55.6","-"
"2023/06/10","00:36","55.6","-"
"2023/06/10","00:42","55.6","-"
"2023/06/10","00:48","55.8","-"
"2023/06/10","00:54","55.8","-"
"2023/06/10","01:00","55.9","-"
"2023/06/10","01:06","55.9","-"
"2023/06/10","01:12","55.9","-"
"2023/06/10","01:18","55.9","-"
"2023/06/10","01:24","55.9","-"
"2023/06/10","01:30","55.9","-"
"2023/06/10","01:36","55.9","-"
"2023/06/10","01:42","55.9","-"
"2023/06/10","01:48","55.9","-"
"2023/06/10","01:54","55.9","-"
"2023/06/10","02:00","56.1","-"
"2023/06/10","02:06","56.1","-"
"2023/06/10","02:12","56.1","-"
"2023/06/10","02:18","56.1","-"
"2023/06/10","02:24","56.1","-"
"2023/06/10","02:30","56.1","-"
"2023/06/10","02:36","56.1","-"
"2023/06/10","02:42","56.1","-"
"2023/06/10","02:48","56.1","-"
"2023/06/10","02:54","56.1","-"
"2023/06/10","03:00","56.3","-"
"2023/06/10","03:06","56.3","-"
"2023/06/10","03:12","56.3","-"
"2023/06/10","03:18","56.3","-"
"2023/06/10","03:24","56.3","-"
"2023/06/10","03:30","56.3","-"
"2023/06/10","03:36","56.3","-"
"2023/06/10","03:42","56.5","-"
"2023/06/10","03:48","56.5","-"
"2023/06/10","03:54","56.5","-"
"2023/06/10","04:00","56.5","-"
"2023/06/10","04:06","56.5","-"
"2023/06/10","04:12","56.3","-"
"2023/06/10","04:18","56.3","-"
"2023/06/10","04:24","56.3","-"
"2023/06/10","04:30","56.3","-"
"2023/06/10","04:36","56.1","-"
"2023/06/10","04:42","56.1","-"
"2023/06/10","04:48","56.1","-"
"2023/06/10","04:54","56.1","-"
"2023/06/10","05:00","55.9","-"
"2023/06/10","05:06","55.9","-"
"2023/06/10","05:12","55.6","-"
"2023/06/10","05:18","55.2","-"
"2023/06/10","05:24","55.2","-"
"2023/06/10","05:30","55.2","-"
"2023/06/10","05:36","54.9","-"
"2023/06/10","05:42","54.7","-"
"2023/06/10","05:48","54.5","-"
"2023/06/10","05:54","54.5","-"
"2023/06/10","06:00","54.5","-"
"2023/06/10","06:06","54.7","-"
"2023/06/10","06:12","54.7","-"
"2023/06/10","06:18","54.7","-"
"2023/06/10","06:24","54.7","-"
"2023/06/10","06:30","54.7","-"
"2023/06/10","06:36","54.7","-"
"2023/06/10","06:42","54.7","-"
"2023/06/10","06:48","54.7","-"
"2023/06/10","06:54","54.7","-"
"2023/06/10","07:00","54.7","-"
"2023/06/10","07:06","54.7","-"
"2023/06/10","07:12","54.7","-"
"2023/06/10","07:18","54.7","-"
"2023/06/10","07:24","54.7","-"
"2023/06/10","07:30","54.5","-"
"2023/06/10","07:36","54.5","-"
"2023/06/10","07:42","54.5","-"
"2023/06/10","07:48","54.5","-"
"2023/06/10","07:54","54.5","-"
"2023/06/10","08:00","54.5","-"
"2023/06/10","08:06","54.5","-"
"2023/06/10","08:12","54.5","-"
"2023/06/10","08:18","54.5","-"
"2023/06/10","08:24","54.3","-"
"2023/06/10","08:30","54.3","-"
"2023/06/10","08:36","54.3","-"
"2023/06/10","08:42","54.3","-"
"2023/06/10","08:48","54.3","-"
