loc_id,year,date,site_id,site_name,bay_location,substrate,set_time_local,weather,temp_degc,do_mg/l,salinity_ppt,hermit_crabs,shrimp,notes
2016_037_12,2016,8/18/2016,12,Alewife Cove,Outer,sand/gravel,13:00,sunny,17.3,9.9,31.68,absent,absent,NA
2016_038_11,2016,9/2/2016,11,Cushing Island,Outer,NA,08:50,sunny,16.9,9.3,30.51,present,medium,NA
2016_038_04,2016,9/2/2016,4,Mussel Cove,Mid,NA,09:30,sunny,19.3,7.8,31.94,NA,NA,NA
2016_038_06,2016,9/2/2016,6,Mackworth Island - North,Mid,NA,10:30,sunny,18.8,9,31.67,NA,NA,NA
2016_038_03,2016,9/2/2016,3,Audubon,Inner,NA,11:15,sunny,19.5,7.9,24.7,NA,medium,NA
2016_038_01,2016,9/2/2016,1,Presumpscot Moorings,Inner,NA,11:35,sunny,21.7,8.7,11.3,NA,NA,NA
2016_039_10,2016,9/7/2016,10,SMCC,Outer,NA,09:10,foggy,17.5,8.11,31.02,NA,medium,NA
2016_039_09,2016,9/7/2016,9,Great Diamond Island,Outer,NA,09:50,foggy,18,8.8,31.58,NA,medium,NA
2016_039_07,2016,9/7/2016,7,Mackworth Island - Beach,Mid,NA,11:00,foggy,NA,NA,NA,NA,medium,NA
2016_039_02,2016,9/7/2016,2,Skitterygusset,Inner,NA,11:45,foggy,19.7,8.3,19.23,NA,NA,NA
2016_039_08,2016,9/7/2016,8,Back Cove,Mid,NA,12:35,NA,18.5,7.5,29.97,NA,NA,NA
2016_039_12,2016,9/7/2016,12,Alewife Cove,Outer,NA,#VALUE!,NA,NA,NA,NA,NA,NA,NA
2017_040_02,2017,6/22/2017,2,Skitterygusset,Inner,NA,10:45,NA,NA,NA,NA,NA,low,NA
2017_040_06,2017,6/22/2017,6,Mackworth Island - North,Mid,NA,11:45,NA,15,13.5,26.78,NA,NA,NA
2017_040_04,2017,6/22/2017,4,Mussel Cove,Mid,NA,12:30,sunny,16.3,12.3,29.59,NA,high,NA
2017_040_09,2017,6/22/2017,9,Great Diamond Island,Outer,NA,13:25,sunny,13.7,12.4,29.55,NA,high,NA
2017_040_11,2017,6/22/2017,11,Cushing Island,Outer,NA,14:07,sunny,12.6,12.7,30.16,present,medium,NA
2017_040_10,2017,6/22/2017,10,SMCC,Outer,NA,14:39,sunny,NA,NA,NA,present,medium,NA
2017_041_12,2017,6/27/2017,12,Alewife Cove,Outer,NA,11:00,overcast,13.3,11.8,29.51,absent,absent,NA
2017_041_05,2017,6/27/2017,5,The Brothers - North,Mid,NA,12:00,overcast,15.4,11.9,30.41,absent,absent,NA
2017_041_07,2017,6/27/2017,7,Mackworth Island - Beach,Mid,NA,12:40,overcast,14.5,12.3,29.35,NA,NA,NA
2017_041_01,2017,6/27/2017,1,Presumpscot Moorings,Inner,NA,13:30,overcast,23,8.8,1.41,absent,absent,NA
2017_041_03,2017,6/27/2017,3,Audubon,Inner,NA,13:45,overcast,15.5,10.8,28.14,absent,low,NA
2017_042_12,2017,7/6/2017,12,Back Cove,Mid,NA,10:15,sunny,17,10.6,27.51,absent,absent,
2017_042_10,2017,7/6/2017,10,SMCC,Outer,NA,10:22,sunny,14.1,12.5,30.31,present,medium,NA
2017_042_02,2017,7/6/2017,2,Skitterygusset,Inner,NA,11:07,sunny,18,9,22.95,absent,low,NA
2017_042_06,2017,7/6/2017,6,Mackworth Island - North,Mid,NA,11:30,sunny,14.7,10.5,30.47,absent,present,
2017_042_04,2017,7/6/2017,4,Mussel Cove,Mid,NA,12:05,sunny,16.6,10.6,30.95,absent,medium,NA
2017_042_09,2017,7/6/2017,9,Great Diamond Island,Outer,NA,13:00,sunny,16,14.5,29.37,present,low,NA
2017_042_11,2017,7/6/2017,11,Cushing Island,Outer,NA,13:20,sunny,16.3,12.3,30.21,present,medium,NA
2017_043_12,2017,7/12/2017,12,Alewife Cove,Outer,NA,10:45,sunny,21.1,10,25.69,NA,NA,NA
2017_043_01,2017,7/12/2017,1,Presumpscot Moorings,Inner,NA,11:30,sunny,28.1,9,1.43,absent,low,NA
2017_043_03,2017,7/12/2017,3,Audubon,Inner,NA,12:00,sunny,27,8.6,19.73,NA,NA,NA
2017_043_08,2017,7/12/2017,8,Back Cove,Mid,NA,12:40,sunny,25.4,8.6,24.41,absent,absent,NA
2017_043_06,2017,7/12/2017,6,Mackworth Island - North,Mid,NA,13:05,sunny,26,8.6,26.37,present,absent,NA
2017_043_07,2017,7/12/2017,7,Mackworth Island - Beach,Mid,NA,13:25,sunny,18.1,10.5,29.58,NA,NA,NA
2017_044_02,2017,7/18/2017,2,Skitterygusset,Inner,NA,11:15,sunny,20.7,8,13.55,NA,NA,NA
2017_044_06,2017,7/18/2017,6,Mackworth Island - North,Mid,NA,11:45,sunny,20.8,12,27.91,present,medium,NA
2017_044_04,2017,7/18/2017,4,Mussel Cove,Mid,NA,12:25,sunny,22.6,10.1,30.44,present,high,NA
2017_044_09,2017,7/18/2017,9,Great Diamond Island,Outer,NA,13:15,sunny,20.2,12.2,29.29,present,high,NA
2017_044_11,2017,7/18/2017,11,Cushing Island,Outer,NA,14:00,sunny,18.9,13.8,29.79,present,low,NA
2017_044_10,2017,7/18/2017,10,SMCC,Outer,NA,14:30,sunny,19.1,10.9,27.67,present,low,NA
2017_045_12,2017,7/26/2017,12,Alewife Cove,Outer,NA,09:30,sunny,15.4,14.2,30.23,absent,absent,NA
2017_045_07,2017,7/26/2017,7,Mackworth Island - Beach,Mid,NA,10:20,sunny,25,5.7,13.44,present,medium,NA
2017_045_03,2017,7/26/2017,3,Audubon,Inner,NA,11:15,sunny,21.4,9.3,17.53,absent,medium,NA
2017_045_01,2017,7/26/2017,1,Presumpscot Moorings,Inner,NA,11:55,sunny,24.2,10.3,0.3,absent,absent,NA
2017_045_05,2017,7/26/2017,5,The Brothers - North,Mid,NA,12:44,sunny,16.2,11.1,30.16,present,low,NA
2017_045_08,2017,7/26/2017,8,Back Cove,Mid,NA,13:10,sunny,17.4,11,28.83,absent,absent,NA
2017_046_02,2017,8/2/2017,2,Skitterygusset,Inner,NA,09:00,sunny,19.3,8.4,22.82,absent,absent,NA
2017_046_06,2017,8/2/2017,6,Mackworth Island - North,Mid,NA,09:45,sunny,19,10,26.75,absent,low,NA
2017_046_04,2017,8/2/2017,4,Mussel Cove,Mid,NA,10:15,sunny,20.6,8.9,30.45,absent,absent,NA
2017_046_09,2017,8/2/2017,9,Great Diamond Island,Outer,NA,10:40,sunny,18.3,9.9,29.82,absent,high,NA
2017_046_11,2017,8/2/2017,11,Cushing Island,Outer,NA,11:05,sunny,17,10,29.57,present,medium,NA
2017_046_10,2017,8/2/2017,10,SMCC,Outer,NA,11:30,sunny,18.5,10.6,28.45,present,high,NA
2017_047_12,2017,8/11/2017,12,Alewife Cove,Outer,NA,09:15,sunny,15.2,10.9,30.64,present,low,NA
2017_047_03,2017,8/11/2017,3,Audubon,Inner,NA,10:00,sunny,23.2,7.6,7.55,absent,high,NA
2017_047_01,2017,8/11/2017,1,Presumpscot Moorings,Inner,NA,10:35,sunny,23.9,9.1,0.51,absent,high,tide too low to access site-set closer to dock
2017_047_07,2017,8/11/2017,7,Mackworth Island - Beach,Mid,NA,11:40,sunny,21.2,11.4,23.39,absent,high,NA
2017_047_08,2017,8/11/2017,8,Back Cove,Mid,NA,12:20,sunny,18.1,9.4,29.35,absent,absent,NA
2017_048_10,2017,8/25/2017,10,SMCC,Outer,NA,09:00,sunny,16.8,11,29.47,present,medium,NA
2017_048_11,2017,8/25/2017,11,Cushing Island,Outer,NA,09:40,sunny,16.3,11.3,29.75,present,low,NA
2017_048_09,2017,8/25/2017,9,Great Diamond Island,Outer,NA,10:30,partly cloudy,16.8,11,29.47,absent,medium,NA
2017_048_04,2017,8/25/2017,4,Mussel Cove,Mid,NA,11:04,partly cloudy,20.2,6.2,30.85,NA,NA,NA
2017_048_06,2017,8/25/2017,6,Mackworth Island - North,Mid,NA,11:40,overcast,17.9,10.8,30.29,absent,low,NA
2017_048_02,2017,8/25/2017,2,Skitterygusset,Inner,NA,12:15,sunny,18.8,8.1,24.63,absent,absent,NA
2017_049_08,2017,9/15/2017,8,Back Cove,Mid,NA,09:23,overcast,15.8,9,30.05,NA,NA,NA
2017_049_03,2017,9/15/2017,3,Audubon,Inner,NA,10:10,overcast,18,8.9,16.01,absent,low,NA
2017_049_07,2017,9/15/2017,7,Mackworth Island - Beach,Mid,NA,10:39,overcast,17.2,9.3,23.81,NA,NA,NA
2017_049_01,2017,9/15/2017,1,Presumpscot Moorings,Inner,NA,10:50,overcast,20.3,9.5,3.04,absent,low,NA
2017_049_05,2017,9/15/2017,5,The Brothers - North,Mid,NA,11:07,overcast,17,10.1,31.2,absent,low,NA
2017_049_12,2017,9/15/2017,12,Alewife Cove,Outer,NA,11:55,overcast,15.3,11.6,31.35,absent,absent,NA
2018_050_01,2018,6/15/2018,1,Presumpscot Moorings,Inner,NA,10:41,overcast,17.4,8.4,11,absent,absent,NA
2018_050_03,2018,6/15/2018,3,Audubon,Inner,NA,11:15,sunny,15.7,8.9,20.67,absent,low,NA
2018_050_06,2018,6/15/2018,6,Mackworth Island - North,Mid,NA,12:13,sunny,15.9,10.6,29.76,absent,absent,NA
2018_050_04,2018,6/15/2018,4,Mussel Cove,Mid,NA,12:45,sunny,16.2,9.1,29.89,absent,absent,NA
2018_050_09,2018,6/15/2018,9,Great Diamond Island,Outer,NA,13:10,sunny,15.9,9.5,29.32,absent,absent,NA
2018_050_11,2018,6/15/2018,11,Cushing Island,Outer,NA,13:35,sunny,13.6,10.3,29.97,present,low,NA
2018_051_12,2018,6/27/2018,12,Alewife Cove,Outer,NA,10:05,sunny,13.4,9.8,30.3,absent,absent,NA
2018_051_08,2018,6/27/2018,8,Back Cove,Mid,NA,11:00,sunny,16.9,7.5,29.64,absent,absent,NA
2018_051_02,2018,6/27/2018,2,Skitterygusset,Inner,NA,11:40,sunny,18,9.1,23.21,absent,absent,NA
2018_051_06,2018,6/27/2018,6,Mackworth Island - North,Mid,NA,12:30,sunny,15.3,9.6,29.48,present,absent,NA
2018_051_10,2018,6/27/2018,10,SMCC,Outer,NA,13:10,sunny,14.8,9.9,29.85,absent,absent,NA
2018_052_09,2018,7/11/2018,9,Great Diamond Island,Outer,NA,10:15,sunny,17.2,8.8,28.95,absent,low,NA
2018_052_04,2018,7/11/2018,4,Mussel Cove,Mid,NA,10:45,sunny,19.2,8,30.43,absent,absent,NA
2018_052_06,2018,7/11/2018,6,Mackworth Island - North,Mid,NA,11:30,sunny,18.9,9,30.04,present,low,NA
2018_052_01,2018,7/11/2018,1,Presumpscot Moorings,Inner,NA,12:05,sunny,25.2,6.8,4.54,absent,absent,NA
2018_052_03,2018,7/11/2018,3,Audubon,Inner,NA,12:40,sunny,22.1,7.2,19.53,absent,low,NA
2018_052_07,2018,7/11/2018,7,Mackworth Island - Beach,Mid,NA,13:15,sunny,18.9,8.1,28.22,absent,high,NA
2018_052_10,2018,7/11/2018,10,SMCC,Outer,NA,13:50,sunny,17.2,9.8,29.4,present,low,NA
2018_102_12,2018,7/25/2018,12,Alewife Cove,Outer,sand/gravel,10:40,foggy,16.7,10.1,30.6,absent,absent,NA
2018_102_11,2018,7/25/2018,11,Cushing Island,Outer,sand/gravel,11:10,foggy,16.6,7.5,30.55,present,low,NA
2018_102_08,2018,7/25/2018,8,Back Cove,Mid,mud,11:45,overcast,20.2,8.2,27.7,absent,absent,NA
2018_102_02,2018,7/25/2018,2,Skitterygusset,Inner,mud,12:15,overcast,19.7,7.8,25.3,NA,NA,NA
2018_102_05,2018,7/25/2018,5,The Brothers - North,Mid,gravel,13:05,sunny,18.5,9.4,30.01,present,NA,NA
2018_102_07,2018,7/25/2018,7,Mackworth Island - Beach,Mid,sand/gravel,13:45,overcast,20.5,7.8,29.91,NA,medium,NA
2018_103_10,2018,8/10/2018,10,SMCC,Outer,sand/gravel,09:50,sunny,18.5,9.1,28.75,absent,absent,NA
2018_103_09,2018,8/10/2018,9,Great Diamond Island,Outer,sand/gravel,10:15,sunny,16.8,8.6,30.18,present,absent,NA
2018_103_04,2018,8/10/2018,4,Mussel Cove,Mid,mud,11:00,sunny,21.1,9.3,30.3,absent,absent,NA
2018_103_06,2018,8/10/2018,6,Mackworth Island - North,Mid,sand/gravel,11:40,sunny,20,10.6,29.86,absent,medium,NA
2018_103_01,2018,8/10/2018,1,Presumpscot Moorings,Inner,mud,12:15,sunny,22,8.4,22.49,absent,absent,NA
2018_103_03,2018,8/10/2018,3,Audubon,Inner,sand,12:30,sunny,22,8,19.57,absent,low,NA
2018_104_07,2018,8/21/2018,7,Mackworth Island - Beach,Mid,sand,#VALUE!,NA,22.1,8.6,21.21,present,NA,NA
2018_104_05,2018,8/21/2018,5,The Brothers - North,Mid,gravel,#VALUE!,NA,28.2,7.5,26.96,absent,low,NA
2018_104_11,2018,8/21/2018,11,Cushing Island,Outer,sand/gravel,#VALUE!,NA,20.7,10.3,30.23,present,high,NA
2018_104_02,2018,8/21/2018,2,Skitterygusset,Inner,mud,#VALUE!,NA,22.8,7.6,11.51,absent,absent,NA
2018_105_08,2018,8/21/2018,8,Back Cove,Mid,mud,#VALUE!,NA,19.7,24.1,28.86,absent,medium,NA
2018_105_01,2018,9/7/2018,1,Presumpscot Moorings,Inner,mud,09:30,sunny,20.4,7.7,23.92,absent,absent,NA
2018_105_03,2018,9/7/2018,3,Audubon,Inner,sand,10:00,sunny,19.8,7.3,16.03,NA,NA,NA
2018_105_06,2018,9/7/2018,6,Mackworth Island - North,Mid,sand/gravel,10:20,sunny,18.6,7.3,30.44,present,low,NA
2018_105_04,2018,9/7/2018,4,Mussel Cove,Mid,mud,10:50,sunny,19.7,14.6,31.02,present,absent,NA
2018_105_09,2018,9/7/2018,9,Great Diamond Island,Outer,sand/gravel,11:10,sunny,18.6,8.2,30.47,present,low,NA
2018_105_10,2018,9/7/2018,10,SMCC,Outer,sand/gravel,11:40,sunny,18.7,8.2,30.16,present,medium,NA
2019_106_06,2019,6/12/2019,6,Mackworth Island - North,Mid,sand/gravel,08:05,sunny,13.2,8.1,19.54,absent,absent,NA
2019_106_02,2019,6/12/2019,2,Skitterygusset,Inner,mud,08:30,sunny,12.6,9.4,23.5,NA,NA,NA
2019_106_05,2019,6/12/2019,5,The Brothers - North,Mid,gravel,09:05,sunny,13.3,9.8,28.67,absent,low,NA
2019_106_08,2019,6/12/2019,8,Back Cove,Mid,mud,09:40,sunny,12.1,11.9,27.82,NA,NA,NA
2019_106_09,2019,6/12/2019,9,Great Diamond Island,Outer,sand/gravel,10:05,sunny,13.5,9.7,26.61,present,low,"site assumed, not indicated on sheet"
2019_106_10,2019,6/12/2019,10,SMCC,Outer,sand/gravel,10:30,sunny,14.5,10,21.22,present,low,NA
2019_107_12,2019,7/2/2019,12,Alewife Cove,Outer,sand/gravel,11:00,sunny,15.4,10.5,28.75,present,absent,NA
2019_107_11,2019,7/2/2019,11,Cushing Island,Outer,sand/gravel,12:05,sunny,13.2,11.2,27.28,NA,NA,NA
2019_107_01,2019,7/2/2019,1,Presumpscot Moorings,Inner,mud,12:45,sunny,20.7,7.5,6.07,NA,low,bad set
2019_107_03,2019,7/2/2019,3,Audubon,Inner,sand,13:15,sunny,22,8.9,8.45,NA,low,NA
2019_107_04,2019,7/2/2019,4,Mussel Cove,Mid,mud,13:45,sunny,17.8,10.4,28.92,present,low,NA
2019_107_07,2019,7/2/2019,7,Mackworth Island - Beach,Mid,sand,14:15,sunny,19,10.4,28.73,present,low,NA
2020_053_10,2020,6/24/2020,10,SMCC,Outer,NA,09:50,foggy,16.6,NA,NA,present,low,NA
2020_053_11,2020,6/24/2020,11,Cushing Island,Outer,NA,10:15,foggy,15.8,NA,NA,present,low,NA
2020_053_09,2020,6/24/2020,9,Great Diamond Island,Outer,NA,10:51,foggy,18,NA,NA,present,medium,NA
2020_053_05,2020,6/24/2020,5,The Brothers - North,Mid,NA,11:15,foggy,18,NA,NA,NA,NA,NA
2020_053_01,2020,6/24/2020,1,Presumpscot Moorings,Inner,NA,11:45,foggy,22.7,NA,NA,NA,NA,NA
2020_053_08,2020,6/24/2020,8,Back Cove,Mid,NA,12:30,foggy,17.3,NA,NA,NA,NA,NA
2020_054_12,2020,6/25/2020,12,Alewife Cove,Outer,NA,10:10,sunny,14.6,NA,NA,absent,low,NA
2020_054_04,2020,6/25/2020,4,Mussel Cove,Mid,NA,11:15,sunny,20.8,NA,NA,NA,low,NA
2020_054_06,2020,6/25/2020,6,Mackworth Island - North,Mid,NA,12:00,sunny,18.4,NA,NA,NA,NA,NA
2020_054_07,2020,6/25/2020,7,Mackworth Island - Beach,Mid,NA,12:15,NA,19.4,NA,NA,NA,medium,NA
2020_054_03,2020,6/25/2020,3,Audubon,Inner,NA,12:40,sunny,20.9,NA,NA,NA,NA,NA
2020_054_02,2020,6/25/2020,2,Skitterygusset,Inner,NA,13:00,sunny,20.2,NA,NA,NA,NA,NA
2020_055_06,2020,7/6/2020,6,Mackworth Island - North,Mid,NA,11:30,sunny,21.2,NA,NA,present,low,NA
2020_055_04,2020,7/6/2020,4,Mussel Cove,Mid,NA,12:50,sunny,19.2,NA,NA,absent,absent,NA
2020_055_08,2020,7/6/2020,8,Back Cove,Mid,NA,14:00,sunny,20,NA,NA,absent,absent,NA
2020_056_12,2020,7/7/2020,12,Alewife Cove,Outer,NA,09:25,overcast,16.4,NA,NA,NA,NA,NA
2020_056_10,2020,7/7/2020,10,SMCC,Outer,NA,10:15,overcast,18.2,NA,NA,present,NA,NA
2020_056_03,2020,7/7/2020,3,Audubon,Inner,NA,11:10,partly cloudy,20.6,NA,NA,absent,low,NA
2020_056_01,2020,7/7/2020,1,Presumpscot Moorings,Inner,NA,12:00,partly cloudy,NA,NA,NA,absent,low,NA
2020_057_11,2020,7/9/2020,11,Cushing Island,Outer,NA,11:20,partly cloudy,19.3,NA,NA,NA,NA,NA
2020_057_06,2020,7/9/2020,6,Mackworth Island - North,Mid,NA,12:35,sunny,22.9,NA,NA,NA,NA,NA
2020_057_09,2020,7/9/2020,9,Great Diamond Island,Outer,NA,13:13,sunny,23.6,NA,NA,NA,NA,NA
2020_057_02,2020,7/9/2020,2,Skitterygusset,Inner,NA,13:55,sunny,22,NA,NA,NA,NA,NA
2020_058_04,2020,7/21/2020,4,Mussel Cove,Mid,NA,09:45,NA,22.4,NA,NA,NA,NA,NA
2020_058_06,2020,7/21/2020,6,Mackworth Island - North,Mid,NA,10:21,NA,NA,NA,NA,NA,NA,NA
2020_058_08,2020,7/21/2020,8,Back Cove,Mid,NA,10:54,NA,21.2,NA,NA,NA,NA,NA
2020_058_01,2020,7/21/2020,1,Presumpscot Moorings,Inner,NA,11:27,NA,26.6,NA,NA,NA,NA,NA
2020_058_03,2020,7/21/2020,3,Audubon,Inner,NA,12:00,NA,22.5,NA,NA,NA,NA,NA
2020_058_09,2020,7/21/2020,9,Great Diamond Island,Outer,NA,12:40,NA,19.3,NA,NA,NA,NA,NA
2020_059_12,2020,7/22/2020,12,Alewife Cove,Outer,NA,10:10,NA,20.6,NA,NA,NA,NA,NA
2020_059_11,2020,7/22/2020,11,Cushing Island,Outer,NA,10:55,NA,22,NA,NA,NA,NA,NA
2020_059_07,2020,7/22/2020,7,Mackworth Island - Beach,Mid,NA,11:28,NA,24.4,NA,NA,NA,NA,NA
2020_059_02,2020,7/22/2020,2,Skitterygusset,Inner,NA,12:03,NA,24,NA,NA,NA,NA,NA
2020_059_05,2020,7/22/2020,5,The Brothers - North,Mid,NA,12:35,NA,21.4,NA,NA,NA,NA,NA
2020_059_10,2020,7/22/2020,10,SMCC,Outer,NA,13:02,NA,20.9,NA,NA,NA,NA,NA
2020_060_10,2020,8/6/2020,10,SMCC,Outer,NA,10:44,NA,21.7,NA,NA,NA,NA,NA
2020_060_11,2020,8/6/2020,11,Cushing Island,Outer,NA,11:20,NA,20.4,NA,NA,NA,NA,NA
2020_060_07,2020,8/6/2020,7,Mackworth Island - Beach,Mid,NA,12:03,NA,22.9,NA,NA,NA,NA,NA
2020_060_03,2020,8/6/2020,3,Audubon,Inner,NA,12:41,NA,24.8,NA,NA,NA,NA,NA
2020_060_01,2020,8/6/2020,1,Presumpscot Moorings,Inner,NA,13:20,NA,29.9,NA,NA,NA,NA,NA
2020_060_02,2020,8/6/2020,2,Skitterygusset,Inner,NA,13:29,NA,26.3,NA,NA,NA,NA,NA
2020_061_12,2020,8/7/2020,12,Alewife Cove,Outer,NA,10:12,NA,18.2,NA,NA,NA,NA,NA
2020_061_04,2020,8/7/2020,4,Mussel Cove,Mid,NA,11:20,NA,NA,NA,NA,NA,NA,NA
2020_061_05,2020,8/7/2020,5,The Brothers - North,Mid,NA,12:04,NA,NA,NA,NA,NA,NA,NA
2020_061_06,2020,8/7/2020,6,Mackworth Island - North,Mid,NA,12:14,NA,NA,NA,NA,NA,NA,NA
2020_061_09,2020,8/7/2020,9,Great Diamond Island,Outer,NA,12:36,NA,18.7,NA,NA,NA,NA,NA
2020_061_08,2020,8/7/2020,8,Back Cove,Mid,NA,13:00,NA,NA,NA,NA,NA,NA,NA
2020_062_11,2020,8/19/2020,11,Cushing Island,Outer,NA,08:30,NA,18.6,NA,NA,NA,NA,NA
2020_062_07,2020,8/19/2020,7,Mackworth Island - Beach,Mid,NA,09:29,NA,19.2,NA,NA,NA,NA,NA
2020_062_05,2020,8/19/2020,5,The Brothers - North,Mid,NA,09:39,NA,19.7,NA,NA,NA,NA,NA
2020_062_01,2020,8/19/2020,1,Presumpscot Moorings,Inner,NA,10:15,NA,23.6,NA,NA,NA,NA,NA
2020_062_02,2020,8/19/2020,2,Skitterygusset,Inner,NA,10:41,NA,22.2,NA,NA,NA,NA,NA
2020_062_08,2020,8/19/2020,8,Back Cove,Mid,NA,11:14,NA,20.4,NA,NA,NA,NA,NA
2020_063_12,2020,8/20/2020,12,Alewife Cove,Outer,NA,09:26,NA,18.1,NA,NA,NA,NA,NA
2020_063_10,2020,8/20/2020,10,SMCC,Outer,NA,10:02,NA,19.5,NA,NA,NA,NA,NA
2020_063_03,2020,8/20/2020,3,Audubon,Inner,NA,10:33,NA,19.6,NA,NA,NA,NA,NA
2020_063_06,2020,8/20/2020,6,Mackworth Island - North,Mid,NA,11:05,NA,20,NA,NA,NA,NA,NA
2020_063_04,2020,8/20/2020,4,Mussel Cove,Mid,NA,11:36,NA,20.5,NA,NA,NA,NA,NA
2020_063_09,2020,8/20/2020,9,Great Diamond Island,Outer,NA,12:09,NA,19.5,NA,NA,NA,NA,NA
2020_064_07,2020,9/3/2020,7,Mackworth Island - Beach,Mid,NA,09:50,NA,18.8,NA,NA,NA,NA,NA
2020_064_03,2020,9/3/2020,3,Audubon,Inner,NA,10:30,NA,19.1,NA,NA,NA,NA,NA
2020_064_01,2020,9/3/2020,1,Presumpscot Moorings,Inner,NA,11:00,NA,20,NA,NA,NA,NA,NA
2020_064_02,2020,9/3/2020,2,Skitterygusset,Inner,NA,11:24,NA,19,NA,NA,NA,NA,NA
2020_064_04,2020,9/3/2020,4,Mussel Cove,Mid,NA,11:44,NA,19.6,NA,NA,NA,NA,NA
2020_064_05,2020,9/3/2020,5,The Brothers - North,Mid,NA,12:15,NA,19,NA,NA,NA,NA,NA
2020_065_12,2020,9/4/2020,12,Alewife Cove,Outer,NA,11:30,sunny,17,NA,NA,NA,NA,NA
2020_065_11,2020,9/4/2020,11,Cushing Island,Outer,NA,12:00,sunny,18.5,NA,NA,NA,NA,NA
2020_065_10,2020,9/4/2020,10,SMCC,Outer,NA,12:30,sunny,17.4,NA,NA,NA,NA,NA
2020_065_08,2020,9/4/2020,8,Back Cove,Mid,NA,13:10,sunny,NA,NA,NA,NA,NA,NA
2020_065_06,2020,9/4/2020,6,Mackworth Island - North,Mid,NA,14:15,sunny,NA,NA,NA,NA,NA,NA
2020_065_09,2020,9/4/2020,9,Great Diamond Island,Outer,NA,14:45,sunny,NA,NA,NA,NA,NA,NA
2021_066_11,2021,6/10/2021,11,Cushing Island,Outer,NA,10:55,sunny,NA,NA,NA,present,low,NA
2021_066_10,2021,6/10/2021,10,SMCC,Outer,NA,11:25,sunny,NA,NA,NA,present,absent,NA
2021_066_09,2021,6/10/2021,9,Great Diamond Island,Outer,NA,11:53,sunny,NA,NA,NA,absent,absent,NA
2021_066_04,2021,6/10/2021,4,Mussel Cove,Mid,NA,12:22,sunny,NA,NA,NA,absent,low,NA
2021_066_05,2021,6/10/2021,5,The Brothers - North,Mid,NA,12:41,sunny,NA,NA,NA,NA,NA,NA
2021_066_06,2021,6/10/2021,6,Mackworth Island - North,Mid,NA,13:09,sunny,NA,NA,NA,NA,NA,NA
2021_067_12,2021,6/17/2021,12,Alewife Cove,Outer,NA,09:51,sunny,15.4,16.1,27.08,absent,medium,NA
2021_067_03,2021,6/17/2021,3,Audubon,Inner,NA,11:14,sunny,16.6,9.6,15.74,absent,high,NA
2021_067_02,2021,6/17/2021,2,Skitterygusset,Inner,NA,11:54,sunny,21.4,6.2,6.06,absent,absent,NA
2021_067_01,2021,6/17/2021,1,Presumpscot Moorings,Inner,NA,12:08,sunny,21.3,12.5,2.42,present,absent,NA
2021_067_07,2021,6/17/2021,7,Mackworth Island - Beach,Mid,NA,13:24,sunny,21,15,20,present,low,NA
2021_067_08,2021,6/17/2021,8,Back Cove,Mid,NA,14:00,sunny,20.5,12,27.79,present,low,NA
2021_068_03,2021,6/25/2021,3,Audubon,Inner,NA,10:20,sunny,16,12,24.99,present,NA,NA
2021_068_01,2021,6/25/2021,1,Presumpscot Moorings,Inner,NA,10:58,sunny,21.3,7.6,3.7,NA,NA,NA
2021_068_02,2021,6/25/2021,2,Skitterygusset,Inner,NA,11:25,sunny,18.2,9.2,13.22,NA,NA,NA
2021_068_07,2021,6/25/2021,7,Mackworth Island - Beach,Mid,NA,12:04,sunny,15.7,7.7,26.8,present,low,NA
2021_068_08,2021,6/25/2021,8,Back Cove,Mid,NA,12:40,sunny,NA,NA,NA,NA,NA,NA
2021_068_10,2021,6/25/2021,10,SMCC,Outer,NA,13:17,sunny,15.6,7.9,28,absent,absent,NA
2021_069_12,2021,6/30/2021,12,Alewife Cove,Outer,NA,09:52,overcast,14.7,8,29.05,absent,low,NA
2021_069_11,2021,6/30/2021,11,Cushing Island,Outer,NA,10:33,overcast,16.7,15.3,28.84,present,medium,NA
2021_069_05,2021,6/30/2021,5,The Brothers - North,Mid,NA,11:03,overcast,22.7,17.3,28.89,present,low,NA
2021_069_06,2021,6/30/2021,6,Mackworth Island - North,Mid,NA,11:52,sunny,18.8,14.1,29.08,present,low,NA
2021_069_09,2021,6/30/2021,9,Great Diamond Island,Outer,NA,12:35,sunny,19.6,19.4,30.1,present,high,NA
2021_069_04,2021,6/30/2021,4,Mussel Cove,Mid,NA,13:08,sunny,23.8,10.1,29.35,NA,NA,NA
2021_070_10,2021,7/7/2021,10,SMCC,Outer,NA,09:36,sunny,18.2,14.6,27.78,present,low,NA
2021_070_08,2021,7/7/2021,8,Back Cove,Mid,NA,10:19,sunny,17.8,13.1,23.4,absent,absent,NA
2021_070_07,2021,7/7/2021,7,Mackworth Island - Beach,Mid,NA,10:48,sunny,18.9,12.6,25.88,absent,absent,NA
2021_070_03,2021,7/7/2021,3,Audubon,Inner,NA,11:21,sunny,21.6,11.1,11.21,absent,low,NA
2021_070_01,2021,7/7/2021,1,Presumpscot Moorings,Inner,NA,11:52,sunny,21.5,8.1,10.45,absent,low,NA
2021_070_02,2021,7/7/2021,2,Skitterygusset,Inner,NA,12:18,sunny,23.6,13,12.66,absent,absent,NA
2021_071_12,2021,7/13/2021,12,Alewife Cove,Outer,NA,10:03,overcast,16.4,7.3,25.01,absent,low,NA
